Type,Document,Start,End
L2 Outcome,United_States-EN-1-40.txt,63023,63639
L1 Background,United_States-EN-1-51.txt,2,15645
L1 Analysis,United_States-EN-1-51.txt,15647,74107
L2 Outcome,United_States-EN-1-51.txt,73414,74107
L1 Background,United_States-EN-1-43.txt,2,389
L1 Background,United_States-EN-1-43.txt,2045,4939
L1 Analysis,United_States-EN-1-43.txt,391,2039
L1 Analysis,United_States-EN-1-43.txt,4939,20468
L2 Outcome,United_States-EN-1-43.txt,20224,20468
L1 Background,United_States-EN-1-44.txt,2,503
L1 Background,United_States-EN-1-44.txt,3102,13108
L1 Analysis,United_States-EN-1-44.txt,505,3098
L1 Analysis,United_States-EN-1-44.txt,13110,31991
L2 Outcome,United_States-EN-1-44.txt,31148,31991
L1 Background,United_States-EN-1-46.txt,2,585
L1 Analysis,United_States-EN-1-46.txt,587,12505
L2 Outcome,United_States-EN-1-46.txt,12169,12505
L1 Background,United_States-EN-1-47.txt,0,1703
L1 Background,United_States-EN-1-47.txt,3577,11574
L1 Analysis,United_States-EN-1-47.txt,1705,3573
L1 Analysis,United_States-EN-1-47.txt,11576,34357
L2 Outcome,United_States-EN-1-47.txt,34234,34357
L1 Background,United_States-EN-1-48.txt,2,5948
L1 Analysis,United_States-EN-1-48.txt,5952,56114
L2 Outcome,United_States-EN-1-48.txt,55466,56114
L1 Background,United_States-EN-1-49.txt,2,2959
L1 Analysis,United_States-EN-1-49.txt,2961,26611
L2 Outcome,United_States-EN-1-49.txt,25993,26611
L1 Background,United_States-EN-1-50.txt,2,3078
L1 Analysis,United_States-EN-1-50.txt,3080,20122
L2 Outcome,United_States-EN-1-50.txt,19921,20122
L1 Background,United_States-EN-1-60.txt,2,18970
L1 Analysis,United_States-EN-1-60.txt,18973,77732
L2 Outcome,United_States-EN-1-60.txt,77390,77732
L1 Background,United_States-EN-1-52.txt,2,2389
L1 Background,United_States-EN-1-52.txt,5699,34495
L1 Analysis,United_States-EN-1-52.txt,2389,5695
L1 Analysis,United_States-EN-1-52.txt,34495,56339
L2 Outcome,United_States-EN-1-52.txt,56090,56339
L1 Background,United_States-EN-1-53.txt,3,2261
L1 Analysis,United_States-EN-1-53.txt,2263,17858
L2 Outcome,United_States-EN-1-53.txt,16622,17858
L1 Background,United_States-EN-1-54.txt,0,11169
L1 Analysis,United_States-EN-1-54.txt,11173,26928
L2 Outcome,United_States-EN-1-54.txt,26682,26928
L1 Background,United_States-EN-1-55.txt,2,1728
L1 Analysis,United_States-EN-1-55.txt,1728,6468
L2 Outcome,United_States-EN-1-55.txt,6218,6468
L1 Background,United_States-EN-1-56.txt,9,3390
L1 Analysis,United_States-EN-1-56.txt,3392,14381
L2 Outcome,United_States-EN-1-56.txt,13592,14381
L1 Background,United_States-EN-1-61.txt,9,3908
L1 Analysis,United_States-EN-1-61.txt,3910,25573
L2 Outcome,United_States-EN-1-61.txt,25219,25573
L1 Background,United_States-EN-1-57.txt,2,1577
L1 Analysis,United_States-EN-1-57.txt,1579,21686
L2 Outcome,United_States-EN-1-57.txt,20844,21686
L1 Background,United_States-EN-1-58.txt,7,10002
L1 Analysis,United_States-EN-1-58.txt,10004,44751
L2 Outcome,United_States-EN-1-58.txt,44002,44751
L1 Background,United_States-EN-1-59.txt,2,697
L1 Analysis,United_States-EN-1-59.txt,697,18742
L2 Outcome,United_States-EN-1-59.txt,18314,18742
L1 Background,United_States-EN-1-62.txt,2,15194
L1 Analysis,United_States-EN-1-62.txt,15197,34711
L2 Outcome,United_States-EN-1-62.txt,33781,34711
L1 Background,United_States-EN-1-63.txt,2,3508
L1 Analysis,United_States-EN-1-63.txt,3510,33788
L2 Outcome,United_States-EN-1-63.txt,33171,33788
L1 Background,United_States-EN-1-83.txt,3,50340
L1 Analysis,United_States-EN-1-83.txt,50342,192827
L2 Outcome,United_States-EN-1-83.txt,189854,190119
L2 Outcome,United_States-EN-1-83.txt,192221,192827
L1 Background,United_States-EN-1-66.txt,2,12380
L1 Analysis,United_States-EN-1-66.txt,12382,131916
L2 Outcome,United_States-EN-1-66.txt,128826,131916
L1 Background,United_States-EN-1-72.txt,0,10260
L1 Background,United_States-EN-1-72.txt,44819,52463
L1 Background,United_States-EN-1-72.txt,63578,67141
L1 Analysis,United_States-EN-1-72.txt,10262,44817
L1 Analysis,United_States-EN-1-72.txt,52467,63576
L1 Analysis,United_States-EN-1-72.txt,67143,105544
L2 Outcome,United_States-EN-1-72.txt,44486,44817
L2 Outcome,United_States-EN-1-72.txt,84350,84422
L2 Outcome,United_States-EN-1-72.txt,103562,105544
L1 Background,United_States-EN-1-65.txt,2,14620
L1 Analysis,United_States-EN-1-65.txt,14628,58633
L2 Outcome,United_States-EN-1-65.txt,57707,58633
L1 Background,United_States-EN-1-64.txt,2,4400
L1 Analysis,United_States-EN-1-64.txt,4402,11071
L1 Analysis,United_States-EN-1-64.txt,11089,11235
L2 Outcome,United_States-EN-1-64.txt,11089,11235
L1 Background,United_States-EN-1-69.txt,3,10151
L1 Analysis,United_States-EN-1-69.txt,10153,54416
L2 Outcome,United_States-EN-1-69.txt,54158,54416
L1 Background,United_States-EN-1-67.txt,2,2287
L1 Analysis,United_States-EN-1-67.txt,2287,34216
L2 Outcome,United_States-EN-1-67.txt,33956,34216
L1 Background,United_States-EN-1-68.txt,2,4587
L1 Analysis,United_States-EN-1-68.txt,4589,18481
L2 Outcome,United_States-EN-1-68.txt,17926,18481
L1 Background,United_States-EN-1-70.txt,2,2162
L1 Analysis,United_States-EN-1-70.txt,2164,24320
L2 Outcome,United_States-EN-1-70.txt,23997,24320
L1 Background,United_States-EN-1-71.txt,2,8637
L1 Analysis,United_States-EN-1-71.txt,8639,21014
L2 Outcome,United_States-EN-1-71.txt,20763,21014
L1 Background,United_States-EN-1-73.txt,2,22233
L1 Analysis,United_States-EN-1-73.txt,22235,61942
L2 Outcome,United_States-EN-1-73.txt,61232,61942
L1 Background,United_States-EN-1-82.txt,2,10446
L1 Analysis,United_States-EN-1-82.txt,10446,95248
L2 Outcome,United_States-EN-1-82.txt,93975,95248
L1 Background,United_States-EN-1-74.txt,0,20059
L1 Analysis,United_States-EN-1-74.txt,20061,53471
L2 Outcome,United_States-EN-1-74.txt,52978,53471
L1 Background,United_States-EN-1-75.txt,2,4478
L1 Analysis,United_States-EN-1-75.txt,4480,57138
L2 Outcome,United_States-EN-1-75.txt,56360,57138
L1 Background,United_States-EN-1-76.txt,1,2732
L1 Analysis,United_States-EN-1-76.txt,2735,12834
L2 Outcome,United_States-EN-1-76.txt,12649,12834
L1 Background,United_States-EN-1-77.txt,3,24650
L1 Analysis,United_States-EN-1-77.txt,24650,107800
L2 Outcome,United_States-EN-1-77.txt,106052,107800
L1 Background,United_States-EN-1-80.txt,2,9975
L1 Analysis,United_States-EN-1-80.txt,9975,45757
L2 Outcome,United_States-EN-1-80.txt,44492,45757
L1 Background,United_States-EN-1-78.txt,2,2412
L1 Analysis,United_States-EN-1-78.txt,2414,8504
L2 Outcome,United_States-EN-1-78.txt,8037,8504
L1 Background,United_States-EN-1-79.txt,4,1376
L1 Analysis,United_States-EN-1-79.txt,1380,44505
L2 Outcome,United_States-EN-1-79.txt,44207,44505
L1 Background,United_States-EN-1-81.txt,0,6711
L1 Analysis,United_States-EN-1-81.txt,6715,40026
L2 Outcome,United_States-EN-1-81.txt,39542,40026
L1 Background,United_States-EN-1-84.txt,3,12183
L1 Analysis,United_States-EN-1-84.txt,12185,62637
L2 Outcome,United_States-EN-1-84.txt,62076,62637
L1 Background,United_States-EN-1-85.txt,0,7344
L1 Analysis,United_States-EN-1-85.txt,7348,13497
L2 Outcome,United_States-EN-1-85.txt,13367,13497
L1 Background,United_States-EN-1-86.txt,23,9888
L1 Analysis,United_States-EN-1-86.txt,9890,29633
L2 Outcome,United_States-EN-1-86.txt,29502,29633
L1 Background,United_States-EN-1-87.txt,4,8323
L1 Analysis,United_States-EN-1-87.txt,8326,39984
L2 Outcome,United_States-EN-1-87.txt,38195,39984
L1 Background,United_States-EN-1-88.txt,13,8656
L1 Analysis,United_States-EN-1-88.txt,8659,28564
L2 Outcome,United_States-EN-1-88.txt,28350,28564
L1 Background,United_States-EN-1-89.txt,3,11439
L1 Analysis,United_States-EN-1-89.txt,11441,93736
L2 Outcome,United_States-EN-1-89.txt,92975,93736
L1 Background,United_States-EN-1-95.txt,12,19369
L1 Analysis,United_States-EN-1-95.txt,19371,78116
L2 Outcome,United_States-EN-1-95.txt,77425,78116
L1 Background,United_States-EN-1-90.txt,0,4354
L1 Analysis,United_States-EN-1-90.txt,4355,21772
L2 Outcome,United_States-EN-1-90.txt,21032,21772
L1 Background,United_States-EN-1-91.txt,2,20163
L1 Analysis,United_States-EN-1-91.txt,20165,51833
L2 Outcome,United_States-EN-1-91.txt,51338,51833
L1 Background,United_States-EN-1-92.txt,0,8730
L1 Analysis,United_States-EN-1-92.txt,8733,27239
L2 Outcome,United_States-EN-1-92.txt,26968,27239
L1 Background,United_States-EN-1-93.txt,3,39063
L1 Analysis,United_States-EN-1-93.txt,39065,89789
L1 Analysis,United_States-EN-1-93.txt,89939,90556
L2 Outcome,United_States-EN-1-93.txt,89939,90556
L1 Background,United_States-EN-1-96.txt,2,3803
L1 Analysis,United_States-EN-1-96.txt,3805,36254
L2 Outcome,United_States-EN-1-96.txt,35705,36254
L1 Background,United_States-EN-1-94.txt,2,3454
L1 Analysis,United_States-EN-1-94.txt,3454,31373
L2 Outcome,United_States-EN-1-94.txt,30400,31373
L1 Background,United_States-EN-1-97.txt,2,11834
L1 Analysis,United_States-EN-1-97.txt,11836,55134
L2 Outcome,United_States-EN-1-97.txt,51978,55134
L1 Background,United_States-EN-1-98.txt,0,5462
L1 Analysis,United_States-EN-1-98.txt,5462,12575
L2 Outcome,United_States-EN-1-98.txt,12352,12575
L1 Background,United_States-EN-1-99.txt,2,10182
L1 Analysis,United_States-EN-1-99.txt,10187,32070
L2 Outcome,United_States-EN-1-99.txt,31949,32070
L1 Background,United_States-EN-1-100.txt,2,2344
L1 Analysis,United_States-EN-1-100.txt,2344,5290
L2 Outcome,United_States-EN-1-100.txt,4722,5290
L1 Analysis,United_States-EN-1-101.txt,895,15426
L2 Outcome,United_States-EN-1-101.txt,14853,15426
L1 Background,United_States-EN-1-101.txt,2,893
L1 Background,United_States-EN-1-102.txt,2,4889
L1 Analysis,United_States-EN-1-102.txt,4889,25334
L2 Outcome,United_States-EN-1-102.txt,25219,25334
