Type,Document,Start,End
L2 Outcome,United_States-EN-2-15.txt,7897,8907
L1 Background,United_States-EN-2-16.txt,1,9911
L1 Analysis,United_States-EN-2-16.txt,9916,27664
L2 Outcome,United_States-EN-2-16.txt,27092,27664
L1 Background,United_States-EN-2-18.txt,2,1062
L1 Analysis,United_States-EN-2-18.txt,1065,5114
L2 Outcome,United_States-EN-2-18.txt,4710,5114
L1 Background,United_States-EN-2-19.txt,2,2121
L1 Analysis,United_States-EN-2-19.txt,2123,7201
L2 Outcome,United_States-EN-2-19.txt,7028,7201
L1 Background,United_States-EN-2-20.txt,4,961
L1 Analysis,United_States-EN-2-20.txt,967,2205
L2 Outcome,United_States-EN-2-20.txt,2092,2205
L1 Background,United_States-EN-2-21.txt,2,1327
L1 Analysis,United_States-EN-2-21.txt,1329,6629
L2 Outcome,United_States-EN-2-21.txt,6490,6629
L1 Background,United_States-EN-2-22.txt,2,10450
L1 Analysis,United_States-EN-2-22.txt,10454,21827
L2 Outcome,United_States-EN-2-22.txt,21565,21827
L1 Background,United_States-EN-2-13.txt,7,2580
L1 Analysis,United_States-EN-2-13.txt,2583,8083
L2 Outcome,United_States-EN-2-13.txt,7834,8083
L1 Background,United_States-EN-2-14.txt,3,5104
L1 Analysis,United_States-EN-2-14.txt,5108,21796
L2 Outcome,United_States-EN-2-14.txt,21612,21796
L1 Background,United_States-EN-2-24.txt,1,3729
L1 Analysis,United_States-EN-2-24.txt,3732,9920
L2 Outcome,United_States-EN-2-24.txt,9270,9920
L1 Analysis,United_States-EN-2-25.txt,3267,3856
L1 Analysis,United_States-EN-2-25.txt,6784,9645
L1 Analysis,United_States-EN-2-25.txt,9647,10559
L1 Analysis,United_States-EN-2-25.txt,10561,48534
L1 Background,United_States-EN-2-25.txt,2,3260
L1 Background,United_States-EN-2-25.txt,3856,6778
L2 Outcome,United_States-EN-2-25.txt,48145,48534
L1 Background,United_States-EN-2-26.txt,1,10409
L1 Analysis,United_States-EN-2-26.txt,10412,35059
L2 Outcome,United_States-EN-2-26.txt,34299,35059
L1 Background,United_States-EN-2-27.txt,7,2665
L1 Analysis,United_States-EN-2-27.txt,2670,10417
L2 Outcome,United_States-EN-2-27.txt,10122,10417
L1 Background,United_States-EN-2-28.txt,1,6735
L1 Analysis,United_States-EN-2-28.txt,6737,34713
L2 Outcome,United_States-EN-2-28.txt,34570,34713
L1 Background,United_States-EN-2-29.txt,1,3479
L1 Analysis,United_States-EN-2-29.txt,3480,10710
L2 Outcome,United_States-EN-2-29.txt,10416,10710
L1 Analysis,United_States-EN-2-30.txt,3983,4405
L1 Background,United_States-EN-2-30.txt,2,984
L1 Background,United_States-EN-2-31.txt,4,5901
L1 Analysis,United_States-EN-2-31.txt,5905,16242
L2 Outcome,United_States-EN-2-31.txt,15836,16242
L1 Background,United_States-EN-2-32.txt,2,4257
L1 Analysis,United_States-EN-2-32.txt,4261,9435
L2 Outcome,United_States-EN-2-32.txt,9353,9435
L1 Background,United_States-EN-2-23.txt,3,2179
L1 Analysis,United_States-EN-2-23.txt,2183,8917
L2 Outcome,United_States-EN-2-23.txt,8674,8917
L1 Background,United_States-EN-2-34.txt,2,6050
L1 Analysis,United_States-EN-2-34.txt,6053,15799
L2 Outcome,United_States-EN-2-34.txt,15647,15799
L1 Background,United_States-EN-2-35.txt,2,8555
L1 Analysis,United_States-EN-2-35.txt,8559,17219
L2 Outcome,United_States-EN-2-35.txt,16782,17219
L1 Background,United_States-EN-2-36.txt,3,4125
L1 Analysis,United_States-EN-2-36.txt,4129,6233
L1 Analysis,United_States-EN-2-36.txt,6238,42501
L2 Outcome,United_States-EN-2-36.txt,41712,42501
L1 Background,United_States-EN-2-37.txt,4,3118
L1 Analysis,United_States-EN-2-37.txt,3122,7542
L2 Outcome,United_States-EN-2-37.txt,6961,7542
L1 Background,United_States-EN-2-38.txt,2,8618
L1 Analysis,United_States-EN-2-38.txt,8621,18526
L2 Outcome,United_States-EN-2-38.txt,18133,18526
L1 Background,United_States-EN-2-39.txt,2,1613
L1 Analysis,United_States-EN-2-39.txt,1618,10509
L2 Outcome,United_States-EN-2-39.txt,8922,9047
L2 Outcome,United_States-EN-2-39.txt,9969,10509
L1 Background,United_States-EN-2-33.txt,2,778
L1 Analysis,United_States-EN-2-33.txt,782,2765
L1 Analysis,United_States-EN-2-33.txt,2768,12772
L2 Outcome,United_States-EN-2-33.txt,11771,12772
L1 Background,United_States-EN-2-43.txt,1,5833
L1 Analysis,United_States-EN-2-43.txt,5837,17637
L2 Outcome,United_States-EN-2-43.txt,16621,17637
L1 Background,United_States-EN-2-44.txt,2,3833
L1 Analysis,United_States-EN-2-44.txt,3837,8160
L2 Outcome,United_States-EN-2-44.txt,7936,8160
L1 Background,United_States-EN-2-45.txt,1,5603
L1 Analysis,United_States-EN-2-45.txt,5607,21568
L2 Outcome,United_States-EN-2-45.txt,21343,21568
L1 Background,United_States-EN-2-46.txt,2,1348
L1 Background,United_States-EN-2-46.txt,2203,4902
L1 Analysis,United_States-EN-2-46.txt,1352,2199
L1 Analysis,United_States-EN-2-46.txt,4906,16289
L2 Outcome,United_States-EN-2-46.txt,15978,16289
L1 Background,United_States-EN-2-47.txt,2,1100
L1 Analysis,United_States-EN-2-47.txt,1104,8315
L2 Outcome,United_States-EN-2-47.txt,8238,8315
L1 Background,United_States-EN-2-40.txt,1,4657
L1 Analysis,United_States-EN-2-40.txt,4660,11780
L2 Outcome,United_States-EN-2-40.txt,11583,11780
L1 Background,United_States-EN-2-41.txt,3,7897
L1 Analysis,United_States-EN-2-41.txt,7901,22966
L2 Outcome,United_States-EN-2-41.txt,22648,22966
L1 Background,United_States-EN-2-42.txt,2,2207
L1 Analysis,United_States-EN-2-42.txt,2211,19973
L2 Outcome,United_States-EN-2-42.txt,19859,19973
L1 Background,United_States-EN-2-48.txt,4,4560
L1 Analysis,United_States-EN-2-48.txt,4560,9930
L2 Outcome,United_States-EN-2-48.txt,9720,9930
L1 Background,United_States-EN-2-53.txt,2,2348
L1 Analysis,United_States-EN-2-53.txt,2352,20006
L2 Outcome,United_States-EN-2-53.txt,19793,20006
L1 Background,United_States-EN-2-54.txt,3,13025
L1 Analysis,United_States-EN-2-54.txt,13029,23861
L2 Outcome,United_States-EN-2-54.txt,23528,23861
L1 Background,United_States-EN-2-55.txt,2,1943
L1 Analysis,United_States-EN-2-55.txt,1947,9609
L2 Outcome,United_States-EN-2-55.txt,9372,9609
L1 Background,United_States-EN-2-56.txt,4,6425
L1 Analysis,United_States-EN-2-56.txt,6427,13654
L2 Outcome,United_States-EN-2-56.txt,13352,13654
L1 Background,United_States-EN-2-57.txt,2,8808
L1 Analysis,United_States-EN-2-57.txt,8811,9843
L1 Analysis,United_States-EN-2-57.txt,9865,37306
L2 Outcome,United_States-EN-2-57.txt,36668,37306
L1 Analysis,United_States-EN-2-58.txt,1674,3963
L2 Outcome,United_States-EN-2-58.txt,3470,3963
L1 Background,United_States-EN-2-58.txt,3,1670
L1 Background,United_States-EN-2-60.txt,5,5291
L1 Analysis,United_States-EN-2-60.txt,5296,8790
L2 Outcome,United_States-EN-2-60.txt,8512,8790
L1 Background,United_States-EN-2-59.txt,5,15513
L1 Analysis,United_States-EN-2-59.txt,15516,26985
L1 Analysis,United_States-EN-2-59.txt,27062,31778
L2 Outcome,United_States-EN-2-59.txt,31529,31778
L1 Background,United_States-EN-2-61.txt,3,3812
L1 Analysis,United_States-EN-2-61.txt,3816,6596
L2 Outcome,United_States-EN-2-61.txt,6449,6596
L1 Background,United_States-EN-2-62.txt,6,2304
L1 Analysis,United_States-EN-2-62.txt,2306,6207
L2 Outcome,United_States-EN-2-62.txt,5885,6207
L1 Background,United_States-EN-2-63.txt,6,1064
L1 Analysis,United_States-EN-2-63.txt,1068,2182
L2 Outcome,United_States-EN-2-63.txt,1843,2182
L1 Background,United_States-EN-2-64.txt,2,8601
L1 Analysis,United_States-EN-2-64.txt,8605,18486
L2 Outcome,United_States-EN-2-64.txt,18137,18486
L1 Background,United_States-EN-2-65.txt,4,1314
L1 Background,United_States-EN-2-65.txt,1881,4744
L1 Analysis,United_States-EN-2-65.txt,1318,1877
L1 Analysis,United_States-EN-2-65.txt,4748,20177
L2 Outcome,United_States-EN-2-65.txt,19434,20177
L1 Background,United_States-EN-2-49.txt,2,2526
L1 Analysis,United_States-EN-2-49.txt,2530,11123
L2 Outcome,United_States-EN-2-49.txt,10631,11123
L1 Background,United_States-EN-2-50.txt,4,1455
L1 Analysis,United_States-EN-2-50.txt,1459,7028
L2 Outcome,United_States-EN-2-50.txt,6782,7028
L1 Background,United_States-EN-2-51.txt,0,5366
L1 Analysis,United_States-EN-2-51.txt,5369,6390
L2 Outcome,United_States-EN-2-51.txt,5369,6390
L1 Background,United_States-EN-2-52.txt,7,5098
L1 Analysis,United_States-EN-2-52.txt,5102,7195
L1 Analysis,United_States-EN-2-52.txt,7199,18458
L2 Outcome,United_States-EN-2-52.txt,18269,18458
L1 Background,United_States-EN-2-67.txt,2,5576
L1 Analysis,United_States-EN-2-67.txt,5578,34163
L2 Outcome,United_States-EN-2-67.txt,33924,34163
L1 Background,United_States-EN-2-68.txt,3,1148
L1 Analysis,United_States-EN-2-68.txt,1152,4429
L2 Outcome,United_States-EN-2-68.txt,4080,4429
L1 Background,United_States-EN-2-69.txt,2,5497
L1 Analysis,United_States-EN-2-69.txt,5501,36055
L2 Outcome,United_States-EN-2-69.txt,34859,36055
L1 Background,United_States-EN-2-70.txt,2,6514
L1 Analysis,United_States-EN-2-70.txt,6516,12499
L2 Outcome,United_States-EN-2-70.txt,12357,12499
L1 Background,United_States-EN-2-71.txt,4,1315
L1 Analysis,United_States-EN-2-71.txt,1319,2912
L2 Outcome,United_States-EN-2-71.txt,2177,2912
L1 Background,United_States-EN-2-72.txt,4,21979
L1 Analysis,United_States-EN-2-72.txt,21981,68178
L2 Outcome,United_States-EN-2-72.txt,67705,68178
L1 Background,United_States-EN-2-73.txt,2,1243
L1 Analysis,United_States-EN-2-73.txt,1245,12292
L2 Outcome,United_States-EN-2-73.txt,12156,12292
L1 Background,United_States-EN-2-74.txt,2,2112
L1 Analysis,United_States-EN-2-74.txt,2117,7639
L2 Outcome,United_States-EN-2-74.txt,7315,7639
L1 Background,United_States-EN-2-75.txt,1,3552
L1 Analysis,United_States-EN-2-75.txt,3555,7416
L2 Outcome,United_States-EN-2-75.txt,7154,7416
L1 Background,United_States-EN-2-76.txt,2,9028
L1 Analysis,United_States-EN-2-76.txt,9032,22713
L2 Outcome,United_States-EN-2-76.txt,22660,22713
L1 Background,United_States-EN-2-77.txt,2,6073
L1 Analysis,United_States-EN-2-77.txt,6076,30673
L2 Outcome,United_States-EN-2-77.txt,30174,30673
L1 Background,United_States-EN-2-78.txt,1,2956
L1 Analysis,United_States-EN-2-78.txt,2959,5539
L2 Outcome,United_States-EN-2-78.txt,5339,5539
L1 Background,United_States-EN-2-79.txt,2,3352
L1 Analysis,United_States-EN-2-79.txt,3356,8752
L2 Outcome,United_States-EN-2-79.txt,8582,8752
L1 Background,United_States-EN-2-80.txt,2,25210
L1 Analysis,United_States-EN-2-80.txt,25214,34764
L2 Outcome,United_States-EN-2-80.txt,34222,34764
L1 Background,United_States-EN-2-81.txt,1,3456
L1 Analysis,United_States-EN-2-81.txt,3458,11721
L2 Outcome,United_States-EN-2-81.txt,11655,11721
L1 Background,United_States-EN-2-66.txt,3,4935
L1 Analysis,United_States-EN-2-66.txt,4938,12664
L2 Outcome,United_States-EN-2-66.txt,12115,12664
L1 Background,United_States-EN-2-82.txt,2,11527
L1 Analysis,United_States-EN-2-82.txt,11530,18460
L2 Outcome,United_States-EN-2-82.txt,18155,18460
L1 Background,United_States-EN-2-83.txt,2,9180
L1 Analysis,United_States-EN-2-83.txt,9185,29932
L2 Outcome,United_States-EN-2-83.txt,28986,29932
L1 Background,United_States-EN-2-86.txt,2,4060
L1 Analysis,United_States-EN-2-86.txt,4064,9648
L2 Outcome,United_States-EN-2-86.txt,9542,9648
L1 Background,United_States-EN-2-87.txt,0,2772
L1 Analysis,United_States-EN-2-87.txt,2775,11197
L2 Outcome,United_States-EN-2-87.txt,11145,11197
L1 Background,United_States-EN-2-88.txt,1,3726
L1 Analysis,United_States-EN-2-88.txt,3730,10541
L2 Outcome,United_States-EN-2-88.txt,10411,10541
L1 Background,United_States-EN-2-89.txt,5,1777
L1 Background,United_States-EN-2-89.txt,2644,3852
L1 Analysis,United_States-EN-2-89.txt,1781,2643
L1 Analysis,United_States-EN-2-89.txt,3856,14317
L2 Outcome,United_States-EN-2-89.txt,14208,14317
L1 Background,United_States-EN-2-90.txt,2,7281
L1 Analysis,United_States-EN-2-90.txt,7285,21855
L2 Outcome,United_States-EN-2-90.txt,21481,21855
L1 Background,United_States-EN-2-91.txt,2,7952
L1 Analysis,United_States-EN-2-91.txt,7956,13764
L2 Outcome,United_States-EN-2-91.txt,12886,13764
L1 Background,United_States-EN-2-84.txt,2,13295
L1 Analysis,United_States-EN-2-84.txt,13297,50037
L2 Outcome,United_States-EN-2-84.txt,49704,50037
L1 Background,United_States-EN-2-85.txt,2,9253
L1 Analysis,United_States-EN-2-85.txt,9257,23913
L2 Outcome,United_States-EN-2-85.txt,23833,23913
L1 Background,United_States-EN-2-93.txt,3,6391
L1 Analysis,United_States-EN-2-93.txt,6394,10587
L2 Outcome,United_States-EN-2-93.txt,9477,10587
L1 Background,United_States-EN-2-94.txt,2,2406
L1 Analysis,United_States-EN-2-94.txt,2408,3497
L2 Outcome,United_States-EN-2-94.txt,3022,3497
L1 Background,United_States-EN-2-95.txt,2,638
L1 Background,United_States-EN-2-95.txt,808,4562
L1 Analysis,United_States-EN-2-95.txt,640,806
L1 Analysis,United_States-EN-2-95.txt,4566,10952
L2 Outcome,United_States-EN-2-95.txt,10754,10952
L1 Background,United_States-EN-2-96.txt,1,4070
L1 Analysis,United_States-EN-2-96.txt,4073,13277
L2 Outcome,United_States-EN-2-96.txt,12974,13277
L1 Background,United_States-EN-2-97.txt,2,4080
L1 Analysis,United_States-EN-2-97.txt,4083,16081
L2 Outcome,United_States-EN-2-97.txt,15935,16081
L1 Background,United_States-EN-2-98.txt,3,5525
L1 Analysis,United_States-EN-2-98.txt,5529,12393
L2 Outcome,United_States-EN-2-98.txt,12182,12393
L1 Background,United_States-EN-2-99.txt,2,3012
L1 Analysis,United_States-EN-2-99.txt,3013,7316
L2 Outcome,United_States-EN-2-99.txt,7184,7316
L1 Background,United_States-EN-2-100.txt,2,2923
L1 Analysis,United_States-EN-2-100.txt,2927,16476
L2 Outcome,United_States-EN-2-100.txt,15972,16476
L1 Background,United_States-EN-2-92.txt,5,2779
L1 Analysis,United_States-EN-2-92.txt,2784,8983
L2 Outcome,United_States-EN-2-92.txt,8443,8983
