Type,Document,Ordering,Text
L1 Analysis,United_States-EN-2-6.txt,51,"First, Respondent insists that the ALJ erred in finding that it only paidComplainant $4,000.00 in 2017. Brief at 4-5."
L1 Analysis,United_States-EN-2-6.txt,52,"Respondent contends that the ALJ ignored Complainant’s letter in which he stated “about $28,500 pay checks were never deposited to my bank account.” Id. at 4; CX 8."
L1 Analysis,United_States-EN-2-6.txt,53,"Instead, the ALJ referred to an amount of $38,000.00 in checks owed but not received or cashed by Complainant. Brief at 4."
L1 Analysis,United_States-EN-2-6.txt,54,"Second, Respondent avers that the ALJ’s finding that it only paidComplainant $4,000.00 is not supported by substantial evidence. Id. at 5."
L1 Analysis,United_States-EN-2-6.txt,55,"Specifically, Respondent claims that the ALJ’s finding that Respondent only paid partial salaries is solely based on Complainant’s statements rather than his pay checks or pay stubs. Id. at 5."
L1 Analysis,United_States-EN-2-6.txt,56,"Third, Respondent contends that it is clear from the record that its witness did not concede that Respondent only paid $4,000.00. Id. at 6."
L1 Analysis,United_States-EN-2-6.txt,57,Respondent claims that there was either a typographical error in the transcript or its witness misspoke and testified that Complainant received two paychecks in 2017 instead of 2018. Id.
L1 Analysis,United_States-EN-2-6.txt,58,"Rather, Respondent suggests that when adding the $53,220.66 from the WHD investigation is added to two checks of $4,000.00 each, the total gross amount is the same amount listed on the 2018 W-2. Id."
L1 Analysis,United_States-EN-2-6.txt,59,"Conversely, Complainant makes several arguments why he is entitled to more back wages than previously determined by the ALJ. Response at 9."
L1 Analysis,United_States-EN-2-6.txt,60,"However,Complainant did not file a cross-appeal of the ALJ’s D. &. O."
L1 Analysis,United_States-EN-2-6.txt,61,"Under our well- established precedent, “[w]e adhere to the principle that [a] party who neglects to file a cross-appeal may not use his opponent’s appeal as a vehicle for attacking a final judgment.”"
L1 Analysis,United_States-EN-2-6.txt,62,"Batyrbekov v. Barclays Capital, ARB No. 2013-0013, ALJ No. 2011-LCA-00025, slip op. at 8 (ARB July 16, 2014) (citing Sueiro Vazquez v. Torregrosa de la Rosa, 494 F.3d 227, 232 (1st Cir. 2007))."
L1 Analysis,United_States-EN-2-6.txt,63,"Therefore, we decline to consider these arguments and will limit our scope of review to Complainant’s arguments in opposition to Respondent’s reduction request."
L1 Analysis,United_States-EN-2-6.txt,64,The party who requests a hearing before an ALJ bears the burden of proof at hearing. 20 C.F.R. § 655.820(b)(1).
L1 Analysis,United_States-EN-2-6.txt,65,"However, we have held that:"
L1 Analysis,United_States-EN-2-6.txt,66,"When an employer fails to provide adequate records, a prosecuting party meets its initial burden of proving that [he] performed work for which [he was] not properly compensated if “he proves that [an employee] has in fact performed work for which [the employee] was improperly compensated and if he produces sufficient evidence to show the amount and extent of that work as a matter of just and reasonable inference. ”Pythagoras"
L1 Analysis,United_States-EN-2-6.txt,67,"Gen. Contracting Corp. v. Adm’r, ARB Nos. 2008-0107, 2009-0007, ALJNo. 2005-DBA-00014, slip op. at 5 (ARB Feb. 10, 2011) (reissued Mar. 1, 2011) (citing Anderson v. Mt. Clemens Pottery Co., 328 U.S. 680, 687-88 (1946))."
L1 Analysis,United_States-EN-2-6.txt,68,"In the present case, we have a scenario where Respondent failed to provide adequate records."
L1 Analysis,United_States-EN-2-6.txt,69,"Respondent only provided three exhibits at the hearing: RX A, two different Labor Condition Applications; RX B, a 2018 W-2 and EarningsSummary for Complainant with a “Preview” watermark; and RX C, a 2018 W-2 andEarnings Summary for Complainant. D. & O. at 6."
L1 Analysis,United_States-EN-2-6.txt,70,"RX B and RX C are the only relevant exhibits as to Complainant’s wages and purport the same information—$61,220.06 in gross wages earned by Complainant during his tenure withRespondent."
L1 Analysis,United_States-EN-2-6.txt,71,"As such, the ALJ determined that Complainant met his initial burden demonstrating that he failed to receive proper compensation from Respondent based on witness testimony, timecards, and earning statements. D. &. O. at 12; CX 5; CX6; ALJX 1; Tr. at 26, 68."
L1 Analysis,United_States-EN-2-6.txt,72,"Upon our review of the evidence, we agree with the ALJ that Complainant met its initial burden and that the evidence clearly shows Respondent underpaidComplainant."
L1 Analysis,United_States-EN-2-6.txt,73,"Even Respondent’s own records demonstrate Respondent underpaidComplainant by at least $56,904.94 ($118,125.00 in total wages earned byComplainant during his tenure with Respondent minus the $61,220.06 in paid wages from the 2018 W-2 and Earnings Summary)."
L1 Analysis,United_States-EN-2-6.txt,74,"Additionally, if we ignored our rules and considered new evidence not before the ALJ, Respondent’s Exhibit B, theSummary of Unpaid Wages, provides no information or calculations as to how theAdministrator determined owed back wages. See 29 C.F.R. § 18.54(c) (stating that once the ALJ closes the record, “no additional evidence shall be accepted into the record except upon a showing that new and material evidence has become available which was not readily available prior to the closing of the record. ”).3"
L1 Analysis,United_States-EN-2-6.txt,75,"As is, theAdministrator failed to investigate Complainant’s full tenure with Respondent; theSummary of Unpaid Wages only goes until February 3, 2018."
L1 Analysis,United_States-EN-2-6.txt,76,"Without any justification as to how the Administrator came to its determination, we have no idea how this figure was derived and it would be entitled to little weight."
L1 Analysis,United_States-EN-2-6.txt,77,"We also agree with the ALJ’s decision to only credit Respondent with $4,000.00 for paid wages in 2017."
L1 Analysis,United_States-EN-2-6.txt,78,"This decision is supported by the testimony of the ALJ hearing and could have been submitted by either party. both witnesses, the Employee Personal Interview Statement, and the earning statements that comprise ALJX 1. D. & O. at 12; Tr. at 26, 68; CX 8; CX 10; ALJX 1."
L1 Analysis,United_States-EN-2-6.txt,79,"However, we disagree with the ALJ’s decision to only credit Respondent with $25,234.83 in paid wages for 2018 because it is not supported by the record."
L1 Analysis,United_States-EN-2-6.txt,80,"TheALJ did not credit Respondent with the $61,220.06 in paid wages for 2018 because there was an inconsistency between Respondent’s witness’ testimony and the 2018W-2 and Earnings Summary. See D. & O. at 16."
L1 Analysis,United_States-EN-2-6.txt,81,"The 2018 W-2 and EarningsStatement reported $61,220.06 in gross wages and $29,334.20 in deductions. D. &O. at 16-17."
L1 Analysis,United_States-EN-2-6.txt,82,"When subtracting the deductions from the gross wages, the result is $31,885.86, the net pay Complainant should have received."
L1 Analysis,United_States-EN-2-6.txt,83,"Instead, Complainant received a check for $25,234.83 on August 31, 2018. D. & O. at 16; ALJX 2."
L1 Analysis,United_States-EN-2-6.txt,84,"Although we agree with the ALJ that there is a discrepancy between the net pay Complainant should have received and what he actually received in net pay, there are no financial records (pay stubs, checks, or earning statements), other than the August 31, 2018 check, to verify how much Respondent paid Complainant in 2018."
L1 Analysis,United_States-EN-2-6.txt,85,"Therefore, the ALJ should have still considered the 2018 W-2 and EarningsStatement in conjunction with the August 31, 2018 check for her payment credits and owed back wages calculations."
L1 Analysis,United_States-EN-2-6.txt,86,The ALJ’s decision to not include the gross wages reported on the 2018 W-2 and Earnings Statement in the original calculations penalized Respondent by requiring it to repay wages that it had already paid to Complainant.
L1 Analysis,United_States-EN-2-6.txt,87,"Thus, the owed net back wages should be calculated as follows:"
L1 Analysis,United_States-EN-2-6.txt,88,"Reported Gross Wages: $ 61,220.06 Deductions: $ 29,334.20"
L1 Analysis,United_States-EN-2-6.txt,89,"Net Pay Complainant Should Have Received: $ 31,885.86"
L1 Analysis,United_States-EN-2-6.txt,90,"Net Pay Complainant Should Have Received: $ 31,885.86"
L1 Analysis,United_States-EN-2-6.txt,91,"Net Pay Complainant Actually Received: $ 25,234.83"
L1 Analysis,United_States-EN-2-6.txt,92,"For the foregoing reasons, the additional gross back wages owed toComplainant should be calculated as follows:"
L1 Analysis,United_States-EN-2-6.txt,93,"Total Wages – Without Credits January 1, 2017 to December 31, 2017: $105,000.00 January 2018: $ 8,750.00February 1, 2018 to February 17, 2018: $ 4,375.00Total: $118,125.00Total Gross Back Wages"
L1 Analysis,United_States-EN-2-6.txt,94,"Owed – After CreditsTotal Wages: $118,125.00 back wages still owed to Complainant)$ 61,220.06Total Gross Back Wages Owed: $ 52,904.94"
L2 Outcome,United_States-EN-2-6.txt,95,"Accordingly, we find that Respondent owes Complainant $6,651.03 in net back wages and $52,904.94 in gross back wages, plus interest."
L2 Outcome,United_States-EN-2-6.txt,96,"We AFFIRM theALJ’s findings and calculations for wages earned during Complainant’s tenure withRespondent, but MODIFY the total amount of back wages owed to Complainant.4SO ORDERED."
L1 Analysis,United_States-EN-2-6.txt,97,"Complainant, we must address Respondent’s representation at the end of its Appeal Brief."
L1 Analysis,United_States-EN-2-6.txt,98,"Respondent states that it “communicated clearly and completed the bona fide termination on January 3, 2018, when it offered Prosecuting Party transportation back to India.” Brief at 9."
L1 Analysis,United_States-EN-2-6.txt,99,"As the ALJ previously concluded, this is incorrect. D. & O. at 14."
L1 Analysis,United_States-EN-2-6.txt,100,"The Board has held that there are three elements to establish a bona fide termination of employment: first, unequivocal notice to the employee that the employment relationship has terminated; second, the employer’s notice to immigration officials of the terminated employment relationship; and third, payment for transportation back to the employee’s home country."
L1 Analysis,United_States-EN-2-6.txt,101,"Vinayagam v. Cronous Sols., Inc., ARB No. 2015-0045, ALJ No. 2013-LCA-00029, slip op. at 0087, ALJ No. 2004-LCA-00006, slip op. at 11 (ARB Sept. 29, 2006))."
L1 Analysis,United_States-EN-2-6.txt,102,Respondent did not notify immigration officials of the terminated employment relationship and failed to payComplainant for transportation back to his home country. See D. & O. at 14.
L1 Analysis,United_States-EN-2-6.txt,103,"As the ALJ correctly identified, “stating that return flights ‘will be provided’ does not constitute proof of actual payment of the reasonable transportation cost for [Complainant’s] return to his home country.’” D. & O. at 14."
L1 Analysis,United_States-EN-2-6.txt,104,"The ALJ appropriately concluded that Respondent did not complete a bona fide termination on February 3, 2018."
L1 Background,United_States-EN-2-7.txt,0,"This case arises under the McNamara-O’Hara Service Contract Act (SCA), 41 U.S.C. § 6701, et seq., (2011) and it’s implementing regulations, 29 C.F.R. Parts 4 and 6 (2015)."
L1 Background,United_States-EN-2-7.txt,1,The United Government Security Officers of America (UGSOA) sought a variance from the collectively-bargained wages for detention officers in a contract between the Corrections Corporation of America (CCA)1 and the U.S. Department of Homeland Security’s Immigration and Customs Enforcement (ICE).
L1 Background,United_States-EN-2-7.txt,2,"On June 16, 2016, a Department of Labor (Department)"
L1 Background,United_States-EN-2-7.txt,3,Administrative Law Judge (ALJ) issued a Decision and Order (D. & O.) denying UGSOA’s request.
L1 Background,United_States-EN-2-7.txt,4,"For the following reasons, we affirm the ALJ. BACKGROUND"
L1 Background,United_States-EN-2-7.txt,5,The ALJ’s findings of fact are supported by a preponderance of the record evidence.
L1 Background,United_States-EN-2-7.txt,6,"To summarize, in 2005 CCA entered into Service Contract ODT-5-C-0010 with ICE to provide detention guard services at the Elizabeth Detention Center (EDC) in Elizabeth, New Jersey."
L1 Background,United_States-EN-2-7.txt,7,"In 2009 CCA entered into a collective bargaining agreement (CBA) with the Security, Police, Fire Professionals of America, Local 448 (SPFPA)."
L1 Background,United_States-EN-2-7.txt,8,The 2011 CBA between CCA and SPFPA provided a wage rate of $20.00 per hour for detention officers.
L1 Background,United_States-EN-2-7.txt,9,"In February 2012, EDC employees elected the UGSOA, Local 315, to replace the SPFPA as their collective bargaining representative."
L1 Background,United_States-EN-2-7.txt,10,"CCA and UGSOA negotiated a new CBA with an effective term of March 25, 2013 to September 24, 2016."
L1 Background,United_States-EN-2-7.txt,11,"This CBA provided for detention officer hourly wage rates of $20.40 in 2013, $20.71 in 2014 and $21.02 in 2015."
L1 Background,United_States-EN-2-7.txt,12,"On September 16, 2014, UGSOA filed a request with the Wage and Hour Administrator of the United States Department of Labor (Administrator) for a substantial variance hearing with respect to the wage rates for detention officers and transportation detention officers working at EDC."
L1 Background,United_States-EN-2-7.txt,13,UGSOA asserted that the CBA wage rate was substantially below the prevailing wage for detention officers in EDC’s locality.
L1 Background,United_States-EN-2-7.txt,14,"After reviewing the request, the Administrator filed an Order of Reference with the Office of Administrative Law Judges authorizing a hearing."
L1 Background,United_States-EN-2-7.txt,15,"An ALJ conducted the hearing on April 28, 2016."
L1 Background,United_States-EN-2-7.txt,16,"At the hearing, UGSOA presented wage determinations, Bureau of Labor Statistics (BLS) data, its own CBA wage rates, and wages paid at the Essex County Jail as evidence to establish the existence of a substantial variance."
L1 Background,United_States-EN-2-7.txt,17,"After receiving post-hearing briefs, the ALJ issued a Decision and Order"
L1 Background,United_States-EN-2-7.txt,18,Denying Petition forSubstantial Variance.
L1 Background,United_States-EN-2-7.txt,19,"The ALJ concluded that, although UGSOA could utilize the substantial variance process to obtain a higher rate, the union failed to submit evidence providing the required comprehensive mix of hourly wage rates necessary to establish the prevailing wage for workers providing similar services in the same locality as the EDC and, therefore, a substantial variance.2UGSOA filed a petition for review of the ALJ’s conclusion that it failed to provide sufficient wage information to prove its claim that there was a substantial variance."
L1 Background,United_States-EN-2-7.txt,20,CCA filed a separate petition for review of the ALJ’s conclusion that the Department of Labor can use the substantial variance regulations to replace a collectively bargained wage rate with a higher rate.
L1 Analysis,United_States-EN-2-7.txt,21,"The Secretary of Labor has delegated to the ARB authority to issue final agency decisions under SCA. Secretary’s Order No. 01-2019 (Delegation of Authority and Assignment of Responsibility to the Administrative Review Board), shall act as the authorized representative of the Secretary of Labor and shall act as fully and finally as might the Secretary of Labor concerning such matters.” 29 C.F.R. § 8.1(c)."
L1 Analysis,United_States-EN-2-7.txt,22,The ARB’s review of the ALJ’s decision under the SCA is an appellate proceeding. 29 C.F.R. § 8.1(d).
L1 Analysis,United_States-EN-2-7.txt,23,The ARB’s “authority to modify or set aside an ALJ’s findings of fact is limited to those instances where the ALJ’s findings are not supported by a preponderance of the evidence.”
L1 Analysis,United_States-EN-2-7.txt,24,"Administrator, Wage & Hour Division v. Tri-County Contractors, Inc., ARB No. 11-014, ALJ No. 2008-SCA- 017, slip op. at 3 (ARB June 29, 2012); 29 C.F.R. § 8.1(d)."
L1 Analysis,United_States-EN-2-7.txt,25,"See Dantran, Inc. v. U.S. Dep’t of Labor, 171 F.3d 58, 71 (1st Cir. 1999)."
L1 Analysis,United_States-EN-2-7.txt,26,The ALJ’s conclusions of law are reviewed de novo.
L1 Analysis,United_States-EN-2-7.txt,27,"Tri-County, ARB No. 11-014, slip op. at 3."
L1 Analysis,United_States-EN-2-7.txt,28,"The SCA requires that whenever the United States enters into a contract in excess of $2,500, the principal purpose of which is to provide services through the use of employees in the United States, the contract must contain a provision that specifies the minimum hourly wage rates that are payable to the various classifications of service employees working under the contract. 41 U.S.C. § 6702."
L1 Analysis,United_States-EN-2-7.txt,29,"The SCA provides that a service contract and bid specification shall contain a provision specifying the minimum wage and fringe benefits to be paid to each class of service employee engaged in the performance of the contract or any subcontract, as determined by the Department of Labor in accordance with prevailing rates and/or benefits in the locality, or, where a collective-bargaining agreement covers the service employees, in accordance with the rates and/or benefits provided for in the agreement, including prospective wage and/or benefit increases provided for in the agreement as a result of arm’s length negotiations. 41 U.S.C. § 6703(1)-(2)."
L1 Analysis,United_States-EN-2-7.txt,30,The Wage and Hour Division (WHD)
L1 Analysis,United_States-EN-2-7.txt,31,Administrator predetermines the wage and fringe-benefit rates. See 41 U.S.C. § 6703; 29 C.F.R. § 1.1 (2018).
L1 Analysis,United_States-EN-2-7.txt,32,"Under the process set out in the Act, the WHD Administrator identifies the following for service contracts: (1) a general wage determination based on the rates that the WHD determines prevail in the particular locality for the various classifications of service employees to be employed on the contract, and (2) wages based on a collective bargaining agreement between the service employees and the employer working on a federal service contract. 41 U.S.C. § 6703 (1)."
L1 Analysis,United_States-EN-2-7.txt,33,"The latter applies here. SCA Section 4(c) , as amended, “imposes on successor contracts an obligatory floor for wages and fringe benefits in the event that the predecessor contract has specified collectively bargained rates.”"
L1 Analysis,United_States-EN-2-7.txt,34,"In re United HealthServ Inc., 1989-CBV-001, et al., slip op. at 6 (Dep. Sec’y Feb. 4, 1991); see 41 U.S.C. § 6707(c)."
L1 Analysis,United_States-EN-2-7.txt,35,"However, Section 4(c) “contemplates circumstances in which the obligation may be suspended.”"
L1 Analysis,United_States-EN-2-7.txt,36,"In re United HealthServ, 1989-CBV-001, slip op. at 4."
L1 Analysis,United_States-EN-2-7.txt,37,"That provision reads as follows: (c) Preservation of wages and benefits due under predecessor contracts. – (1) In general. – Under a contract which succeeds a contract subject to this chapter, and under which substantially the same services are furnished, a contractor or subcontractor may not pay a service employee less than the wages and fringe benefits the service employee would have received under the predecessor contract, including accrued wages and fringe benefits and any prospective increases in wages and fringe benefits provided for in a collective-bargaining agreement as a result of arm’s length negotiations. (2) Exception. – This subsection does not apply if theSecretary finds after a hearing in accordance with regulations adopted by the Secretary that wages and fringe benefits under the predecessor contract are substantially at variance with wages and fringe benefits prevailing in the same locality for services of a similar character. demonstrating that a substantial variance exists with a “clear showing” of evidence.” In re Big Boy Facilities, 1988-CBV-007, slip op. at 4 (Dep. Sec’y Jan. 3, 1989)."
L1 Analysis,United_States-EN-2-7.txt,38,That clear showing requires “persuasion by a substantial margin.” Id.
L1 Analysis,United_States-EN-2-7.txt,39,"Substantial variance decisions are “highly factual, [and] turn on an evaluation of all evidence presented.”"
L1 Analysis,United_States-EN-2-7.txt,40,"In re United HealthServ, 1989-CBV-001, slip op. at 6."
L1 Analysis,United_States-EN-2-7.txt,41,"The SCA does not define “substantial variance,” but the Department of Labor has made clear that “the plain meaning of the term requires that a considerable disparity in rates must exist before the successorship obligation may be avoided.”"
L1 Analysis,United_States-EN-2-7.txt,42,"All Agency Memorandum No. 166 (Acting Administrator, Wage and Hour Division) (Oct. 8, 1992) (AAM No. 166) at 2 (internal quotations omitted)."
L1 Analysis,United_States-EN-2-7.txt,43,"The Department has determined that “no discrete comparison rate is conclusive,” and has “rejected the argument that area wage determinations should serve as the only benchmark for section 4(c) findings.” Id. (Department states that “collectively bargained rates often can be expected to exceed service industry prevailing rates in these circumstances.”)."
L1 Analysis,United_States-EN-2-7.txt,44,"For a movant to succeed, there must be a clear showing of a substantial disparity with “prevailing wages for services of similar character in the locality.” 41 U.S.C. § 6707(c)(2); 29 C.F.R. § 4.10(a)."
L1 Analysis,United_States-EN-2-7.txt,45,"The term “services of a character similar in the locality,” means “job duties and skill characteristics of a related nature,” not “an identity of services.”"
L1 Analysis,United_States-EN-2-7.txt,46,"Neeb-Kearney v. Dep’t of Labor, Civ. A. No. 91–2916, 1992 WL 395510 at 4, 1 Wage & Hour Cas. 2d (BNA) 331 (E.D. La. 1992); citing In Re Big Boy Facilities, 1988-CBV-007, slip op. at 15. AAM"
L1 Analysis,United_States-EN-2-7.txt,47,No. 166 directs parties seeking a wage variance to include information and analysis concerning the differences between the collectively-bargained rates issued and the rates contained in the following sources: (1) federal wage board rates and surveys; (2) relevant BLS surveys and comparable SCA wage determinations; (3) other relevant wage data such as what other employers pay for similar services; and (4) other collectively-bargained wages and benefits in the locality. AAM No. 166. at 2-3.
L1 Analysis,United_States-EN-2-7.txt,48,CCA argues that Section 4(c) of the SCA “does not permit the Department of Labor to replace the collectively-bargained wage with higher ‘prevailing’ wages.” CCA’s
L1 Analysis,United_States-EN-2-7.txt,49,Brief in Support of Its Petition for Review at 7. We disagree.
L1 Analysis,United_States-EN-2-7.txt,50,The statute does not provide that a substantial variance ruling is only available when collectively bargained rates are greater than those that prevail in the locality.
