Type,Document,Ordering,Text
L1 Background,Italy-IT-1-16.txt,10,"Ricorda che sia Di Vuogo che la Di Gennaro hanno indicato sulla scorta di quali elementi (specificamente, le minacce profferite dall'indagata in prossimità del gesto criminoso) abbiano ritenuto di individuare nella Carfora l'autrice dell'incendio del 31 marzo 2018, così pervenendo al convincimento sinceramente espresso dalla Di Giovanni ancora nella conversazione dell'Il aprile 2018 («si deve fermare, si deve bloccare a questa... Carmine ! io me ne devo andare da qua... Carmine !"
L1 Background,Italy-IT-1-16.txt,11,"Non si possono incendiare altre macchine.., quella si deve fermare perché non può incendiare diecimila macchine... Ma che vuole questa Maria da me ?»)."
L1 Background,Italy-IT-1-16.txt,12,"Avrebbe dunque errato, il Tribunale del riesame, nel dubitare dell'attendibilità delle dichiarazioni della coppia Di Gennaro\Di Vuolo, i dialoghi intercettati evidenziando, piuttosto, lo stato di esasperazione e paura della ragazza la quale, dopo l'incendio della seconda autovettura, addirittura si rassegna all'idea di abbandonare Pimonte per partire alla volta di Milano e si risolve aie! rivolgersi a soggetti malavitosi al solo scopo di trovare un bonario accomodamento della vicenda."
L1 Background,Italy-IT-1-16.txt,13,"Allo stesso modo, il pubblico ministero ricorrente taccia di irragionevolezza gli argomenti utilizzati dal Tribunale del riesame per escludere la configurabilità del delitto di atti persecutori, non comprendendosi, tra l'altro, quale refluenza possa avere al riguardo l'atteggiamento psicologico di Di Vuolo, che il Tribunale del riesame definisce «canzonatorio e alquanto rilassato», sottovalutando, al contempo, lo stato di ansia e paura ingenerato nella Di Gennaro dalle improprie iniziative della Carfora, dichiaratasi pronta a proseguire all'infinito nella sua condotta sopraffattrice fin quando la Di Gennaro non avesse rinunciato a coltivare la sua relazione sentimentale con Di Vuolo."
L1 Background,Italy-IT-1-16.txt,14,"Del pari discutibili si paleserebbero le considerazioni svolte nell'ordinanza impugnata per giustificare in maniera alternativa il trasferimento della Di Gennaro a Milano, in effetti motivato dal desiderio della giovane, da lei espressamente manifestato al compagno, di sottrarsi alle angherie della Carfora."
L1 Analysis,Italy-IT-1-16.txt,15,Il ricorso è fondato.
L1 Analysis,Italy-IT-1-16.txt,16,"Il quadro indiziario a carico di Maria Carfora in relazione ai delitti a lei contestati ai capi b) (incendio della autovettura avvenuto il 31 marzo 2018) e c) (atti persecutori in danno di Iolanda Di Gennaro) si fonda, innanzitutto, sul precedente costituito dall'atto di ostilità compiuto dall'indagata in pregiudizio della persona offesa sulla scorta di un movente e per finalità — costringere la Di Gennaro ad allontanarsi da Di Vuolo — che si assume comune ai reati dei quali qui si discute, che avrebbero costituito espressione della strategia intesa a che la vittima interrompesse la relazione con Di Vuolo."
L1 Analysis,Italy-IT-1-16.txt,17,"Sul punto, va subito notato, la Carfora, sin dall'interrogatorio di garanzia, ha offerto giustificazioni di ridottissima credibilità, ciò che, in ultimo, conferma la reale matrice del gesto, intimamente connessa al sentimento di morbosa gelosia nutrito dall'indagata."
L1 Analysis,Italy-IT-1-16.txt,18,"Per quanto, allora, il pregresso coinvolgimento della Di Gennaro in vicenda non dissimile (ella ha, invero, subito, il 23 giugno 2017, il danneggiamento di altra autovettura, atto che ella stessa riconduce ai dissapori intercorsi con l'uomo ! p3srsDrra cui ella era stata legata da una relazione sentimentale e con la sua nuova compagna) e la propensione, che ella manifesta nei colloqui oggetto di censura, ad avvalersi, a sua volta, dell'ausilio di personaggi legati alla locale criminalità, impongano di maneggiare con cautela il contributo della donna, si impone la verifica dell'attendibilità delle dichiarazioni rese dalla persona offesa e della loro attitudine ad integrare il prescritto quadro di gravità indiziaria sulla scorta di tutti gli elementi disponibili."
L1 Analysis,Italy-IT-1-16.txt,19,"Più in particolare, i sospetti da lei esternati, il 9 maggio 2018, all'atto di rendere sommarie informazioni («considerato che non ci sono state ulteriori evoluzioni e che il mio rapporto con Carmine Di Vuoto, tutt'ora in corso, per motivi sentimentali dovuti alla gelosia la Carfora probabilmente ha continuato con le azioni intimidatorie verso di me con il chiaro intento di farmi interrompere la mia relazione»), devono essere vagliati alla luce della prosecuzione, ad onta della cruenta reazione della Carfora, del rapporto tra la Di Gennaro e Di Vuoto e delle minacce che l'indagata avrebbe, in proposito, espressamente formulato."
L1 Analysis,Italy-IT-1-16.txt,20,"L'individuazione nella Carfora dell'autrice del danneggiamento del 31 marzo 2018 va, in specie, ricollegata alle parole del Di Vuoto, chiaro nel riferire che l'odierna indagata, dopo i fatti del novembre 2017, gli aveva rappresentato l'intenzione di ricorrere nuovamente, se del caso, a pressioni illecite pur di conseguire l'obiettivo sperato («Dopo il secondo incendio Carfora Maria mi disse personalmente e chiaramente con fare intimidatorio che lei stessa aveva fatto incendiare l'autovettura di Iolanda La stessa mi riferì che dovevo interrompere la relazione altrimenti avrebbe continuato con azioni più gravi»)."
L1 Analysis,Italy-IT-1-16.txt,21,I dubbi espressi dal Tribunale del riesame in merito all'idoneità delle dichiarazioni di Di Vuolo e della Di Gennaro a supportare un giudizio di gravità indiziaria nei confronti della Carfora si riconnettono a diversi e concomitanti ordini di ragioni.
L1 Analysis,Italy-IT-1-16.txt,22,"L'attendibilità della Di Gennaro viene, in primo luogo, circoscritta in considerazione del coinvolgimento in analoga vicenda e, soprattutto, della riscontrata propensione a risolvere le controversie provocando l'intervento di personaggi legati ad ambienti criminali, manifestazione, questa, di un atteggiamento spavaldo e reattivo inconciliabile con lo stato di timore ed ansia ed il timore di subire pregiudizio alla propria incolumità che la avrebbero indotta a modificare in misura significativa le proprie abitudini di vita, evento del delitto di atti persecutori ascritto al capo c)."
L1 Analysis,Italy-IT-1-16.txt,23,"Il Tribunale del riesame ritiene, al riguardo, che il trasferimento in località lontana da quella teatro dei fatti contestati possa essere dovuto, invece che alla necessità di sottrarsi alle azioni illecite della Carfora, ad opportunità lavorative o, comunque, a scelte fondamentalmente libere della Di Gennaro."
L1 Analysis,Italy-IT-1-16.txt,24,"Con più diretto riferimento al danneggiamento di cui al capo b), il Tribunale del riesame segnala, innanzitutto, che tanto Di Vuolo quanto la Di Gennaro si limitano a formulare mere ipotesi, indicando a riscontro delle comuni preoccupazioni elementi vaghi ed imprecisi (quali quelli attinenti ad una sorta di controllo delle comunicazioni che la Di Gennaro teme di avere subito ed ai messaggi minatori che Di Vuolo sostiene di avere ricevuto senza però offrire riscontro della circostanza), nella consapevolezza, peraltro, emergente dalle intercettazioni, che l'atto di ostilità potrebbe avere anche diversa ed autonoma genesi."
L1 Analysis,Italy-IT-1-16.txt,25,"L'equivocità del quadro indiziario sarebbe ulteriormente accresciuta dall'esistenza di rapporti economici tra la Carfora e Di Vuolo, socio del figlio della donna, il cui deterioramento potrebbe avere indotto Di Vuolo a rendere, più o meno consapevolmente, dichiarazioni non veritiere."
L1 Analysis,Italy-IT-1-16.txt,26,Ritiene il Collegio che la motivazione addotta dal Tribunale del riesame a fondamento della decisione impugnata sia affetta dai vizi di logicità indicati dal pubblico ministero ricorrente.
L1 Analysis,Italy-IT-1-16.txt,27,"A tal fine, va, in primo luogo, segnalato che, se la Di Gennaro si esprime, in effetti, in termini ipotetici e probabilistici, oltre che sulla base di quanto in precedenza riferitole da Di Vuolo («...quando ero in vacanza a Sharm El Sheik, Carmine Di Vuolo mi disse che a Gragnano si erano create alcune situazioni preoccupanti ed in particolare venni a sapere che Carfora Maria voleva prendere l'auto di mia madre e incendiarla davanti alla loro concessionaria»), quest'ultimo, invece, riferisce di minacce apertis verbis e direttamente proferite dalla Carfora."
L1 Analysis,Italy-IT-1-16.txt,28,"Il dato — tanto più se vagliato in unione alla persistenza del movente passionale che aveva originato il precedente danneggiamento, certamente commesso su input della Carfora — ha una valenza con ogni evidente centrale nell'economia della decisione demandata al giudice della cautela, che lo sminuisce, in sostanza accreditando l'assunto secondo cui Di Vuolo sarebbe stato mendace."
L1 Analysis,Italy-IT-1-16.txt,29,"Il tribunale del riesame omette, tuttavia, di tenere in debita considerazione gli esiti delle espletate intercettazioni e, in particolare, la conversazione intercorsa nel pomeriggio dell'Il aprile 2018 (cfr. pagg. 9-10 del provvedimento impugnato), nel corso della quale Iolanda Di Gennaro, appreso dal compagno che la Carfora continua a manifestare rancore nei suoi confronti («ti ha riempito di merda pure vicino all'estetista questa»), esprime a più riprese il timore di essere bersaglio di nuove iniziative della Carfora, per sottrarsi alle quali ella si dice disposta persino a trasferirsi altrove, oltre che a provocare l'intervento di personaggi appartenenti alla malavita («...si deve fermare, si deve bloccare a questa... Carmine io me ne devo andare da qua»; «Carmine quella si deve fermare perché non può incendiare diecimila macchine»)."
L1 Analysis,Italy-IT-1-16.txt,30,"Tanto vale a contraddire, dal punto di vista logico, il giudizio di inattendibilità riservato dal Tribunale del riesame alla Di Gennaro ed a Vuolo, quali dialogano nel comune — e, deve a questo punto ritenersi, sincero — convincimento della responsabilità della Carfora per il danneggiamento del 31 marzo 2018, circostanza che, necessariamente, incide sul complessivo vaglio della credibilità delle dichiarazioni da entrambi rese agli inquirenti e che il Tribunale del riesame non ha adeguatamente valorizzato."
L1 Analysis,Italy-IT-1-16.txt,31,"Non va, peraltro, trascurato che, come evidenziato dal pubblico ministero ricorrente, la Carfora, appena pochi minuti dopo il danneggiamento del 12 novembre 2017, eseguito su sua commissione, aveva affermato, programmaticamente (cfr. conv. n. 1289 delle ore 3,10), che non avrebbe esitato a compiere, in futuro, analoghi gesti a scopo intimidatorio («quella deve avere paura... deve dire: cos'è qua iah... io ogni macchina che mi compro me l'appicciano»)."
L1 Analysis,Italy-IT-1-16.txt,32,"Per le medesime ragioni, appare viziato il ragionamento utilizzato dal Tribunale del riesame in vista dell'annullamento del titolo custodiale per il delitto di atti persecutori, dalla citata conversazione emergendo che la Di Gennaro, seriamente preoccupata per la piega presa dagli eventi, aveva in animo di trasferirsi al precipuo fine di sottrarsi alle violente ritorsioni dell'odierna indagata e non (o, almeno, non esclusivamente) per motivi di ordine lavorativo, intenzione che si è, subito dopo, tradotta in realtà."
L1 Analysis,Italy-IT-1-16.txt,33,"In proposito, riferisce, invero, la persona offesa il 9 maggio 2018: «Per bloccare l'eventuale evoluzione degli episodi delittuosi di cui sono tutt'ora vittima e preoccupatissima per la mia incolumità sono stata costretta ad allontanarmi da Pimonte ed in particolare attualmente vivo a Milano atteso che conoscendo gli autori dei reati quali personaggi della camorra non esclutio ulteriori ritorsioni molto più gravi contro la mia persona»; nello stesso senso si esprime, del resto, Di Vuolo: «...per tutelare sia me stesso che Iolanda siamo stati costretti a trasferirci fuori zona per il timore di ulteriori ritorsioni ben più gravi verso di noi»."
L1 Analysis,Italy-IT-1-16.txt,34,"La rilevanza del profilo testé segnalato non è, d'altro canto, elisa dal contegno, che il Tribunale del riesame descrive in termini di marcata rilassatezza e tranquillità, serbato da Di Vuoto che, come obiettato dal pubblico ministero ricorrente, non può costituire chiave di interpretazione dell'atteggiamento psicologico, evidentemente autonomo, della Di Gennaro. 5."
L1 Analysis,Italy-IT-1-16.txt,35,"Dalle precedenti considerazioni discende l'annullamento dell'ordinanza impugnata con rinvio al Tribunale del riesame di Napoli, che esaminerà il riesame proposto dall'indagata nel rispetto del principio di diritto sopra enunciato."
L2 Outcome,Italy-IT-1-16.txt,36,Annulla l'ordinanza impugnata e rinvia per nuovo esame al Tribunale del riesame di Napoli.
L1 Background,Italy-IT-1-15.txt,0,"Con sentenza in data 23.5.2013 la Corte di Appello di Lecce pronunziava parziale riforma della sentenza emessa dal G.M. del Tribunale di Taranto/Sez. di Martina Franca carico di I A.G. I I i riqualificando l'originaria imputazione formulata ai sensi dell'art.612 bis CP .secondo le ipotesi di reati ex artt.612, comma I,581,e 660 CP.,determinando la pena in complessivi mesi 4 di reclusione, concedendo all'imputato (al quale era stata concessa la sospensione condizionale)l'ulteriore beneficio della non menzione della condanna."
L1 Background,Italy-IT-1-15.txt,1,"Nella specie erano state denunciate dalla persona offesa dalla ex moglie dell'imputato- i F.A. i che aveva descritto la condotta violenta del coniuge, che aveva determinato la separazione."
L1 Background,Italy-IT-1-15.txt,2,"Il giudice di appello aveva evidenziato l'attendibilità della querelante, desunta da elementi di riscontro, quali il certificato del Pronto Soccorso ospedaliero, inerente alle conseguenze di una aggressione patita in data i OPA,;altre condotte erano costituite dalle molestie telefoniche e minacce ."
L1 Background,Italy-IT-1-15.txt,3,"Tali fattispecie si erano ritenute distinte in riferimento alla distanza di tempo tra i fatti denunciati, escludendo la configurabilità dell'originaria imputazione di atti persecutori, formulata ai sensi dell'art.612 bis CP."
L1 Background,Italy-IT-1-15.txt,4,"Avverso detta sentenza proponeva ricorso per cassazione il difensore, deducendo: la nullità della sentenza per violazione del principio di correlazione enunciato dagli arte.521- 522 CPP."
L1 Background,Italy-IT-1-15.txt,5,"A riguardo evidenziava che i fatti sui quali si era pronunziata la riforma della sentenza di primo grado erano eterogenei rispetto alla originaria contestazione, onde ravvisava la violazione del richiamato principio. -mancanza, contraddittorietà ed illogicità della motivazione, in ordine alla esistenza degli elementi costitutivi dei reati ritenuti in sentenza."
L1 Background,Italy-IT-1-15.txt,6,"Richiamava i principi giurisprudenziali inerenti alla valutazione delle dichiarazioni della persona offesa dal reato. censurava la definizione della pena in limite ritenuto eccessivo in relazione ai criteri dettati dall'art.133 CP.,ed il mancato riconoscimento delle attenuanti generiche."
L1 Background,Italy-IT-1-15.txt,7,In tal senso la difesa chiedeva l'annullamento dell'impugnata sentenza.
L1 Background,Italy-IT-1-15.txt,8,"In pendenza del procedimento di legittimità, il difensore depositava memoria deducendo l'intervenuta remissione di querela, in data 20.3.2014, con contestuale accettazione da parte dell'imputato."
L1 Analysis,Italy-IT-1-15.txt,9,"Preliminarmente si osserva che i fatti oggetto di querela sono riconducibili alla originaria ipotesi di reato, ascritta ai sensi dell'art.612 bis CP.,atteso che ai fini della sussistenza di tale reato, vale rilevare l'esistenza di condotte moleste reiterate, ed è sufficiente che la condotta incriminata abbia indotto nella vittima uno stato di ansia e di timore per la propria incolumità(v.in tal senso Cass. Sez."
L1 Analysis,Italy-IT-1-15.txt,10,"V-21.9.2010,n.34015-RV250399-)- Nella specie, dal testo della sentenza si desume che la persona offesa aveva proposto querela in riferimento a reiterati comportamenti molesti e violenti dell'ex coniuge tali da determinare lo stato di ansia e paura nella predetta- Pertanto, deve ritenersi sussistente nella specie un quadro accusatorio suscettibile di integrare il reato de quo, per la lesione del bene giuridico protetto dalla norma,(v. Cass."
L1 Analysis,Italy-IT-1-15.txt,11,"SezV- 2.5.2011,n.16864-RV250158-per cui ai fini della integrazione del reato di atti persecutori non si richiede l'accertamento di uno stato patologico ma è sufficiente che gli atti ritenuti persecutori-e nella specie costituiti da minacce e insulti alla persona offesa, inviati con messaggi telefonici o via internet -abbiano un effetto destabilizzante della serenità e dell'equilibrio psicologico della vittima)."
L1 Analysis,Italy-IT-1-15.txt,12,In tal senso deve ritenersi erronea la riqualificazione operata dal giudice di appello.
L1 Analysis,Italy-IT-1-15.txt,13,"Tanto premesso, e rilevata l'intervenuta remissione della querela, la sentenza impugnata deve essere annullata senza rinvio per estinzione del reato , '`e 11.•2 •_•_ I I • • Consegue la condanna del querelato al pagamento delle spese del procedimento."
L2 Outcome,Italy-IT-1-15.txt,14,"Qualificato il fatto quale violazione dell'art.612 bis CP, annulla la sentenza impugnata senza rinvio per essere il reato estinto per remissione di querela."
L2 Outcome,Italy-IT-1-15.txt,15,Pone a carico del querelato le spese del giudizi
L1 Background,Italy-IT-1-17.txt,0,"Il difensore di B.D. propone ricorso per cassazione contro la sentenza emessa dalla Corte d'Appello di Milano, in data 7 gennaio 2010, con la quale veniva confermata, nei confronti dell'imputato, la condanna emessa dal Tribunale di Vigevano, con sentenza del 30 novembre 2010, che aveva riconosciuto colpevole B. del reato previsto dagli articoli 612 bis codice penale (capo 1) e articoli 582, 585 in relazione all'articolo 576 n. 1 e 61 n. 2 del codice penale (capo 2), con condanna alla pena di mesi tre di reclusione, oltre al risarcimento dei danni in favore della parte civile, liquidati in complessivi euro 4000, oltre spese di difesa legale."
L1 Background,Italy-IT-1-17.txt,1,"All'imputato era stato contestato di avere minacciato e molestato A.F. attraverso continue e reiterate telefonate e messaggi, inviati anche ad una sua collega di lavoro, presentandosi sul luogo di lavoro della persona offesa, ingenerando nella stessa un perdurante grave stato d'ansia e di paura, nonché di avere cagionato alla medesima persona offesa lesioni personali."
L1 Background,Italy-IT-1-17.txt,2,"Il Tribunale con sentenza del 30 novembre 2010 dichiarava l'imputato colpevole dei reati ascrittigli, unificati dal vincolo della continuazione e, ritenuto più grave il reato di lesioni, concesse le attenuanti generiche prevalenti, lo condannava alla pena indicata in premessa."
L1 Background,Italy-IT-1-17.txt,3,"Il Tribunale riteneva attendibili e circostanziate le dichiarazioni della persona offesa, riscontrate da altre risultanze istruttorie."
L1 Background,Italy-IT-1-17.txt,4,"Avverso la decisione del Tribunale proponeva appello la difesa deducendo che il comportamento dell'imputato andava ridimensionato e chiarito alla luce del fatto di essere stato improvvisamente lasciato dalla persona offesa il giorno dopo aver festeggiato, insieme, il compleanno."
L1 Background,Italy-IT-1-17.txt,5,"Quanto alla lesione, si sarebbe trattato di un fatto accidentale, difettando l'intenzione dell'imputato di colpire la parte lesa."
L1 Background,Italy-IT-1-17.txt,6,"Avverso la decisione della Corte d'Appello che ha ritenuto infondati i motivi di impugnazioni propone ricorso per cassazione la difesa di B.D. lamentando: • vizio di motivazione atteso il rinvio, per relationenn, alla decisione di primo grado, neppure riportata per esteso dalla Corte territoriale; • vizio di motivazione in ordine agli elementi di prova e all'elemento costitutivo del reato di cui all'articolo 612 bis, oltre che alla serialità delle condotte ed alla percezione, da parte della vittima, della minaccia; • vizio di motivazione in ordine agli elementi di prova del reato di lesioni, attesa l'assenza di volontà di colpire la parte offesa; • erronea applicazione dell'articolo 538 del codice di rito, riguardo alla liquidazione del risarcimento del danno e vizio di motivazione sul quantum della pretesa."
L1 Analysis,Italy-IT-1-17.txt,7,La sentenza impugnata non merita censura.
L1 Analysis,Italy-IT-1-17.txt,8,"Con il primo motivo la difesa lamenta mancanza, contraddittorietà o manifesta illogicità della motivazione, nella parte in cui la Corte territoriale, richiamando l'orientamento giurisprudenziale secondo cui la motivazione delle sentenze dei due gradi di merito costituiscono una sola argomentazione giuridica, poiché fondata su una valutazione del materiale probatorio con criteri omogenei, omette di riportare la parte dell'argomentazione della sentenza di primo grado che ritiene di voler ""saldare""."
L1 Analysis,Italy-IT-1-17.txt,9,"Il motivo è destituito di fondamento, poiché la Corte territoriale si è limitata a richiamare l'indirizzo giurisprudenziale, ormai consolidato, secondo cui le motivazioni delle sentenze dei due gradi di merito costituiscono una sola entità logico-giuridica con la conseguenza che, nell'ipotesi in cui il giudice di appello abbia valutato il materiale probatorio con criteri omogenei a quelli usati dal giudice di primo grado, limitandosi a fare riferimento a quanto sul punto affermato da quest'ultimo, non ricorre vizio di motivazione."
L1 Analysis,Italy-IT-1-17.txt,10,"Nel caso di specie la Corte, nelle pagine quattro 5 e 6 ha ampiamente descritto, richiamandoli, i fatti posti a sostegno della decisione di primo grado, nonché la motivazione adottata dal Tribunale in ordine alla valutazione delle prove e alla qualificazione del fatto in termini di atti persecutori."
L1 Analysis,Italy-IT-1-17.txt,11,Con il secondo motivo la difesa deduce mancanza e manifesta illogicità della motivazione riguardo agli elementi di prova del reato previsto all'articolo 612 bis c.p. rilevando l'insussistenza dei presupposti del reato.
L1 Analysis,Italy-IT-1-17.txt,12,"Infatti, la vicenda prendeva le mosse da una pregressa relazione sentimentale stabile, tanto intensa che i due protagonisti avevano già arredato un'abitazione che avrebbero dovuto occupare, mentre l'imputato aveva ricevuto, senza preavviso e spiegazione, la comunicazione che la relazione doveva intendersi definitivamente finita."
L1 Analysis,Italy-IT-1-17.txt,13,"In tale contesto andrebbero letti i 17 sms inviati in un periodo di 20 giorni e l'unico incontro, rilevante, al più, ai fini del reato di cui al capo 2) dell'imputazione."
L1 Analysis,Italy-IT-1-17.txt,14,"La difesa rileva, come già fatto in appello, che anche il messaggio inviato all'amica della persona offesa, G.C. non poteva essere,,, OSCURATA percepito come una minaccia di morte, ma quale semplice sfogo di un giovane innamorato e deluso."
L1 Analysis,Italy-IT-1-17.txt,15,"In ogni caso, quelle condotte non avrebbero determinato alcun mutamento delle abitudini di vita della persona offesa non ricorrendo, nè la reiterazione delle condotte, né la produzione di un grave e perdurante stato di ansia fondato sul timore per la propria incolumità."
L1 Analysis,Italy-IT-1-17.txt,16,"Sotto tale profilo l'accertamento medico sarebbe stato espletato, dovendosi ritenere del tutto insufficiente la generica indicazione della persona offesa di essersi recata temporaneamente a vivere presso l'abitazione dei genitori."
L1 Analysis,Italy-IT-1-17.txt,17,"La doglianza presenta evidenti profili di inammissibilità risultando meramente ripetitiva dei motivi di appello, peraltro analiticamente riportati nella decisione impugnata, senza confrontarsi in alcun modo con le puntuali argomentazioni poste a sostegno della decisione impugnata."
L1 Analysis,Italy-IT-1-17.txt,18,"In ogni caso, la motivazione della Corte territoriale, trattandosi di doppia conforme, come evidenziato, si fonde con quella di primo grado, formando un tutt'uno motivazionale basato su un apparato logico argomentativo uniforme (Sez. 3, n. 10163 del 01/02/2002 - dep. 12/03/2002, Lombardozzi D, Rv. 221116)."
L1 Analysis,Italy-IT-1-17.txt,19,"La sentenza non si limita ad analizzare con scrupolo metodologico il racconto della persona offesa, ma analizza con il dovuto rigore critico gli elementi di riscontro alle dichiarazioni della vittima."
L1 Analysis,Italy-IT-1-17.txt,20,"Sotto il primo profilo la Corte territoriale ha ben evidenziato che il prolungato invio di sms costituisce oggettivamente una condotta molesta, mentre il profilo della serialità va ricondotto alle modalità con le quali è stata realizzata la condotta dell'imputato, caratterizzata da pedinamenti, invii di messaggi, aggressioni e lesioni."
L1 Analysis,Italy-IT-1-17.txt,21,"La parte offesa, come evidenziato in sentenza, ha riferito che l'imputato, dopo aver appreso della fine della relazione, aveva iniziato a insultarla, sferrandole un ceffone al labbro e cercando di seguirla in casa, dove la stessa si era rifugiata in stato di grande agitazione."
L1 Analysis,Italy-IT-1-17.txt,22,"Nei 20 giorni successivi la ragazza aveva ricevuto sul telefono cellulare un numero elevato di messaggi, tanto che il telefono continuava a squillare anche sul luogo di lavoro e la memoria dei messaggi si era esaurita."
L1 Analysis,Italy-IT-1-17.txt,23,"La presenza Ori.0 dell'imputato era stata percepita anche sul luogo di lavoro, e sotto casa."
L1 Analysis,Italy-IT-1-17.txt,24,"In particolare, si legge in sentenza, nell'episodio ritenuto rilevante anche dalla difesa dell'imputato, il giorno OMISSIS mentre la parte civile si accompagnava con una persona con la quale, da pochi giorni, aveva intrapreso una relazione, aveva avuto un incontro con l'imputato in occasione del quale gli animi si erano scaldati e la persona offesa, nel tentativo di frapporsi fra i due contendenti, era stata colpita alla mandibola."
L1 Analysis,Italy-IT-1-17.txt,25,"Dopo l'episodio, la vittima era stata tempestata di telefonate e la sera si era recata al Pronto Soccorso per la lesione subita."
L1 Analysis,Italy-IT-1-17.txt,26,"Aveva appreso del messaggio di morte inviato alla collega G. e, turbata, si era trasferita presso l'abitazione dei genitori."
L1 Analysis,Italy-IT-1-17.txt,27,"Due giorni più tardi, accortasi che l'imputato si era presentato nei pressi del luogo di lavoro, OSCURATA • si era fatta accompagnare dal fratello presso i Carabinieri, dove aveva presentato querela."
