Type,Document,Start,End
L1 Analysis,Italy-IT-1-30.txt,2351,16428
L2 Outcome,Italy-IT-1-30.txt,16266,16428
L1 Background,Italy-IT-1-31.txt,0,3587
L1 Analysis,Italy-IT-1-31.txt,3591,8198
L2 Outcome,Italy-IT-1-31.txt,8035,8198
L1 Background,Italy-IT-1-6.txt,0,1507
L1 Analysis,Italy-IT-1-6.txt,1511,17305
L2 Outcome,Italy-IT-1-6.txt,17190,17305
L1 Background,Italy-IT-1-32.txt,4,1232
L1 Analysis,Italy-IT-1-32.txt,1236,5325
L2 Outcome,Italy-IT-1-32.txt,5160,5325
L1 Background,Italy-IT-1-33.txt,4,2672
L1 Analysis,Italy-IT-1-33.txt,2676,16034
L2 Outcome,Italy-IT-1-33.txt,15950,16034
L1 Background,Italy-IT-1-34.txt,4,1672
L1 Analysis,Italy-IT-1-34.txt,1673,4521
L2 Outcome,Italy-IT-1-34.txt,4439,4520
L1 Background,Italy-IT-1-35.txt,1,6270
L1 Analysis,Italy-IT-1-35.txt,6274,14913
L2 Outcome,Italy-IT-1-35.txt,14750,14913
L1 Background,Italy-IT-1-36.txt,2,5192
L1 Analysis,Italy-IT-1-36.txt,5193,15973
L2 Outcome,Italy-IT-1-36.txt,15894,15973
L1 Background,Italy-IT-1-37.txt,4,5071
L1 Analysis,Italy-IT-1-37.txt,5075,13507
L2 Outcome,Italy-IT-1-37.txt,13268,13507
L1 Background,Italy-IT-1-38.txt,2,8140
L1 Analysis,Italy-IT-1-38.txt,8141,22752
L2 Outcome,Italy-IT-1-38.txt,22520,22752
L1 Background,Italy-IT-1-39.txt,4,1145
L1 Analysis,Italy-IT-1-39.txt,1145,5540
L2 Outcome,Italy-IT-1-39.txt,5374,5540
L1 Background,Italy-IT-1-40.txt,4,1511
L1 Analysis,Italy-IT-1-40.txt,1515,17310
L2 Outcome,Italy-IT-1-40.txt,17195,17310
L1 Background,Italy-IT-1-42.txt,4,2529
L1 Analysis,Italy-IT-1-42.txt,2533,5889
L2 Outcome,Italy-IT-1-42.txt,5590,5889
L1 Background,Italy-IT-1-41.txt,1,1666
L1 Analysis,Italy-IT-1-41.txt,1670,9459
L2 Outcome,Italy-IT-1-41.txt,9363,9459
L1 Background,Italy-IT-1-43.txt,1,1200
L1 Analysis,Italy-IT-1-43.txt,1201,4735
L2 Outcome,Italy-IT-1-43.txt,4573,4734
L1 Background,Italy-IT-1-44.txt,0,6962
L1 Analysis,Italy-IT-1-44.txt,6966,12949
L2 Outcome,Italy-IT-1-44.txt,12700,12949
L1 Background,Italy-IT-1-46.txt,4,3656
L1 Analysis,Italy-IT-1-46.txt,3660,15011
L2 Outcome,Italy-IT-1-46.txt,14804,15011
L1 Background,Italy-IT-1-45.txt,4,1080
L1 Analysis,Italy-IT-1-45.txt,1084,7401
L2 Outcome,Italy-IT-1-45.txt,7224,7400
L1 Background,Italy-IT-1-47.txt,0,3800
L1 Analysis,Italy-IT-1-47.txt,3804,8489
L2 Outcome,Italy-IT-1-47.txt,8314,8489
L1 Background,Italy-IT-1-49.txt,4,2106
L1 Analysis,Italy-IT-1-49.txt,2110,4650
L2 Outcome,Italy-IT-1-49.txt,4484,4649
L1 Background,Italy-IT-1-48.txt,0,1777
L1 Analysis,Italy-IT-1-48.txt,1781,5500
L2 Outcome,Italy-IT-1-48.txt,5393,5500
L1 Background,Italy-IT-1-50.txt,2,1213
L1 Analysis,Italy-IT-1-50.txt,1214,4071
L2 Outcome,Italy-IT-1-50.txt,3990,4070
L1 Background,Italy-IT-1-51.txt,0,1775
L1 Analysis,Italy-IT-1-51.txt,1779,5958
L2 Outcome,Italy-IT-1-51.txt,5818,5958
L1 Background,Italy-IT-1-52.txt,2,8010
L1 Analysis,Italy-IT-1-52.txt,8014,24445
L2 Outcome,Italy-IT-1-52.txt,23751,24445
L1 Background,Italy-IT-1-53.txt,4,2405
L1 Analysis,Italy-IT-1-53.txt,2409,6762
L2 Outcome,Italy-IT-1-53.txt,6591,6762
L1 Background,Italy-IT-1-54.txt,1,3219
L1 Analysis,Italy-IT-1-54.txt,3223,12490
L2 Outcome,Italy-IT-1-54.txt,12459,12490
L1 Background,Italy-IT-1-2.txt,4,3064
L1 Analysis,Italy-IT-1-2.txt,3068,12443
L2 Outcome,Italy-IT-1-2.txt,12051,12443
L1 Background,Italy-IT-1-55.txt,0,1809
L1 Analysis,Italy-IT-1-55.txt,1813,3712
L2 Outcome,Italy-IT-1-55.txt,3549,3712
L1 Background,Italy-IT-1-56.txt,1,467
L1 Analysis,Italy-IT-1-56.txt,471,1674
L2 Outcome,Italy-IT-1-56.txt,1520,1673
L1 Background,Italy-IT-1-3.txt,4,3034
L1 Analysis,Italy-IT-1-3.txt,3038,6983
L2 Outcome,Italy-IT-1-3.txt,6893,6983
L1 Background,Italy-IT-1-57.txt,4,3659
L1 Analysis,Italy-IT-1-57.txt,3663,15153
L2 Outcome,Italy-IT-1-57.txt,14836,15153
L1 Background,Italy-IT-1-58.txt,1,1627
L1 Analysis,Italy-IT-1-58.txt,1628,6274
L2 Outcome,Italy-IT-1-58.txt,6111,6274
L1 Background,Italy-IT-1-59.txt,2,2661
L1 Analysis,Italy-IT-1-59.txt,2665,5002
L2 Outcome,Italy-IT-1-59.txt,4676,5002
L1 Background,Italy-IT-1-60.txt,1,2200
L1 Analysis,Italy-IT-1-60.txt,2204,5753
L2 Outcome,Italy-IT-1-60.txt,5569,5753
L1 Background,Italy-IT-1-61.txt,4,1246
L1 Analysis,Italy-IT-1-61.txt,1250,3831
L2 Outcome,Italy-IT-1-61.txt,3668,3831
L1 Background,Italy-IT-1-62.txt,1,1882
L1 Analysis,Italy-IT-1-62.txt,1886,5552
L2 Outcome,Italy-IT-1-62.txt,5110,5552
L1 Background,Italy-IT-1-63.txt,2,2772
L1 Analysis,Italy-IT-1-63.txt,2773,4271
L2 Outcome,Italy-IT-1-63.txt,4106,4270
L1 Background,Italy-IT-1-64.txt,4,2214
L1 Analysis,Italy-IT-1-64.txt,2218,19443
L2 Outcome,Italy-IT-1-64.txt,19360,19443
L1 Background,Italy-IT-1-65.txt,0,2925
L1 Analysis,Italy-IT-1-65.txt,2925,11151
L2 Outcome,Italy-IT-1-65.txt,10893,11151
L1 Background,Italy-IT-1-66.txt,0,3395
L1 Analysis,Italy-IT-1-66.txt,3399,7180
L2 Outcome,Italy-IT-1-66.txt,7086,7180
L1 Background,Italy-IT-1-67.txt,0,5847
L1 Analysis,Italy-IT-1-67.txt,5851,21064
L2 Outcome,Italy-IT-1-67.txt,20968,21064
L1 Background,Italy-IT-1-68.txt,4,4912
L1 Analysis,Italy-IT-1-68.txt,4912,10383
L2 Outcome,Italy-IT-1-68.txt,10071,10383
L1 Background,Italy-IT-1-5.txt,4,1592
L1 Analysis,Italy-IT-1-5.txt,1596,3450
L2 Outcome,Italy-IT-1-5.txt,3287,3450
L1 Background,Italy-IT-1-69.txt,2,5033
L1 Analysis,Italy-IT-1-69.txt,5037,8284
L2 Outcome,Italy-IT-1-69.txt,8197,8284
L1 Background,Italy-IT-1-70.txt,0,967
L1 Analysis,Italy-IT-1-70.txt,971,3783
L2 Outcome,Italy-IT-1-70.txt,3545,3783
L1 Background,Italy-IT-1-71.txt,4,3409
L1 Analysis,Italy-IT-1-71.txt,3409,9421
L2 Outcome,Italy-IT-1-71.txt,9181,9421
L1 Background,Italy-IT-1-72.txt,2,1455
L1 Analysis,Italy-IT-1-72.txt,1457,6417
L2 Outcome,Italy-IT-1-72.txt,6312,6417
L1 Background,Italy-IT-1-74.txt,2,7276
L1 Analysis,Italy-IT-1-74.txt,7280,45451
L2 Outcome,Italy-IT-1-74.txt,45234,45451
L1 Background,Italy-IT-1-75.txt,0,1379
L1 Analysis,Italy-IT-1-75.txt,1379,6637
L2 Outcome,Italy-IT-1-75.txt,6437,6637
L1 Background,Italy-IT-1-73.txt,1,2028
L1 Analysis,Italy-IT-1-73.txt,2032,10720
L2 Outcome,Italy-IT-1-73.txt,10618,10720
L1 Background,Italy-IT-1-76.txt,0,6776
L1 Analysis,Italy-IT-1-76.txt,6780,14881
L2 Outcome,Italy-IT-1-76.txt,14799,14881
L1 Background,Italy-IT-1-77.txt,2,7314
L1 Analysis,Italy-IT-1-77.txt,7318,21843
L2 Outcome,Italy-IT-1-77.txt,21691,21843
L1 Background,Italy-IT-1-78.txt,1,1596
L1 Analysis,Italy-IT-1-78.txt,1600,5382
L2 Outcome,Italy-IT-1-78.txt,5155,5382
L1 Background,Italy-IT-1-80.txt,4,2856
L1 Analysis,Italy-IT-1-80.txt,2860,7553
L2 Outcome,Italy-IT-1-80.txt,7472,7553
L1 Background,Italy-IT-1-79.txt,1,2519
L1 Analysis,Italy-IT-1-79.txt,2523,8262
L2 Outcome,Italy-IT-1-79.txt,8083,8262
L1 Background,Italy-IT-1-81.txt,4,2357
L1 Analysis,Italy-IT-1-81.txt,2361,16439
L2 Outcome,Italy-IT-1-81.txt,16277,16439
L1 Background,Italy-IT-1-82.txt,4,23506
L1 Analysis,Italy-IT-1-82.txt,23510,52444
L2 Outcome,Italy-IT-1-82.txt,51768,52444
L1 Background,Italy-IT-1-84.txt,4,4904
L1 Analysis,Italy-IT-1-84.txt,4908,10373
L2 Outcome,Italy-IT-1-84.txt,10062,10373
L1 Background,Italy-IT-1-85.txt,4,3359
L1 Analysis,Italy-IT-1-85.txt,3363,10029
L2 Outcome,Italy-IT-1-85.txt,9633,10029
L1 Background,Italy-IT-1-87.txt,1,1229
L1 Analysis,Italy-IT-1-87.txt,1233,5086
L2 Outcome,Italy-IT-1-87.txt,5005,5086
L1 Background,Italy-IT-1-86.txt,1,1819
L1 Analysis,Italy-IT-1-86.txt,1823,3716
L2 Outcome,Italy-IT-1-86.txt,3554,3716
L1 Background,Italy-IT-1-7.txt,0,7202
L1 Analysis,Italy-IT-1-7.txt,7206,21287
L2 Outcome,Italy-IT-1-7.txt,21202,21287
L1 Background,Italy-IT-1-95.txt,1,6518
L1 Analysis,Italy-IT-1-95.txt,6522,66853
L2 Outcome,Italy-IT-1-95.txt,66694,66853
L1 Background,Italy-IT-1-8.txt,0,8055
L1 Analysis,Italy-IT-1-8.txt,8059,17790
L2 Outcome,Italy-IT-1-8.txt,17537,17789
L1 Background,Italy-IT-1-88.txt,4,1872
L1 Analysis,Italy-IT-1-88.txt,1876,6448
L2 Outcome,Italy-IT-1-88.txt,6366,6448
L1 Background,Italy-IT-1-89.txt,1,591
L1 Analysis,Italy-IT-1-89.txt,595,7323
L2 Outcome,Italy-IT-1-89.txt,6969,7323
L1 Background,Italy-IT-1-90.txt,0,3684
L1 Analysis,Italy-IT-1-90.txt,3685,15289
L2 Outcome,Italy-IT-1-90.txt,14967,15289
L1 Background,Italy-IT-1-91.txt,2,6751
L1 Analysis,Italy-IT-1-91.txt,6755,30536
L2 Outcome,Italy-IT-1-91.txt,30305,30536
L1 Background,Italy-IT-1-92.txt,4,1338
L1 Analysis,Italy-IT-1-92.txt,1338,5194
L2 Outcome,Italy-IT-1-92.txt,4985,5194
L1 Background,Italy-IT-1-93.txt,0,1343
L1 Analysis,Italy-IT-1-93.txt,1347,3689
L2 Outcome,Italy-IT-1-93.txt,3622,3689
L1 Background,Italy-IT-1-94.txt,0,1998
L1 Analysis,Italy-IT-1-94.txt,2002,4447
L2 Outcome,Italy-IT-1-94.txt,4291,4447
L1 Background,Italy-IT-1-96.txt,4,6577
L1 Analysis,Italy-IT-1-96.txt,6581,15882
L2 Outcome,Italy-IT-1-96.txt,15800,15882
L1 Background,Italy-IT-1-97.txt,2,19864
L1 Analysis,Italy-IT-1-97.txt,19868,49796
L2 Outcome,Italy-IT-1-97.txt,49449,49796
L1 Background,Italy-IT-1-1.txt,4,386
L1 Analysis,Italy-IT-1-1.txt,390,2997
L2 Outcome,Italy-IT-1-1.txt,2653,2997
L1 Background,Italy-IT-1-98.txt,4,4939
L1 Analysis,Italy-IT-1-98.txt,4943,9534
L2 Outcome,Italy-IT-1-98.txt,9256,9534
L1 Background,Italy-IT-1-100.txt,4,1728
L1 Analysis,Italy-IT-1-100.txt,1732,6638
L2 Outcome,Italy-IT-1-100.txt,6355,6638
L1 Background,Italy-IT-1-10.txt,0,2759
L1 Analysis,Italy-IT-1-10.txt,2759,9652
L2 Outcome,Italy-IT-1-10.txt,9568,9651
L1 Background,Italy-IT-1-9.txt,4,3540
L1 Analysis,Italy-IT-1-9.txt,3544,7977
L2 Outcome,Italy-IT-1-9.txt,7750,7977
L1 Background,Italy-IT-1-99.txt,2,2659
L1 Analysis,Italy-IT-1-99.txt,2663,6605
L2 Outcome,Italy-IT-1-99.txt,6522,6605
L1 Background,Italy-IT-1-11.txt,3,2853
L1 Analysis,Italy-IT-1-11.txt,2857,11382
L2 Outcome,Italy-IT-1-11.txt,11297,11381
L1 Background,Italy-IT-1-12.txt,0,1933
L1 Analysis,Italy-IT-1-12.txt,1937,5859
L2 Outcome,Italy-IT-1-12.txt,5667,5859
L1 Background,Italy-IT-1-13.txt,2,1500
L1 Analysis,Italy-IT-1-13.txt,1504,14816
L2 Outcome,Italy-IT-1-13.txt,14652,14816
L1 Background,Italy-IT-1-18.txt,4,7522
L1 Analysis,Italy-IT-1-18.txt,7526,27974
L2 Outcome,Italy-IT-1-18.txt,27880,27974
L1 Background,Italy-IT-1-14.txt,0,666
L1 Analysis,Italy-IT-1-14.txt,670,2753
L2 Outcome,Italy-IT-1-14.txt,2672,2753
L1 Background,Italy-IT-1-83.txt,4,1116
L1 Analysis,Italy-IT-1-83.txt,1120,2761
L2 Outcome,Italy-IT-1-83.txt,2670,2760
L1 Background,Italy-IT-1-4.txt,2,1207
L1 Analysis,Italy-IT-1-4.txt,1207,3628
L2 Outcome,Italy-IT-1-4.txt,3468,3628
