Type,Document,Start,End
L0 Heading,Italy-IT-1-17.txt,10421,10423
L0 Heading,Italy-IT-1-17.txt,11193,11199
L0 Out of Scope,Italy-IT-1-17.txt,11283,11489
L2 Outcome,Italy-IT-1-17.txt,11193,11281
L1 Background,Italy-IT-1-17.txt,676,3395
L0 Out of Scope,Italy-IT-1-19.txt,0,316
L0 Heading,Italy-IT-1-19.txt,338,340
L0 Heading,Italy-IT-1-19.txt,799,801
L0 Heading,Italy-IT-1-19.txt,1505,1527
L0 Heading,Italy-IT-1-19.txt,1531,1533
L0 Heading,Italy-IT-1-19.txt,1562,1564
L0 Heading,Italy-IT-1-19.txt,2345,2347
L0 Heading,Italy-IT-1-19.txt,4784,4793
L2 Outcome,Italy-IT-1-19.txt,4784,5076
L0 Heading,Italy-IT-1-19.txt,317,334
L1 Background,Italy-IT-1-19.txt,317,1501
L0 Out of Scope,Italy-IT-1-20.txt,0,787
L0 Heading,Italy-IT-1-15.txt,2733,2759
L0 Heading,Italy-IT-1-20.txt,791,808
L0 Heading,Italy-IT-1-20.txt,808,814
L0 Heading,Italy-IT-1-20.txt,1957,1959
L0 Heading,Italy-IT-1-20.txt,2922,2924
L0 Heading,Italy-IT-1-20.txt,3152,3154
L0 Heading,Italy-IT-1-20.txt,3126,3148
L0 Heading,Italy-IT-1-20.txt,3672,3674
L0 Heading,Italy-IT-1-20.txt,4006,4008
L0 Heading,Italy-IT-1-20.txt,5335,5337
L0 Heading,Italy-IT-1-20.txt,5749,5751
L0 Heading,Italy-IT-1-20.txt,6359,6365
L1 Background,Italy-IT-1-20.txt,791,3125
L2 Outcome,Italy-IT-1-20.txt,6359,6707
L0 Out of Scope,Italy-IT-1-21.txt,0,412
L0 Heading,Italy-IT-1-21.txt,10403,10410
L2 Outcome,Italy-IT-1-21.txt,10403,10508
L0 Heading,Italy-IT-1-21.txt,4239,4267
L0 Heading,Italy-IT-1-21.txt,10059,10061
L0 Heading,Italy-IT-1-21.txt,1230,1232
L0 Heading,Italy-IT-1-21.txt,433,435
L0 Heading,Italy-IT-1-21.txt,412,429
L1 Background,Italy-IT-1-21.txt,412,4235
L0 Out of Scope,Italy-IT-1-22.txt,0,558
L0 Heading,Italy-IT-1-22.txt,559,576
L0 Heading,Italy-IT-1-22.txt,580,582
L0 Heading,Italy-IT-1-22.txt,1810,1812
L0 Heading,Italy-IT-1-22.txt,4639,4661
L0 Heading,Italy-IT-1-22.txt,4665,4667
L0 Heading,Italy-IT-1-22.txt,4875,4877
L0 Heading,Italy-IT-1-22.txt,9332,9334
L0 Heading,Italy-IT-1-22.txt,9613,9622
L2 Outcome,Italy-IT-1-22.txt,9613,9925
L1 Background,Italy-IT-1-22.txt,559,4635
L0 Out of Scope,Italy-IT-1-23.txt,0,600
L0 Heading,Italy-IT-1-23.txt,601,618
L0 Heading,Italy-IT-1-23.txt,622,624
L0 Heading,Italy-IT-1-23.txt,1637,1639
L0 Heading,Italy-IT-1-23.txt,5582,5590
L0 Heading,Italy-IT-1-23.txt,4975,4983
L0 Heading,Italy-IT-1-23.txt,3894,3902
L0 Heading,Italy-IT-1-23.txt,2228,2236
L0 Heading,Italy-IT-1-23.txt,1782,1790
L0 Heading,Italy-IT-1-23.txt,6496,6504
L0 Heading,Italy-IT-1-23.txt,7001,7023
L0 Heading,Italy-IT-1-23.txt,7027,7029
L0 Heading,Italy-IT-1-23.txt,7089,7091
L0 Heading,Italy-IT-1-23.txt,8224,8226
L0 Heading,Italy-IT-1-23.txt,11012,11014
L0 Heading,Italy-IT-1-23.txt,17122,17124
L0 Heading,Italy-IT-1-23.txt,17312,17318
L2 Outcome,Italy-IT-1-23.txt,17312,17360
L1 Background,Italy-IT-1-23.txt,601,6997
L0 Out of Scope,Italy-IT-1-24.txt,0,566
L0 Heading,Italy-IT-1-24.txt,570,591
L0 Heading,Italy-IT-1-24.txt,595,597
L0 Heading,Italy-IT-1-24.txt,7087,7089
L0 Heading,Italy-IT-1-24.txt,7587,7589
L0 Heading,Italy-IT-1-24.txt,9327,9329
L0 Heading,Italy-IT-1-24.txt,7726,7729
L0 Heading,Italy-IT-1-24.txt,8547,8550
L0 Heading,Italy-IT-1-24.txt,8713,8716
L0 Heading,Italy-IT-1-24.txt,9066,9070
L0 Heading,Italy-IT-1-24.txt,9379,9382
L0 Heading,Italy-IT-1-24.txt,9965,9969
L0 Heading,Italy-IT-1-24.txt,13516,13519
L0 Heading,Italy-IT-1-24.txt,14659,14661
L0 Heading,Italy-IT-1-24.txt,14771,14777
L2 Outcome,Italy-IT-1-24.txt,14771,14860
L1 Background,Italy-IT-1-24.txt,570,9323
L0 Out of Scope,Italy-IT-1-26.txt,0,405
L0 Heading,Italy-IT-1-26.txt,409,424
L0 Heading,Italy-IT-1-26.txt,1385,1387
L0 Heading,Italy-IT-1-26.txt,1471,1473
L0 Heading,Italy-IT-1-26.txt,4879,4881
L0 Heading,Italy-IT-1-26.txt,6705,6708
L0 Heading,Italy-IT-1-26.txt,9276,9280
L0 Heading,Italy-IT-1-26.txt,13175,13179
L0 Heading,Italy-IT-1-26.txt,15191,15195
L0 Out of Scope,Italy-IT-1-26.txt,15359,15373
L2 Outcome,Italy-IT-1-26.txt,15191,15357
L0 Heading,Italy-IT-1-26.txt,5650,5652
L1 Background,Italy-IT-1-26.txt,428,5650
L0 Out of Scope,Italy-IT-1-25.txt,0,593
L0 Heading,Italy-IT-1-25.txt,597,639
L0 Heading,Italy-IT-1-25.txt,643,645
L0 Heading,Italy-IT-1-25.txt,904,906
L0 Heading,Italy-IT-1-25.txt,1592,1594
L0 Heading,Italy-IT-1-25.txt,1622,1624
L0 Heading,Italy-IT-1-25.txt,2714,2716
L0 Heading,Italy-IT-1-25.txt,3222,3229
L2 Outcome,Italy-IT-1-25.txt,3222,3310
L1 Background,Italy-IT-1-25.txt,597,1588
L0 Out of Scope,Italy-IT-1-27.txt,0,543
L0 Heading,Italy-IT-1-27.txt,544,561
L0 Heading,Italy-IT-1-27.txt,565,567
L0 Heading,Italy-IT-1-27.txt,3028,3030
L0 Heading,Italy-IT-1-27.txt,3392,3400
L0 Heading,Italy-IT-1-27.txt,5294,5302
L0 Heading,Italy-IT-1-27.txt,5838,5846
L0 Heading,Italy-IT-1-27.txt,6532,6554
L0 Heading,Italy-IT-1-27.txt,6558,6560
L0 Heading,Italy-IT-1-27.txt,6657,6659
L0 Heading,Italy-IT-1-27.txt,9347,9349
L0 Heading,Italy-IT-1-27.txt,14527,14529
L0 Heading,Italy-IT-1-27.txt,14876,14884
L0 Heading,Italy-IT-1-27.txt,16092,16100
L0 Heading,Italy-IT-1-27.txt,17541,17548
L2 Outcome,Italy-IT-1-27.txt,17541,17606
L1 Background,Italy-IT-1-27.txt,544,6528
L0 Out of Scope,Italy-IT-1-28.txt,0,552
L0 Out of Scope,Italy-IT-1-28.txt,4986,5036
L0 Heading,Italy-IT-1-28.txt,4821,4828
L0 Heading,Italy-IT-1-28.txt,1540,1562
L0 Heading,Italy-IT-1-28.txt,1087,1089
L0 Heading,Italy-IT-1-28.txt,577,579
L0 Heading,Italy-IT-1-28.txt,556,573
L1 Background,Italy-IT-1-28.txt,556,1536
L2 Outcome,Italy-IT-1-28.txt,4821,4985
L0 Out of Scope,Italy-IT-1-29.txt,0,305
L0 Heading,Italy-IT-1-29.txt,306,323
L0 Heading,Italy-IT-1-29.txt,323,329
L0 Heading,Italy-IT-1-29.txt,686,688
L0 Heading,Italy-IT-1-29.txt,1662,1684
L0 Heading,Italy-IT-1-29.txt,1688,1691
L0 Heading,Italy-IT-1-29.txt,1785,1788
L0 Heading,Italy-IT-1-29.txt,2521,2523
L0 Heading,Italy-IT-1-29.txt,6600,6607
L0 Out of Scope,Italy-IT-1-29.txt,6771,6801
L2 Outcome,Italy-IT-1-29.txt,6600,6770
L1 Background,Italy-IT-1-29.txt,306,1658
L0 Out of Scope,Italy-IT-1-30.txt,0,590
L0 Heading,Italy-IT-1-30.txt,594,611
L0 Heading,Italy-IT-1-30.txt,615,617
L0 Heading,Italy-IT-1-30.txt,1131,1133
L0 Heading,Italy-IT-1-30.txt,1216,1224
L0 Heading,Italy-IT-1-30.txt,1670,1678
L0 Heading,Italy-IT-1-30.txt,2196,2204
L0 Heading,Italy-IT-1-30.txt,2470,2478
L0 Heading,Italy-IT-1-30.txt,2738,2747
L0 Heading,Italy-IT-1-30.txt,3003,3025
L0 Heading,Italy-IT-1-30.txt,3252,3260
L0 Heading,Italy-IT-1-30.txt,3029,3031
L0 Heading,Italy-IT-1-30.txt,4992,5000
L0 Heading,Italy-IT-1-30.txt,5698,5706
L0 Heading,Italy-IT-1-30.txt,9976,9984
L0 Heading,Italy-IT-1-30.txt,14530,14538
L0 Heading,Italy-IT-1-30.txt,15246,15254
L0 Heading,Italy-IT-1-30.txt,15600,15608
L0 Heading,Italy-IT-1-30.txt,16998,17005
L2 Outcome,Italy-IT-1-30.txt,16998,17167
L1 Background,Italy-IT-1-30.txt,594,2999
L0 Out of Scope,Italy-IT-1-31.txt,0,521
L0 Out of Scope,Italy-IT-1-31.txt,8828,9014
L0 Heading,Italy-IT-1-31.txt,8657,8664
L0 Heading,Italy-IT-1-31.txt,8282,8284
L0 Heading,Italy-IT-1-31.txt,7353,7361
L0 Heading,Italy-IT-1-31.txt,6191,6200
L0 Heading,Italy-IT-1-31.txt,4194,4196
L0 Heading,Italy-IT-1-31.txt,4224,4226
L0 Heading,Italy-IT-1-31.txt,4168,4190
L0 Heading,Italy-IT-1-31.txt,3637,3639
L0 Heading,Italy-IT-1-31.txt,2743,2753
L0 Heading,Italy-IT-1-31.txt,1489,1495
L0 Heading,Italy-IT-1-31.txt,1315,1324
L0 Heading,Italy-IT-1-31.txt,1080,1082
L0 Heading,Italy-IT-1-31.txt,521,548
L2 Outcome,Italy-IT-1-31.txt,8657,8827
L1 Background,Italy-IT-1-31.txt,525,4164
L0 Out of Scope,Italy-IT-1-6.txt,0,538
L0 Heading,Italy-IT-1-6.txt,17784,17791
L0 Heading,Italy-IT-1-6.txt,17614,17617
L0 Heading,Italy-IT-1-6.txt,11097,11099
L0 Heading,Italy-IT-1-6.txt,8553,8555
L0 Heading,Italy-IT-1-6.txt,6122,6124
L0 Heading,Italy-IT-1-6.txt,4466,4468
L0 Heading,Italy-IT-1-6.txt,2096,2098
L0 Heading,Italy-IT-1-6.txt,2070,2092
L0 Heading,Italy-IT-1-6.txt,1057,1059
L0 Heading,Italy-IT-1-6.txt,559,561
L0 Heading,Italy-IT-1-6.txt,538,555
L1 Background,Italy-IT-1-6.txt,538,2066
L2 Outcome,Italy-IT-1-6.txt,17784,17906
L0 Out of Scope,Italy-IT-1-32.txt,0,490
L0 Out of Scope,Italy-IT-1-32.txt,5868,5887
L0 Heading,Italy-IT-1-32.txt,5695,5702
L0 Heading,Italy-IT-1-32.txt,1773,1775
L0 Heading,Italy-IT-1-32.txt,1747,1769
L0 Heading,Italy-IT-1-32.txt,1011,1013
L0 Heading,Italy-IT-1-32.txt,515,517
L0 Heading,Italy-IT-1-32.txt,494,511
L2 Outcome,Italy-IT-1-32.txt,5695,5867
L1 Background,Italy-IT-1-32.txt,494,1743
L0 Heading,Italy-IT-1-33.txt,16669,16675
L0 Heading,Italy-IT-1-33.txt,16492,16495
L0 Heading,Italy-IT-1-33.txt,9844,9846
L0 Heading,Italy-IT-1-33.txt,3443,3445
L0 Heading,Italy-IT-1-33.txt,3386,3388
L0 Heading,Italy-IT-1-33.txt,941,943
L0 Heading,Italy-IT-1-33.txt,718,720
L0 Heading,Italy-IT-1-33.txt,695,710
L0 Out of Scope,Italy-IT-1-33.txt,0,691
L1 Background,Italy-IT-1-33.txt,695,3382
L2 Outcome,Italy-IT-1-33.txt,16669,16759
L0 Out of Scope,Italy-IT-1-34.txt,0,234
L0 Heading,Italy-IT-1-34.txt,238,262
L0 Heading,Italy-IT-1-34.txt,628,630
L0 Heading,Italy-IT-1-34.txt,1508,1510
L0 Heading,Italy-IT-1-34.txt,4701,4705
L0 Out of Scope,Italy-IT-1-34.txt,4788,4803
L2 Outcome,Italy-IT-1-34.txt,4701,4786
L1 Background,Italy-IT-1-34.txt,238,1934
L0 Out of Scope,Italy-IT-1-35.txt,0,403
L0 Out of Scope,Italy-IT-1-35.txt,15354,15368
L0 Heading,Italy-IT-1-35.txt,15186,15190
L0 Heading,Italy-IT-1-35.txt,13170,13173
L0 Heading,Italy-IT-1-35.txt,9271,9275
L0 Heading,Italy-IT-1-35.txt,6700,6703
L0 Heading,Italy-IT-1-35.txt,4874,4876
L0 Heading,Italy-IT-1-35.txt,1466,1468
L0 Heading,Italy-IT-1-35.txt,1380,1382
L0 Heading,Italy-IT-1-35.txt,423,425
L0 Heading,Italy-IT-1-35.txt,404,419
L2 Outcome,Italy-IT-1-35.txt,15186,15353
L1 Background,Italy-IT-1-35.txt,404,6696
L0 Out of Scope,Italy-IT-1-36.txt,0,240
L0 Heading,Italy-IT-1-36.txt,16178,16184
L0 Heading,Italy-IT-1-36.txt,242,286
L1 Background,Italy-IT-1-36.txt,242,5476
L0 Out of Scope,Italy-IT-1-37.txt,0,664
L0 Heading,Italy-IT-1-37.txt,14031,14040
L0 Heading,Italy-IT-1-37.txt,13392,13394
L0 Heading,Italy-IT-1-37.txt,11682,11684
L0 Heading,Italy-IT-1-37.txt,10523,10525
L0 Heading,Italy-IT-1-37.txt,8722,8724
L0 Heading,Italy-IT-1-37.txt,5971,5974
L0 Heading,Italy-IT-1-37.txt,5829,5831
L0 Heading,Italy-IT-1-37.txt,5803,5825
L0 Heading,Italy-IT-1-37.txt,4692,4700
L0 Heading,Italy-IT-1-37.txt,5150,5153
L0 Heading,Italy-IT-1-37.txt,3806,3814
L0 Heading,Italy-IT-1-37.txt,3553,3561
L0 Heading,Italy-IT-1-37.txt,3170,3178
L0 Heading,Italy-IT-1-37.txt,2154,2162
L0 Heading,Italy-IT-1-37.txt,2023,2025
L0 Heading,Italy-IT-1-37.txt,689,691
L0 Heading,Italy-IT-1-37.txt,668,685
L1 Background,Italy-IT-1-37.txt,668,5799
L2 Outcome,Italy-IT-1-37.txt,14031,14279
L0 Out of Scope,Italy-IT-1-38.txt,0,461
L0 Heading,Italy-IT-1-38.txt,23046,23053
L0 Heading,Italy-IT-1-38.txt,19146,19150
L0 Heading,Italy-IT-1-38.txt,16525,16529
L0 Heading,Italy-IT-1-38.txt,16248,16250
L0 Heading,Italy-IT-1-38.txt,8783,8785
L0 Heading,Italy-IT-1-38.txt,8657,8659
L0 Heading,Italy-IT-1-38.txt,8631,8653
L0 Heading,Italy-IT-1-38.txt,6752,6755
L0 Heading,Italy-IT-1-38.txt,3867,3871
L0 Heading,Italy-IT-1-38.txt,3755,3757
L0 Heading,Italy-IT-1-38.txt,484,487
L0 Heading,Italy-IT-1-38.txt,463,480
L1 Background,Italy-IT-1-38.txt,463,8630
L2 Outcome,Italy-IT-1-38.txt,23046,23285
L1 Analysis,Italy-IT-1-16.txt,7195,17075
L1 Analysis,Italy-IT-1-15.txt,2733,4585
L1 Analysis,Italy-IT-1-17.txt,3399,11283
L1 Analysis,Italy-IT-1-19.txt,1505,5076
L1 Analysis,Italy-IT-1-20.txt,3125,6707
L1 Analysis,Italy-IT-1-21.txt,4239,10508
L1 Analysis,Italy-IT-1-22.txt,4639,9925
L1 Analysis,Italy-IT-1-23.txt,7001,17360
L1 Analysis,Italy-IT-1-24.txt,9327,14860
L1 Analysis,Italy-IT-1-26.txt,5650,15357
L1 Analysis,Italy-IT-1-25.txt,1592,3310
L1 Analysis,Italy-IT-1-27.txt,6532,17606
L1 Analysis,Italy-IT-1-28.txt,1540,4985
L1 Analysis,Italy-IT-1-29.txt,1662,6770
L1 Analysis,Italy-IT-1-30.txt,3003,17167
L1 Analysis,Italy-IT-1-31.txt,4168,8827
L1 Analysis,Italy-IT-1-6.txt,2070,17906
L1 Analysis,Italy-IT-1-32.txt,1747,5867
L1 Analysis,Italy-IT-1-33.txt,3386,16759
L1 Analysis,Italy-IT-1-34.txt,1935,4787
L1 Analysis,Italy-IT-1-35.txt,6700,15353
L2 Outcome,Italy-IT-1-36.txt,16178,16263
L1 Analysis,Italy-IT-1-36.txt,5477,16263
L1 Analysis,Italy-IT-1-37.txt,5803,14279
L1 Analysis,Italy-IT-1-38.txt,8631,23285
L0 Out of Scope,Italy-IT-1-39.txt,6256,6275
L0 Out of Scope,Italy-IT-1-39.txt,0,684
L1 Background,Italy-IT-1-39.txt,688,1829
L0 Heading,Italy-IT-1-39.txt,1829,1851
L0 Heading,Italy-IT-1-39.txt,1886,1888
L0 Heading,Italy-IT-1-39.txt,4347,4349
L0 Heading,Italy-IT-1-39.txt,4632,4634
L0 Heading,Italy-IT-1-39.txt,6086,6089
L2 Outcome,Italy-IT-1-39.txt,6086,6255
L1 Analysis,Italy-IT-1-39.txt,1829,6255
L0 Out of Scope,Italy-IT-1-40.txt,0,534
L0 Heading,Italy-IT-1-40.txt,538,555
L0 Heading,Italy-IT-1-40.txt,559,561
L0 Heading,Italy-IT-1-40.txt,1057,1059
L0 Heading,Italy-IT-1-40.txt,2070,2092
L0 Heading,Italy-IT-1-40.txt,2096,2098
L0 Heading,Italy-IT-1-40.txt,4466,4468
L0 Heading,Italy-IT-1-40.txt,6122,6124
L0 Heading,Italy-IT-1-40.txt,8553,8555
L0 Heading,Italy-IT-1-40.txt,11097,11099
L0 Heading,Italy-IT-1-40.txt,17614,17616
L0 Heading,Italy-IT-1-40.txt,17784,17790
L2 Outcome,Italy-IT-1-40.txt,17784,17905
L1 Analysis,Italy-IT-1-40.txt,2070,17905
L1 Background,Italy-IT-1-40.txt,538,2066
L0 Out of Scope,Italy-IT-1-42.txt,6385,6410
L0 Out of Scope,Italy-IT-1-42.txt,0,427
L0 Heading,Italy-IT-1-42.txt,431,448
L0 Heading,Italy-IT-1-42.txt,448,456
L0 Heading,Italy-IT-1-42.txt,1577,1581
L0 Heading,Italy-IT-1-42.txt,2989,3011
L0 Heading,Italy-IT-1-42.txt,3015,3017
L0 Heading,Italy-IT-1-42.txt,3042,3046
L0 Heading,Italy-IT-1-42.txt,4514,4519
L0 Heading,Italy-IT-1-42.txt,6079,6085
L2 Outcome,Italy-IT-1-42.txt,6079,6384
L1 Analysis,Italy-IT-1-42.txt,2989,6384
L1 Background,Italy-IT-1-42.txt,431,2985
L0 Out of Scope,Italy-IT-1-41.txt,0,391
L0 Heading,Italy-IT-1-41.txt,392,409
L0 Heading,Italy-IT-1-41.txt,923,925
L0 Heading,Italy-IT-1-41.txt,1774,1776
L0 Heading,Italy-IT-1-41.txt,2082,2104
L0 Heading,Italy-IT-1-41.txt,2139,2141
L0 Heading,Italy-IT-1-41.txt,4769,4772
L0 Heading,Italy-IT-1-41.txt,6341,6343
L0 Heading,Italy-IT-1-41.txt,9804,9807
L2 Outcome,Italy-IT-1-41.txt,9804,9903
L1 Analysis,Italy-IT-1-41.txt,2082,9903
L1 Background,Italy-IT-1-41.txt,392,2078
L0 Out of Scope,Italy-IT-1-43.txt,0,613
L0 Out of Scope,Italy-IT-1-43.txt,5402,5441
L0 Heading,Italy-IT-1-43.txt,5233,5240
L0 Heading,Italy-IT-1-43.txt,1895,1897
L0 Heading,Italy-IT-1-43.txt,1861,1863
L0 Heading,Italy-IT-1-43.txt,1429,1431
L0 Heading,Italy-IT-1-43.txt,635,637
L0 Heading,Italy-IT-1-43.txt,614,631
L0 Heading,Italy-IT-1-43.txt,1835,1857
L1 Background,Italy-IT-1-43.txt,614,1834
L2 Outcome,Italy-IT-1-43.txt,5233,5401
L1 Analysis,Italy-IT-1-43.txt,1835,5402
L0 Out of Scope,Italy-IT-1-44.txt,0,291
L0 Out of Scope,Italy-IT-1-44.txt,13293,13334
L0 Heading,Italy-IT-1-44.txt,13038,13044
L0 Heading,Italy-IT-1-44.txt,7282,7304
L0 Heading,Italy-IT-1-44.txt,5273,5276
L0 Heading,Italy-IT-1-44.txt,5124,5127
L0 Heading,Italy-IT-1-44.txt,312,314
L0 Heading,Italy-IT-1-44.txt,291,308
L2 Outcome,Italy-IT-1-44.txt,13038,13293
L1 Analysis,Italy-IT-1-44.txt,7282,13293
L1 Background,Italy-IT-1-44.txt,291,7278
L0 Out of Scope,Italy-IT-1-46.txt,0,719
L0 Out of Scope,Italy-IT-1-46.txt,15823,16013
L0 Heading,Italy-IT-1-46.txt,15608,15614
L0 Heading,Italy-IT-1-46.txt,15315,15318
L0 Heading,Italy-IT-1-46.txt,14804,14807
L0 Heading,Italy-IT-1-46.txt,13784,13787
L0 Heading,Italy-IT-1-46.txt,13232,13235
L0 Heading,Italy-IT-1-46.txt,12207,12210
L0 Heading,Italy-IT-1-46.txt,11237,11239
L0 Heading,Italy-IT-1-46.txt,8978,8980
L0 Heading,Italy-IT-1-46.txt,8517,8519
L0 Heading,Italy-IT-1-46.txt,8141,8143
L0 Heading,Italy-IT-1-46.txt,7305,7307
L0 Heading,Italy-IT-1-46.txt,6095,6097
L0 Heading,Italy-IT-1-46.txt,5446,5448
L0 Heading,Italy-IT-1-46.txt,4603,4605
L0 Heading,Italy-IT-1-46.txt,4480,4482
L0 Heading,Italy-IT-1-46.txt,4409,4431
L0 Heading,Italy-IT-1-46.txt,4170,4172
L0 Heading,Italy-IT-1-46.txt,3587,3589
L0 Heading,Italy-IT-1-46.txt,3349,3351
L0 Heading,Italy-IT-1-46.txt,2833,2835
L0 Heading,Italy-IT-1-46.txt,1313,1315
L0 Heading,Italy-IT-1-46.txt,748,751
L0 Heading,Italy-IT-1-46.txt,723,740
L2 Outcome,Italy-IT-1-46.txt,15608,15821
L1 Analysis,Italy-IT-1-46.txt,4409,15821
L1 Background,Italy-IT-1-46.txt,723,4405
L0 Out of Scope,Italy-IT-1-45.txt,0,378
L0 Out of Scope,Italy-IT-1-45.txt,7841,7870
L0 Heading,Italy-IT-1-45.txt,382,408
L0 Heading,Italy-IT-1-45.txt,1494,1516
L0 Heading,Italy-IT-1-45.txt,412,415
L0 Heading,Italy-IT-1-45.txt,820,823
L0 Heading,Italy-IT-1-45.txt,1520,1522
L0 Heading,Italy-IT-1-45.txt,1587,1589
L0 Heading,Italy-IT-1-45.txt,4293,4295
L0 Heading,Italy-IT-1-45.txt,6789,6791
L2 Outcome,Italy-IT-1-45.txt,7664,7840
L1 Analysis,Italy-IT-1-45.txt,1494,7841
L1 Background,Italy-IT-1-45.txt,382,1490
L0 Out of Scope,Italy-IT-1-47.txt,0,264
L0 Out of Scope,Italy-IT-1-47.txt,8816,8836
L0 Heading,Italy-IT-1-47.txt,8631,8640
L0 Heading,Italy-IT-1-47.txt,8256,8258
L0 Heading,Italy-IT-1-47.txt,7894,7896
L0 Heading,Italy-IT-1-47.txt,7232,7234
L0 Heading,Italy-IT-1-47.txt,4149,4151
L0 Heading,Italy-IT-1-47.txt,4115,4117
L0 Heading,Italy-IT-1-47.txt,4089,4111
L0 Heading,Italy-IT-1-47.txt,2704,2706
L0 Heading,Italy-IT-1-47.txt,285,287
L0 Heading,Italy-IT-1-47.txt,264,281
L2 Outcome,Italy-IT-1-47.txt,8631,8815
L1 Analysis,Italy-IT-1-47.txt,4089,8815
L1 Background,Italy-IT-1-47.txt,264,4085
L0 Out of Scope,Italy-IT-1-49.txt,5290,5316
L0 Out of Scope,Italy-IT-1-49.txt,0,584
L0 Heading,Italy-IT-1-49.txt,588,605
L0 Heading,Italy-IT-1-49.txt,609,611
L0 Heading,Italy-IT-1-49.txt,1541,1543
L0 Heading,Italy-IT-1-49.txt,2715,2737
L0 Heading,Italy-IT-1-49.txt,2741,2743
L0 Heading,Italy-IT-1-49.txt,4064,4066
L0 Heading,Italy-IT-1-49.txt,4849,4851
L0 Heading,Italy-IT-1-49.txt,5117,5123
L2 Outcome,Italy-IT-1-49.txt,5117,5288
L1 Analysis,Italy-IT-1-49.txt,2715,5289
L1 Background,Italy-IT-1-49.txt,588,2711
L0 Out of Scope,Italy-IT-1-48.txt,0,544
L0 Out of Scope,Italy-IT-1-48.txt,6104,6123
L0 Heading,Italy-IT-1-48.txt,5822,5824
L0 Heading,Italy-IT-1-48.txt,5261,5263
L0 Heading,Italy-IT-1-48.txt,3414,3416
L0 Heading,Italy-IT-1-48.txt,2380,2382
L0 Heading,Italy-IT-1-48.txt,2354,2376
L0 Heading,Italy-IT-1-48.txt,1078,1080
L0 Heading,Italy-IT-1-48.txt,544,571
L2 Outcome,Italy-IT-1-48.txt,5996,6103
L1 Analysis,Italy-IT-1-48.txt,2354,6103
L1 Background,Italy-IT-1-48.txt,548,2350
L0 Out of Scope,Italy-IT-1-50.txt,0,495
L0 Out of Scope,Italy-IT-1-50.txt,4566,4631
L2 Outcome,Italy-IT-1-50.txt,4485,4565
L1 Analysis,Italy-IT-1-50.txt,1709,4566
L1 Background,Italy-IT-1-50.txt,497,1708
L0 Out of Scope,Italy-IT-1-51.txt,0,613
L0 Out of Scope,Italy-IT-1-51.txt,6621,6645
L0 Heading,Italy-IT-1-51.txt,6383,6385
L0 Heading,Italy-IT-1-51.txt,5890,5892
L0 Heading,Italy-IT-1-51.txt,2492,2494
L0 Heading,Italy-IT-1-51.txt,2413,2435
L0 Heading,Italy-IT-1-51.txt,1478,1480
L0 Heading,Italy-IT-1-51.txt,634,636
L0 Heading,Italy-IT-1-51.txt,613,630
L2 Outcome,Italy-IT-1-51.txt,6480,6620
L1 Analysis,Italy-IT-1-51.txt,2413,6620
L1 Background,Italy-IT-1-51.txt,613,2409
L0 Out of Scope,Italy-IT-1-52.txt,0,710
L0 Heading,Italy-IT-1-52.txt,24573,24580
