Type,Document,Start,End
L1 Analysis,Germany-DE-1-28.txt,4,240
L1 Analysis,Germany-DE-1-28.txt,3977,23866
L2 Outcome,Germany-DE-1-28.txt,4,240
L1 Background,Germany-DE-1-28.txt,242,3975
L1 Analysis,Germany-DE-1-29.txt,4,278
L1 Analysis,Germany-DE-1-29.txt,5437,8958
L2 Outcome,Germany-DE-1-29.txt,4,278
L1 Background,Germany-DE-1-29.txt,280,5435
L1 Analysis,Germany-DE-1-34.txt,4,1004
L1 Analysis,Germany-DE-1-34.txt,7718,42640
L2 Outcome,Germany-DE-1-34.txt,4,1004
L1 Background,Germany-DE-1-34.txt,1006,7716
L1 Analysis,Germany-DE-1-30.txt,4,714
L1 Analysis,Germany-DE-1-30.txt,13421,40329
L2 Outcome,Germany-DE-1-30.txt,4,714
L1 Background,Germany-DE-1-30.txt,716,13419
L1 Analysis,Germany-DE-1-31.txt,4,288
L1 Analysis,Germany-DE-1-31.txt,12359,38406
L2 Outcome,Germany-DE-1-31.txt,4,288
L1 Background,Germany-DE-1-31.txt,290,12357
L2 Outcome,Germany-DE-1-37.txt,4,547
L1 Analysis,Germany-DE-1-37.txt,4,548
L1 Analysis,Germany-DE-1-37.txt,5431,45588
L1 Background,Germany-DE-1-37.txt,549,5429
L1 Analysis,Germany-DE-1-32.txt,4,201
L1 Analysis,Germany-DE-1-32.txt,8195,28679
L2 Outcome,Germany-DE-1-32.txt,4,201
L1 Background,Germany-DE-1-32.txt,203,8193
L1 Analysis,Germany-DE-1-33.txt,4,210
L1 Analysis,Germany-DE-1-33.txt,1731,4046
L2 Outcome,Germany-DE-1-33.txt,4,210
L1 Background,Germany-DE-1-33.txt,212,1729
L1 Analysis,Germany-DE-1-35.txt,4,271
L1 Analysis,Germany-DE-1-35.txt,9810,31030
L2 Outcome,Germany-DE-1-35.txt,4,271
L1 Background,Germany-DE-1-35.txt,273,9808
L1 Analysis,Germany-DE-1-36.txt,4,213
L1 Analysis,Germany-DE-1-36.txt,7001,65130
L2 Outcome,Germany-DE-1-36.txt,4,213
L1 Background,Germany-DE-1-36.txt,215,6999
L1 Analysis,Germany-DE-1-38.txt,4,183
L1 Analysis,Germany-DE-1-38.txt,14459,42391
L2 Outcome,Germany-DE-1-38.txt,4,183
L1 Background,Germany-DE-1-38.txt,185,14457
L1 Analysis,Germany-DE-1-42.txt,4,332
L1 Analysis,Germany-DE-1-42.txt,6450,44637
L2 Outcome,Germany-DE-1-42.txt,4,332
L1 Background,Germany-DE-1-42.txt,334,6448
L1 Analysis,Germany-DE-1-39.txt,4,185
L1 Analysis,Germany-DE-1-39.txt,7788,34289
L2 Outcome,Germany-DE-1-39.txt,4,185
L1 Background,Germany-DE-1-39.txt,187,7786
L1 Analysis,Germany-DE-1-40.txt,4,414
L1 Analysis,Germany-DE-1-40.txt,3559,18779
L2 Outcome,Germany-DE-1-40.txt,4,414
L1 Background,Germany-DE-1-40.txt,416,3557
L1 Analysis,Germany-DE-1-41.txt,4,359
L1 Analysis,Germany-DE-1-41.txt,1424,12928
L2 Outcome,Germany-DE-1-41.txt,4,359
L1 Background,Germany-DE-1-41.txt,361,1422
L1 Analysis,Germany-DE-1-46.txt,4,163
L1 Analysis,Germany-DE-1-46.txt,968,23312
L2 Outcome,Germany-DE-1-46.txt,4,163
L1 Background,Germany-DE-1-46.txt,165,966
L1 Analysis,Germany-DE-1-43.txt,4,365
L1 Analysis,Germany-DE-1-43.txt,3493,26445
L2 Outcome,Germany-DE-1-43.txt,4,365
L1 Background,Germany-DE-1-43.txt,367,3491
L1 Analysis,Germany-DE-1-44.txt,4,393
L1 Analysis,Germany-DE-1-44.txt,2556,16476
L2 Outcome,Germany-DE-1-44.txt,4,393
L1 Background,Germany-DE-1-44.txt,395,2554
L1 Analysis,Germany-DE-1-45.txt,3,400
L1 Analysis,Germany-DE-1-45.txt,1550,13604
L2 Outcome,Germany-DE-1-45.txt,3,400
L1 Background,Germany-DE-1-45.txt,402,1548
L1 Analysis,Germany-DE-1-49.txt,4,247
L1 Analysis,Germany-DE-1-49.txt,1601,5904
L2 Outcome,Germany-DE-1-49.txt,4,247
L1 Background,Germany-DE-1-49.txt,249,1599
L1 Analysis,Germany-DE-1-47.txt,4,237
L1 Analysis,Germany-DE-1-47.txt,3811,8266
L2 Outcome,Germany-DE-1-47.txt,4,237
L1 Background,Germany-DE-1-47.txt,239,3809
L1 Analysis,Germany-DE-1-48.txt,4,207
L1 Analysis,Germany-DE-1-48.txt,1216,8388
L2 Outcome,Germany-DE-1-48.txt,4,207
L1 Background,Germany-DE-1-48.txt,209,1214
L1 Analysis,Germany-DE-1-50.txt,4,215
L1 Analysis,Germany-DE-1-50.txt,7917,23461
L2 Outcome,Germany-DE-1-50.txt,4,215
L1 Background,Germany-DE-1-50.txt,217,7915
L2 Outcome,Germany-DE-1-51.txt,4,303
L1 Analysis,Germany-DE-1-51.txt,4,303
L1 Analysis,Germany-DE-1-51.txt,705,13695
L1 Background,Germany-DE-1-51.txt,305,703
L1 Analysis,Germany-DE-1-52.txt,4,1372
L1 Analysis,Germany-DE-1-52.txt,2682,9236
L2 Outcome,Germany-DE-1-52.txt,4,1372
L1 Background,Germany-DE-1-52.txt,1374,2680
L1 Analysis,Germany-DE-1-54.txt,4,884
L1 Analysis,Germany-DE-1-54.txt,1560,4502
L2 Outcome,Germany-DE-1-54.txt,4,884
L1 Background,Germany-DE-1-54.txt,886,1558
L1 Analysis,Germany-DE-1-53.txt,4,70
L1 Analysis,Germany-DE-1-53.txt,3321,9388
L2 Outcome,Germany-DE-1-53.txt,4,70
L1 Background,Germany-DE-1-53.txt,72,3319
L1 Analysis,Germany-DE-1-55.txt,4,656
L1 Analysis,Germany-DE-1-55.txt,1315,8619
L2 Outcome,Germany-DE-1-55.txt,4,656
L1 Background,Germany-DE-1-55.txt,658,1313
L1 Analysis,Germany-DE-1-56.txt,4,227
L1 Analysis,Germany-DE-1-56.txt,5168,25224
L2 Outcome,Germany-DE-1-56.txt,4,227
L1 Background,Germany-DE-1-56.txt,229,5166
L1 Analysis,Germany-DE-1-57.txt,4,216
L1 Analysis,Germany-DE-1-57.txt,3583,12873
L2 Outcome,Germany-DE-1-57.txt,4,216
L1 Background,Germany-DE-1-57.txt,218,3581
L1 Analysis,Germany-DE-1-58.txt,4,224
L1 Analysis,Germany-DE-1-58.txt,7590,16503
L2 Outcome,Germany-DE-1-58.txt,4,224
L1 Background,Germany-DE-1-58.txt,226,7588
L1 Analysis,Germany-DE-1-59.txt,4,168
L1 Analysis,Germany-DE-1-59.txt,5499,24599
L2 Outcome,Germany-DE-1-59.txt,4,168
L1 Background,Germany-DE-1-59.txt,170,5497
L1 Analysis,Germany-DE-1-60.txt,4,270
L1 Analysis,Germany-DE-1-60.txt,9037,31911
L2 Outcome,Germany-DE-1-60.txt,4,270
L1 Background,Germany-DE-1-60.txt,272,9035
L1 Analysis,Germany-DE-1-61.txt,4,235
L1 Analysis,Germany-DE-1-61.txt,2217,6843
L2 Outcome,Germany-DE-1-61.txt,4,235
L1 Background,Germany-DE-1-61.txt,237,2215
L1 Analysis,Germany-DE-1-62.txt,4,461
L1 Analysis,Germany-DE-1-62.txt,6891,29367
L2 Outcome,Germany-DE-1-62.txt,4,461
L1 Background,Germany-DE-1-62.txt,463,6889
L1 Analysis,Germany-DE-1-63.txt,4,342
L1 Analysis,Germany-DE-1-63.txt,685,8814
L2 Outcome,Germany-DE-1-63.txt,4,342
L1 Background,Germany-DE-1-63.txt,344,683
L1 Analysis,Germany-DE-1-64.txt,4,247
L1 Analysis,Germany-DE-1-64.txt,3993,28105
L2 Outcome,Germany-DE-1-64.txt,4,247
L1 Background,Germany-DE-1-64.txt,249,3991
L1 Analysis,Germany-DE-1-65.txt,4,220
L1 Analysis,Germany-DE-1-65.txt,2671,25744
L2 Outcome,Germany-DE-1-65.txt,4,220
L1 Background,Germany-DE-1-65.txt,222,2669
L1 Analysis,Germany-DE-1-66.txt,4,277
L1 Analysis,Germany-DE-1-66.txt,2531,15488
L2 Outcome,Germany-DE-1-66.txt,4,277
L1 Background,Germany-DE-1-66.txt,279,2529
L1 Analysis,Germany-DE-1-67.txt,4,261
L1 Analysis,Germany-DE-1-67.txt,4083,27774
L2 Outcome,Germany-DE-1-67.txt,4,261
L1 Background,Germany-DE-1-67.txt,263,4081
L1 Analysis,Germany-DE-1-68.txt,4,342
L1 Analysis,Germany-DE-1-68.txt,4788,14133
L2 Outcome,Germany-DE-1-68.txt,4,342
L1 Background,Germany-DE-1-68.txt,344,4786
L1 Analysis,Germany-DE-1-69.txt,4,1564
L2 Outcome,Germany-DE-1-69.txt,6,277
L1 Analysis,Germany-DE-1-70.txt,4,5171
L2 Outcome,Germany-DE-1-70.txt,6,382
L2 Outcome,Germany-DE-1-71.txt,4,73
L1 Analysis,Germany-DE-1-71.txt,4,3619
L1 Background,Germany-DE-1-72.txt,4,1996
L1 Analysis,Germany-DE-1-72.txt,1998,4555
L2 Outcome,Germany-DE-1-72.txt,2000,2100
L1 Analysis,Germany-DE-1-74.txt,4,122
L1 Analysis,Germany-DE-1-74.txt,95234,166439
L2 Outcome,Germany-DE-1-74.txt,4,122
L1 Background,Germany-DE-1-74.txt,124,95232
L2 Outcome,Germany-DE-1-73.txt,4,71
L1 Analysis,Germany-DE-1-73.txt,4,71
L1 Analysis,Germany-DE-1-73.txt,10673,20461
L1 Background,Germany-DE-1-73.txt,73,10671
L1 Analysis,Germany-DE-1-75.txt,4,71
L1 Analysis,Germany-DE-1-75.txt,1582,16812
L2 Outcome,Germany-DE-1-75.txt,4,71
L1 Background,Germany-DE-1-75.txt,73,1580
L1 Analysis,Germany-DE-1-76.txt,4,397
L1 Analysis,Germany-DE-1-76.txt,1003,15641
L2 Outcome,Germany-DE-1-76.txt,4,397
L1 Background,Germany-DE-1-76.txt,399,1001
L2 Outcome,Germany-DE-1-77.txt,4,261
L1 Analysis,Germany-DE-1-77.txt,4,1663
L1 Analysis,Germany-DE-1-78.txt,4,595
L1 Analysis,Germany-DE-1-78.txt,3671,16113
L2 Outcome,Germany-DE-1-78.txt,4,595
L1 Background,Germany-DE-1-78.txt,597,3669
L2 Outcome,Germany-DE-1-79.txt,4,960
L1 Analysis,Germany-DE-1-79.txt,4,960
L1 Analysis,Germany-DE-1-79.txt,3416,8267
L1 Background,Germany-DE-1-79.txt,962,3414
L2 Outcome,Germany-DE-1-80.txt,4,73
L1 Analysis,Germany-DE-1-80.txt,4,2338
L2 Outcome,Germany-DE-1-81.txt,4,122
L1 Analysis,Germany-DE-1-81.txt,4,1261
L1 Background,Germany-DE-1-82.txt,4,4295
L1 Analysis,Germany-DE-1-82.txt,4297,15654
L2 Outcome,Germany-DE-1-82.txt,4299,4817
L1 Background,Germany-DE-1-83.txt,4,4332
L1 Analysis,Germany-DE-1-83.txt,4334,9534
L2 Outcome,Germany-DE-1-83.txt,4336,4638
L1 Background,Germany-DE-1-84.txt,4,2661
L1 Analysis,Germany-DE-1-84.txt,2663,8210
L2 Outcome,Germany-DE-1-84.txt,2665,2924
L1 Background,Germany-DE-1-85.txt,4,3672
L1 Analysis,Germany-DE-1-85.txt,3674,27634
L2 Outcome,Germany-DE-1-85.txt,3676,4970
L1 Background,Germany-DE-1-87.txt,4,1553
L1 Analysis,Germany-DE-1-87.txt,1555,14092
L2 Outcome,Germany-DE-1-87.txt,1660,1977
L1 Background,Germany-DE-1-86.txt,4,2073
L1 Analysis,Germany-DE-1-86.txt,2075,7079
L2 Outcome,Germany-DE-1-86.txt,2077,2211
L1 Background,Germany-DE-1-88.txt,4,3390
L1 Analysis,Germany-DE-1-88.txt,3392,14818
L2 Outcome,Germany-DE-1-88.txt,3394,3583
L1 Background,Germany-DE-1-89.txt,4,3670
L1 Analysis,Germany-DE-1-89.txt,3672,24975
L2 Outcome,Germany-DE-1-89.txt,3674,5459
L1 Analysis,Germany-DE-1-90.txt,4,3742
L2 Outcome,Germany-DE-1-90.txt,6,229
L1 Background,Germany-DE-1-91.txt,4,3169
L1 Analysis,Germany-DE-1-91.txt,3171,8148
L2 Outcome,Germany-DE-1-91.txt,3173,3220
L1 Analysis,Germany-DE-1-92.txt,4,208
L1 Analysis,Germany-DE-1-92.txt,19580,27245
L2 Outcome,Germany-DE-1-92.txt,4,208
L1 Background,Germany-DE-1-92.txt,210,19578
L1 Analysis,Germany-DE-1-95.txt,4,287
L1 Analysis,Germany-DE-1-95.txt,5616,9059
L2 Outcome,Germany-DE-1-95.txt,4,287
L1 Background,Germany-DE-1-95.txt,289,5614
L2 Outcome,Germany-DE-1-93.txt,4,195
L1 Analysis,Germany-DE-1-93.txt,4,2807
L1 Analysis,Germany-DE-1-94.txt,4,149
L1 Analysis,Germany-DE-1-94.txt,594,5946
L2 Outcome,Germany-DE-1-94.txt,6,149
L1 Background,Germany-DE-1-94.txt,151,592
L1 Analysis,Germany-DE-1-96.txt,3,894
L1 Analysis,Germany-DE-1-96.txt,2540,7884
L2 Outcome,Germany-DE-1-96.txt,5,894
L1 Background,Germany-DE-1-96.txt,896,2538
L1 Background,Germany-DE-1-97.txt,4,2705
L1 Analysis,Germany-DE-1-97.txt,2707,13411
L2 Outcome,Germany-DE-1-97.txt,2709,3178
L1 Analysis,Germany-DE-1-98.txt,4,115
L1 Analysis,Germany-DE-1-98.txt,4170,38827
L2 Outcome,Germany-DE-1-98.txt,6,115
L1 Background,Germany-DE-1-98.txt,117,4168
L1 Background,Germany-DE-1-99.txt,4,2163
L1 Analysis,Germany-DE-1-99.txt,2165,22236
L2 Outcome,Germany-DE-1-99.txt,2167,2335
L1 Analysis,Germany-DE-1-100.txt,4,1108
L1 Analysis,Germany-DE-1-100.txt,2847,5734
L2 Outcome,Germany-DE-1-100.txt,6,184
L1 Background,Germany-DE-1-100.txt,1110,2845
L1 Background,Germany-DE-1-101.txt,4,1260
L2 Outcome,Germany-DE-1-101.txt,1262,1414
L1 Analysis,Germany-DE-1-101.txt,1262,14207
L1 Background,Germany-DE-1-102.txt,4,5187
L1 Analysis,Germany-DE-1-102.txt,5189,19498
L2 Outcome,Germany-DE-1-102.txt,5191,6040
L1 Background,Germany-DE-1-103.txt,4,3047
L1 Analysis,Germany-DE-1-103.txt,3049,24391
L2 Outcome,Germany-DE-1-103.txt,3051,3317
L1 Analysis,Germany-DE-1-104.txt,3,2288
L2 Outcome,Germany-DE-1-104.txt,1083,1721
