Type,Document,Start,End
L1 Background,Germany-DE-1-20.txt,670,6113
L1 Analysis,Germany-DE-1-20.txt,6115,18421
L0 Out of Scope,Germany-DE-1-21.txt,2,500
L0 Heading,Germany-DE-1-21.txt,502,507
L0 Heading,Germany-DE-1-21.txt,1261,1267
L2 Outcome,Germany-DE-1-21.txt,502,1259
L0 Heading,Germany-DE-1-21.txt,2074,2076
L0 Heading,Germany-DE-1-21.txt,5273,5276
L0 Heading,Germany-DE-1-21.txt,12883,12887
L0 Heading,Germany-DE-1-21.txt,21290,21293
L0 Heading,Germany-DE-1-21.txt,21462,21464
L0 Out of Scope,Germany-DE-1-21.txt,21847,21965
L1 Analysis,Germany-DE-1-21.txt,5273,21845
L0 Out of Scope,Germany-DE-1-25.txt,2,567
L0 Heading,Germany-DE-1-25.txt,569,574
L1 Analysis,Germany-DE-1-25.txt,569,982
L2 Outcome,Germany-DE-1-25.txt,569,982
L0 Heading,Germany-DE-1-25.txt,984,990
L0 Heading,Germany-DE-1-25.txt,992,994
L1 Background,Germany-DE-1-25.txt,984,13953
L0 Heading,Germany-DE-1-25.txt,13955,13958
L1 Analysis,Germany-DE-1-25.txt,13955,39355
L0 Out of Scope,Germany-DE-1-27.txt,2,445
L0 Heading,Germany-DE-1-27.txt,447,452
L1 Analysis,Germany-DE-1-27.txt,447,1039
L2 Outcome,Germany-DE-1-27.txt,447,1039
L0 Heading,Germany-DE-1-27.txt,1041,1047
L0 Heading,Germany-DE-1-27.txt,1049,1051
L0 Heading,Germany-DE-1-27.txt,10130,10133
L0 Heading,Germany-DE-1-27.txt,23050,23054
L1 Analysis,Germany-DE-1-27.txt,10130,24732
L0 Out of Scope,Germany-DE-1-23.txt,2,535
L0 Heading,Germany-DE-1-23.txt,537,542
L0 Heading,Germany-DE-1-23.txt,1093,1099
L0 Heading,Germany-DE-1-23.txt,1101,1103
L1 Analysis,Germany-DE-1-23.txt,537,1091
L2 Outcome,Germany-DE-1-23.txt,537,1091
L1 Background,Germany-DE-1-23.txt,1093,4974
L0 Heading,Germany-DE-1-23.txt,4976,4979
L1 Analysis,Germany-DE-1-23.txt,4976,9361
L0 Out of Scope,Germany-DE-1-24.txt,2,173
L0 Heading,Germany-DE-1-24.txt,175,180
L0 Heading,Germany-DE-1-24.txt,457,467
L1 Analysis,Germany-DE-1-24.txt,175,455
L2 Outcome,Germany-DE-1-24.txt,175,455
L1 Background,Germany-DE-1-24.txt,457,5550
L0 Heading,Germany-DE-1-24.txt,5552,5571
L1 Analysis,Germany-DE-1-24.txt,5552,26573
L0 Out of Scope,Germany-DE-1-24.txt,26575,26612
L0 Out of Scope,Germany-DE-1-26.txt,2,64
L0 Heading,Germany-DE-1-26.txt,66,71
L1 Analysis,Germany-DE-1-26.txt,66,267
L2 Outcome,Germany-DE-1-26.txt,66,267
L0 Heading,Germany-DE-1-26.txt,269,279
L1 Background,Germany-DE-1-26.txt,269,7781
L0 Heading,Germany-DE-1-26.txt,7783,7802
L1 Analysis,Germany-DE-1-26.txt,7783,16734
L0 Out of Scope,Germany-DE-1-26.txt,16736,16786
L0 Out of Scope,Germany-DE-1-28.txt,2,223
L0 Heading,Germany-DE-1-28.txt,225,230
L0 Heading,Germany-DE-1-28.txt,468,478
L1 Analysis,Germany-DE-1-28.txt,225,466
L2 Outcome,Germany-DE-1-28.txt,225,466
L1 Background,Germany-DE-1-28.txt,468,4211
L0 Heading,Germany-DE-1-28.txt,4213,4232
L1 Analysis,Germany-DE-1-28.txt,4213,24121
L0 Out of Scope,Germany-DE-1-28.txt,24123,24167
L0 Out of Scope,Germany-DE-1-29.txt,2,313
L0 Heading,Germany-DE-1-29.txt,315,320
L1 Analysis,Germany-DE-1-29.txt,315,594
L2 Outcome,Germany-DE-1-29.txt,315,594
L0 Heading,Germany-DE-1-29.txt,596,602
L1 Background,Germany-DE-1-29.txt,596,5757
L1 Analysis,Germany-DE-1-29.txt,5759,9280
L0 Out of Scope,Germany-DE-1-29.txt,9282,9307
L0 Out of Scope,Germany-DE-1-34.txt,2,416
L0 Heading,Germany-DE-1-34.txt,418,423
L0 Heading,Germany-DE-1-34.txt,1425,1431
L1 Analysis,Germany-DE-1-34.txt,418,1423
L2 Outcome,Germany-DE-1-34.txt,418,1423
L1 Background,Germany-DE-1-34.txt,1425,8141
L1 Analysis,Germany-DE-1-34.txt,8143,43065
L0 Out of Scope,Germany-DE-1-34.txt,43067,43107
L0 Out of Scope,Germany-DE-1-30.txt,2,344
L0 Heading,Germany-DE-1-30.txt,346,351
L1 Analysis,Germany-DE-1-30.txt,346,1061
L2 Outcome,Germany-DE-1-30.txt,346,1061
L0 Heading,Germany-DE-1-30.txt,1063,1073
L1 Background,Germany-DE-1-30.txt,1063,13776
L0 Heading,Germany-DE-1-30.txt,13778,13797
L1 Analysis,Germany-DE-1-30.txt,13778,40705
L0 Out of Scope,Germany-DE-1-30.txt,40707,40770
L0 Out of Scope,Germany-DE-1-31.txt,2,63
L0 Heading,Germany-DE-1-31.txt,65,70
L1 Analysis,Germany-DE-1-31.txt,65,354
L2 Outcome,Germany-DE-1-31.txt,65,354
L0 Heading,Germany-DE-1-31.txt,356,366
L1 Background,Germany-DE-1-31.txt,356,12433
L0 Heading,Germany-DE-1-31.txt,12435,12454
L0 Out of Scope,Germany-DE-1-31.txt,38503,38546
L0 Out of Scope,Germany-DE-1-37.txt,2,62
L0 Heading,Germany-DE-1-37.txt,64,69
L1 Analysis,Germany-DE-1-37.txt,64,613
L2 Outcome,Germany-DE-1-37.txt,64,612
L0 Heading,Germany-DE-1-37.txt,614,624
L1 Background,Germany-DE-1-37.txt,614,5504
L0 Heading,Germany-DE-1-37.txt,5506,5525
L1 Analysis,Germany-DE-1-37.txt,5506,45682
L0 Out of Scope,Germany-DE-1-37.txt,45684,45728
L0 Out of Scope,Germany-DE-1-32.txt,2,261
L0 Heading,Germany-DE-1-32.txt,263,268
L1 Analysis,Germany-DE-1-32.txt,263,465
L2 Outcome,Germany-DE-1-32.txt,263,465
L0 Heading,Germany-DE-1-32.txt,467,477
L1 Background,Germany-DE-1-32.txt,467,8467
L0 Heading,Germany-DE-1-32.txt,8469,8488
L1 Analysis,Germany-DE-1-32.txt,8469,28972
L0 Out of Scope,Germany-DE-1-32.txt,28974,29022
L0 Out of Scope,Germany-DE-1-33.txt,2,191
L0 Heading,Germany-DE-1-33.txt,193,198
L1 Analysis,Germany-DE-1-33.txt,193,404
L2 Outcome,Germany-DE-1-33.txt,193,404
L0 Heading,Germany-DE-1-33.txt,406,416
L1 Background,Germany-DE-1-33.txt,406,1933
L0 Heading,Germany-DE-1-33.txt,1935,1954
L1 Analysis,Germany-DE-1-33.txt,1935,4269
L0 Out of Scope,Germany-DE-1-33.txt,4271,4321
L0 Out of Scope,Germany-DE-1-35.txt,2,102
L0 Heading,Germany-DE-1-35.txt,104,109
L1 Analysis,Germany-DE-1-35.txt,104,376
L2 Outcome,Germany-DE-1-35.txt,104,376
L0 Heading,Germany-DE-1-35.txt,378,388
L1 Background,Germany-DE-1-35.txt,378,9923
L0 Heading,Germany-DE-1-35.txt,9925,9944
L1 Analysis,Germany-DE-1-35.txt,9925,31164
L0 Out of Scope,Germany-DE-1-35.txt,31166,31210
L0 Out of Scope,Germany-DE-1-36.txt,2,1030
L0 Heading,Germany-DE-1-36.txt,1032,1037
L1 Analysis,Germany-DE-1-36.txt,1032,1246
L2 Outcome,Germany-DE-1-36.txt,1032,1246
L0 Heading,Germany-DE-1-36.txt,1248,1258
L1 Background,Germany-DE-1-36.txt,1248,8042
L0 Heading,Germany-DE-1-36.txt,8044,8063
L1 Analysis,Germany-DE-1-36.txt,8044,66192
L0 Out of Scope,Germany-DE-1-36.txt,66194,66248
L0 Out of Scope,Germany-DE-1-38.txt,2,728
L0 Heading,Germany-DE-1-38.txt,730,735
L0 Heading,Germany-DE-1-38.txt,916,922
L1 Analysis,Germany-DE-1-38.txt,730,914
L2 Outcome,Germany-DE-1-38.txt,730,914
L1 Background,Germany-DE-1-38.txt,916,15194
L1 Analysis,Germany-DE-1-38.txt,15196,43128
L0 Out of Scope,Germany-DE-1-38.txt,43130,43170
L0 Out of Scope,Germany-DE-1-42.txt,2,1078
L0 Heading,Germany-DE-1-42.txt,1080,1085
L1 Analysis,Germany-DE-1-42.txt,1080,1413
L2 Outcome,Germany-DE-1-42.txt,1080,1413
L0 Heading,Germany-DE-1-42.txt,1415,1425
L0 Heading,Germany-DE-1-42.txt,4762,4781
L0 Out of Scope,Germany-DE-1-42.txt,45816,45856
L0 Out of Scope,Germany-DE-1-39.txt,2,1439
L0 Heading,Germany-DE-1-39.txt,1441,1446
L0 Heading,Germany-DE-1-39.txt,1629,1639
L1 Analysis,Germany-DE-1-39.txt,1441,1627
L2 Outcome,Germany-DE-1-39.txt,1441,1627
L0 Heading,Germany-DE-1-39.txt,7784,7803
L0 Out of Scope,Germany-DE-1-39.txt,35762,35808
L0 Out of Scope,Germany-DE-1-40.txt,2,1155
L0 Heading,Germany-DE-1-40.txt,1157,1162
L0 Heading,Germany-DE-1-40.txt,1574,1584
L1 Analysis,Germany-DE-1-40.txt,1157,1572
L2 Outcome,Germany-DE-1-40.txt,1157,1572
L1 Background,Germany-DE-1-40.txt,1574,4725
L0 Heading,Germany-DE-1-40.txt,4727,4746
L1 Analysis,Germany-DE-1-40.txt,4727,19975
L0 Out of Scope,Germany-DE-1-40.txt,19977,20026
L0 Out of Scope,Germany-DE-1-41.txt,2,771
L0 Heading,Germany-DE-1-41.txt,773,778
L1 Analysis,Germany-DE-1-41.txt,773,1133
L2 Outcome,Germany-DE-1-41.txt,773,1133
L0 Heading,Germany-DE-1-41.txt,1135,1141
L0 Heading,Germany-DE-1-41.txt,1143,1145
L1 Background,Germany-DE-1-41.txt,1135,2204
L0 Heading,Germany-DE-1-41.txt,2206,2209
L1 Analysis,Germany-DE-1-41.txt,2206,13713
L0 Out of Scope,Germany-DE-1-41.txt,13715,13759
L0 Out of Scope,Germany-DE-1-46.txt,2,417
L0 Heading,Germany-DE-1-46.txt,419,424
L1 Analysis,Germany-DE-1-46.txt,419,583
L2 Outcome,Germany-DE-1-46.txt,419,583
L0 Heading,Germany-DE-1-46.txt,585,591
L0 Out of Scope,Germany-DE-1-46.txt,23740,23783
L0 Out of Scope,Germany-DE-1-43.txt,2,738
L0 Heading,Germany-DE-1-43.txt,740,745
L1 Analysis,Germany-DE-1-43.txt,740,1106
L2 Outcome,Germany-DE-1-43.txt,740,1106
L0 Heading,Germany-DE-1-43.txt,1108,1118
L1 Background,Germany-DE-1-43.txt,1108,4242
L0 Heading,Germany-DE-1-43.txt,4244,4264
L0 Heading,Germany-DE-1-43.txt,4294,4296
L0 Heading,Germany-DE-1-43.txt,12487,12490
L0 Heading,Germany-DE-1-43.txt,26632,26636
L0 Out of Scope,Germany-DE-1-43.txt,27227,27281
L1 Analysis,Germany-DE-1-43.txt,4244,27225
L0 Out of Scope,Germany-DE-1-44.txt,2,2643
L0 Heading,Germany-DE-1-44.txt,2645,2650
L1 Analysis,Germany-DE-1-44.txt,2645,3039
L2 Outcome,Germany-DE-1-44.txt,2645,3039
L0 Heading,Germany-DE-1-44.txt,3041,3047
L0 Heading,Germany-DE-1-44.txt,3049,3051
L1 Background,Germany-DE-1-44.txt,3041,5208
L0 Heading,Germany-DE-1-44.txt,5210,5212
L1 Analysis,Germany-DE-1-44.txt,5210,19137
L0 Out of Scope,Germany-DE-1-44.txt,19139,19181
L0 Out of Scope,Germany-DE-1-45.txt,2,634
L0 Heading,Germany-DE-1-45.txt,635,640
L0 Heading,Germany-DE-1-45.txt,1039,1045
L0 Heading,Germany-DE-1-45.txt,1047,1049
L0 Heading,Germany-DE-1-45.txt,2195,2198
L0 Heading,Germany-DE-1-45.txt,13390,13394
L0 Out of Scope,Germany-DE-1-45.txt,14258,14289
L1 Analysis,Germany-DE-1-45.txt,635,1037
L2 Outcome,Germany-DE-1-45.txt,635,1037
L1 Background,Germany-DE-1-45.txt,1039,2193
L1 Analysis,Germany-DE-1-45.txt,2195,14256
L0 Out of Scope,Germany-DE-1-49.txt,2,342
L0 Heading,Germany-DE-1-49.txt,344,349
L0 Heading,Germany-DE-1-49.txt,594,600
L0 Heading,Germany-DE-1-49.txt,602,604
L0 Heading,Germany-DE-1-49.txt,1954,1957
L0 Out of Scope,Germany-DE-1-49.txt,6262,6299
L1 Analysis,Germany-DE-1-49.txt,344,592
L2 Outcome,Germany-DE-1-49.txt,344,592
L1 Background,Germany-DE-1-49.txt,594,1952
L1 Analysis,Germany-DE-1-49.txt,1954,6260
L0 Out of Scope,Germany-DE-1-47.txt,2,228
L0 Heading,Germany-DE-1-47.txt,230,235
L0 Heading,Germany-DE-1-47.txt,470,476
L0 Heading,Germany-DE-1-47.txt,478,480
L1 Analysis,Germany-DE-1-47.txt,230,468
L2 Outcome,Germany-DE-1-47.txt,230,468
L0 Heading,Germany-DE-1-47.txt,4050,4053
L0 Out of Scope,Germany-DE-1-47.txt,8510,8552
L1 Background,Germany-DE-1-47.txt,470,4048
L1 Analysis,Germany-DE-1-47.txt,4050,8508
L0 Out of Scope,Germany-DE-1-48.txt,2,173
L0 Heading,Germany-DE-1-48.txt,175,180
L0 Heading,Germany-DE-1-48.txt,385,391
L1 Analysis,Germany-DE-1-48.txt,175,383
L2 Outcome,Germany-DE-1-48.txt,175,383
L0 Out of Scope,Germany-DE-1-48.txt,8572,8608
L0 Out of Scope,Germany-DE-1-50.txt,2,246
L0 Heading,Germany-DE-1-50.txt,248,253
L1 Analysis,Germany-DE-1-50.txt,248,464
L2 Outcome,Germany-DE-1-50.txt,248,464
L0 Heading,Germany-DE-1-50.txt,466,472
L0 Heading,Germany-DE-1-50.txt,1407,1409
L0 Heading,Germany-DE-1-50.txt,8174,8177
L0 Heading,Germany-DE-1-50.txt,23667,23670
L0 Heading,Germany-DE-1-50.txt,8839,8843
L0 Out of Scope,Germany-DE-1-50.txt,23730,23763
L0 Out of Scope,Germany-DE-1-51.txt,2,245
L0 Heading,Germany-DE-1-51.txt,247,252
L0 Heading,Germany-DE-1-51.txt,553,559
L2 Outcome,Germany-DE-1-51.txt,247,551
L0 Out of Scope,Germany-DE-1-51.txt,13956,13988
L0 Out of Scope,Germany-DE-1-52.txt,2,238
L0 Heading,Germany-DE-1-51.txt,959,961
L0 Heading,Germany-DE-1-51.txt,12432,12435
L0 Heading,Germany-DE-1-52.txt,240,245
L0 Heading,Germany-DE-1-52.txt,1615,1621
L0 Out of Scope,Germany-DE-1-52.txt,9485,9530
L1 Analysis,Germany-DE-1-52.txt,240,1613
L2 Outcome,Germany-DE-1-52.txt,240,1613
L0 Out of Scope,Germany-DE-1-54.txt,2,253
L0 Heading,Germany-DE-1-54.txt,255,260
L0 Heading,Germany-DE-1-54.txt,1142,1148
L0 Out of Scope,Germany-DE-1-54.txt,4766,4815
L1 Analysis,Germany-DE-1-54.txt,255,1140
L2 Outcome,Germany-DE-1-54.txt,255,1140
L0 Out of Scope,Germany-DE-1-53.txt,2,328
L0 Heading,Germany-DE-1-53.txt,330,335
L0 Heading,Germany-DE-1-53.txt,403,409
L1 Analysis,Germany-DE-1-53.txt,330,401
L2 Outcome,Germany-DE-1-53.txt,330,401
L0 Heading,Germany-DE-1-53.txt,746,748
L0 Heading,Germany-DE-1-53.txt,3660,3663
L0 Out of Scope,Germany-DE-1-53.txt,9732,9765
L1 Background,Germany-DE-1-53.txt,403,3658
L1 Analysis,Germany-DE-1-53.txt,3660,9730
L0 Out of Scope,Germany-DE-1-55.txt,2,286
L0 Heading,Germany-DE-1-55.txt,288,293
L0 Heading,Germany-DE-1-55.txt,947,953
L1 Analysis,Germany-DE-1-55.txt,288,945
L2 Outcome,Germany-DE-1-55.txt,288,945
L0 Out of Scope,Germany-DE-1-55.txt,8916,9166
L0 Out of Scope,Germany-DE-1-56.txt,2,599
L0 Heading,Germany-DE-1-56.txt,601,606
L0 Heading,Germany-DE-1-56.txt,831,841
L0 Heading,Germany-DE-1-56.txt,5780,5799
L1 Analysis,Germany-DE-1-56.txt,601,829
L2 Outcome,Germany-DE-1-56.txt,601,829
L1 Background,Germany-DE-1-56.txt,831,5778
L1 Analysis,Germany-DE-1-56.txt,5780,25855
L0 Out of Scope,Germany-DE-1-57.txt,2,540
L0 Heading,Germany-DE-1-57.txt,542,547
L0 Heading,Germany-DE-1-57.txt,761,771
L1 Analysis,Germany-DE-1-57.txt,542,759
L2 Outcome,Germany-DE-1-57.txt,542,759
L1 Background,Germany-DE-1-57.txt,761,4134
L0 Heading,Germany-DE-1-57.txt,4136,4155
L1 Analysis,Germany-DE-1-57.txt,4136,13445
L0 Out of Scope,Germany-DE-1-58.txt,2,904
L0 Heading,Germany-DE-1-58.txt,906,911
L0 Heading,Germany-DE-1-58.txt,1133,1143
L1 Analysis,Germany-DE-1-58.txt,906,1131
L2 Outcome,Germany-DE-1-58.txt,906,1131
L1 Background,Germany-DE-1-58.txt,1133,8505
L0 Heading,Germany-DE-1-58.txt,8507,8526
L1 Analysis,Germany-DE-1-58.txt,8507,17439
L0 Out of Scope,Germany-DE-1-59.txt,2,930
L0 Heading,Germany-DE-1-59.txt,932,937
L0 Heading,Germany-DE-1-59.txt,1103,1113
L1 Analysis,Germany-DE-1-59.txt,932,1101
L2 Outcome,Germany-DE-1-59.txt,932,1101
L1 Background,Germany-DE-1-59.txt,1103,6440
L0 Heading,Germany-DE-1-59.txt,6442,6461
L1 Analysis,Germany-DE-1-59.txt,6442,25561
L0 Out of Scope,Germany-DE-1-60.txt,2,1437
L0 Heading,Germany-DE-1-60.txt,1439,1444
L0 Heading,Germany-DE-1-60.txt,1712,1722
L1 Analysis,Germany-DE-1-60.txt,1439,1710
L2 Outcome,Germany-DE-1-60.txt,1439,1710
L1 Background,Germany-DE-1-60.txt,1712,10485
L0 Heading,Germany-DE-1-60.txt,10487,10506
L1 Analysis,Germany-DE-1-60.txt,10487,33380
L0 Out of Scope,Germany-DE-1-61.txt,2,572
L0 Heading,Germany-DE-1-61.txt,574,579
L0 Heading,Germany-DE-1-61.txt,812,818
L1 Analysis,Germany-DE-1-61.txt,574,810
L2 Outcome,Germany-DE-1-61.txt,574,810
