Type,Document,Start,End
L0 Heading,Czech_Republic-CZ-1-1.txt,11875,11882
L0 Heading,Czech_Republic-CZ-1-1.txt,13000,13009
L0 Heading,Czech_Republic-CZ-1-1.txt,13246,13255
L0 Heading,Czech_Republic-CZ-1-1.txt,13543,13550
L0 Heading,Czech_Republic-CZ-1-1.txt,14009,14015
L0 Heading,Czech_Republic-CZ-1-1.txt,14145,14195
L0 Heading,Czech_Republic-CZ-1-1.txt,14213,14219
L0 Heading,Czech_Republic-CZ-1-1.txt,15508,15517
L0 Heading,Czech_Republic-CZ-1-1.txt,15781,15852
L0 Heading,Czech_Republic-CZ-1-1.txt,15856,15863
L0 Heading,Czech_Republic-CZ-1-1.txt,16353,16363
L0 Heading,Czech_Republic-CZ-1-1.txt,17106,17113
L0 Heading,Czech_Republic-CZ-1-1.txt,17611,17619
L0 Heading,Czech_Republic-CZ-1-1.txt,18586,18593
L0 Heading,Czech_Republic-CZ-1-1.txt,20851,20861
L0 Heading,Czech_Republic-CZ-1-1.txt,21213,21220
L0 Heading,Czech_Republic-CZ-1-1.txt,21503,21511
L0 Heading,Czech_Republic-CZ-1-1.txt,22389,22396
L0 Heading,Czech_Republic-CZ-1-1.txt,23251,23257
L0 Heading,Czech_Republic-CZ-1-1.txt,24233,24240
L0 Heading,Czech_Republic-CZ-1-1.txt,25976,25985
L0 Heading,Czech_Republic-CZ-1-1.txt,26498,26505
L0 Heading,Czech_Republic-CZ-1-1.txt,27401,27410
L0 Heading,Czech_Republic-CZ-1-1.txt,29270,29279
L0 Heading,Czech_Republic-CZ-1-1.txt,30688,30698
L0 Heading,Czech_Republic-CZ-1-1.txt,31436,31481
L0 Heading,Czech_Republic-CZ-1-1.txt,31546,31553
L0 Heading,Czech_Republic-CZ-1-1.txt,33359,33369
L0 Heading,Czech_Republic-CZ-1-1.txt,31958,31967
L0 Heading,Czech_Republic-CZ-1-1.txt,34375,34382
L0 Heading,Czech_Republic-CZ-1-1.txt,35030,35037
L0 Heading,Czech_Republic-CZ-1-1.txt,36168,36174
L0 Heading,Czech_Republic-CZ-1-1.txt,37021,37027
L0 Heading,Czech_Republic-CZ-1-1.txt,37252,37261
L0 Heading,Czech_Republic-CZ-1-1.txt,39196,39204
L0 Heading,Czech_Republic-CZ-1-1.txt,40783,40792
L0 Heading,Czech_Republic-CZ-1-1.txt,41062,41071
L0 Heading,Czech_Republic-CZ-1-1.txt,43039,43048
L0 Heading,Czech_Republic-CZ-1-1.txt,42327,42335
L0 Heading,Czech_Republic-CZ-1-1.txt,43826,43833
L0 Heading,Czech_Republic-CZ-1-1.txt,44648,44655
L0 Heading,Czech_Republic-CZ-1-1.txt,45145,45152
L0 Heading,Czech_Republic-CZ-1-1.txt,45943,45949
L1 Background,Czech_Republic-CZ-1-1.txt,730,14141
L1 Analysis,Czech_Republic-CZ-1-1.txt,14145,46472
L2 Outcome,Czech_Republic-CZ-1-1.txt,45145,46379
L0 Out of Scope,Czech_Republic-CZ-1-2.txt,0,559
L0 Out of Scope,Czech_Republic-CZ-1-2.txt,35044,35133
L0 Heading,Czech_Republic-CZ-1-2.txt,738,760
L0 Heading,Czech_Republic-CZ-1-2.txt,770,773
L0 Heading,Czech_Republic-CZ-1-2.txt,782,809
L0 Heading,Czech_Republic-CZ-1-2.txt,813,817
L0 Heading,Czech_Republic-CZ-1-2.txt,3426,3431
L0 Heading,Czech_Republic-CZ-1-2.txt,5733,5737
L0 Heading,Czech_Republic-CZ-1-2.txt,8260,8264
L0 Heading,Czech_Republic-CZ-1-2.txt,9922,9926
L0 Heading,Czech_Republic-CZ-1-2.txt,9930,9958
L0 Heading,Czech_Republic-CZ-1-2.txt,9965,9969
L0 Heading,Czech_Republic-CZ-1-2.txt,10567,10571
L0 Heading,Czech_Republic-CZ-1-2.txt,10725,10729
L0 Heading,Czech_Republic-CZ-1-2.txt,11178,11182
L0 Heading,Czech_Republic-CZ-1-2.txt,11802,11806
L0 Heading,Czech_Republic-CZ-1-2.txt,12132,12138
L0 Heading,Czech_Republic-CZ-1-2.txt,12172,12178
L0 Heading,Czech_Republic-CZ-1-2.txt,12535,12540
L0 Heading,Czech_Republic-CZ-1-2.txt,14394,14400
L0 Heading,Czech_Republic-CZ-1-2.txt,14973,14979
L0 Heading,Czech_Republic-CZ-1-2.txt,15406,15411
L0 Heading,Czech_Republic-CZ-1-2.txt,15775,15780
L0 Heading,Czech_Republic-CZ-1-2.txt,16855,16861
L0 Heading,Czech_Republic-CZ-1-2.txt,19421,19427
L0 Heading,Czech_Republic-CZ-1-2.txt,19976,19981
L0 Heading,Czech_Republic-CZ-1-2.txt,20145,20151
L0 Heading,Czech_Republic-CZ-1-2.txt,20358,20363
L0 Heading,Czech_Republic-CZ-1-2.txt,21116,21121
L0 Heading,Czech_Republic-CZ-1-2.txt,22049,22054
L0 Heading,Czech_Republic-CZ-1-2.txt,23933,23939
L0 Heading,Czech_Republic-CZ-1-2.txt,24163,24169
L0 Heading,Czech_Republic-CZ-1-2.txt,26116,26122
L0 Heading,Czech_Republic-CZ-1-2.txt,27275,27281
L0 Heading,Czech_Republic-CZ-1-2.txt,28559,28565
L0 Heading,Czech_Republic-CZ-1-2.txt,31004,31009
L0 Heading,Czech_Republic-CZ-1-2.txt,32978,32984
L0 Heading,Czech_Republic-CZ-1-2.txt,33803,33808
L0 Heading,Czech_Republic-CZ-1-2.txt,33761,33799
L0 Heading,Czech_Republic-CZ-1-2.txt,33815,33820
L0 Heading,Czech_Republic-CZ-1-2.txt,34232,34237
L0 Heading,Czech_Republic-CZ-1-2.txt,34800,34806
L1 Analysis,Czech_Republic-CZ-1-2.txt,9922,35044
L2 Outcome,Czech_Republic-CZ-1-2.txt,33761,34948
L1 Background,Czech_Republic-CZ-1-2.txt,563,9920
L2 Introductory Summary,Czech_Republic-CZ-1-2.txt,563,728
L0 Out of Scope,Czech_Republic-CZ-1-3.txt,0,876
L0 Out of Scope,Czech_Republic-CZ-1-3.txt,25378,25480
L0 Heading,Czech_Republic-CZ-1-3.txt,876,883
L0 Heading,Czech_Republic-CZ-1-3.txt,968,980
L0 Heading,Czech_Republic-CZ-1-3.txt,985,988
L0 Heading,Czech_Republic-CZ-1-3.txt,993,997
L0 Heading,Czech_Republic-CZ-1-3.txt,1626,1630
L0 Heading,Czech_Republic-CZ-1-3.txt,2102,2106
L0 Heading,Czech_Republic-CZ-1-3.txt,2114,2118
L0 Heading,Czech_Republic-CZ-1-3.txt,2638,2642
L0 Heading,Czech_Republic-CZ-1-3.txt,4938,4942
L0 Heading,Czech_Republic-CZ-1-3.txt,5851,5855
L0 Heading,Czech_Republic-CZ-1-3.txt,8009,8013
L0 Heading,Czech_Republic-CZ-1-3.txt,9232,9236
L0 Heading,Czech_Republic-CZ-1-3.txt,9562,9566
L0 Heading,Czech_Republic-CZ-1-3.txt,10767,10773
L0 Heading,Czech_Republic-CZ-1-3.txt,11540,11546
L0 Heading,Czech_Republic-CZ-1-3.txt,12752,12757
L0 Heading,Czech_Republic-CZ-1-3.txt,12975,12981
L0 Heading,Czech_Republic-CZ-1-3.txt,13202,13207
L0 Heading,Czech_Republic-CZ-1-3.txt,13690,13695
L0 Heading,Czech_Republic-CZ-1-3.txt,13736,13741
L0 Heading,Czech_Republic-CZ-1-3.txt,13993,13998
L0 Heading,Czech_Republic-CZ-1-3.txt,14351,14357
L0 Heading,Czech_Republic-CZ-1-3.txt,16425,16431
L0 Heading,Czech_Republic-CZ-1-3.txt,18512,18518
L0 Heading,Czech_Republic-CZ-1-3.txt,18961,18967
L0 Heading,Czech_Republic-CZ-1-3.txt,20569,20575
L0 Heading,Czech_Republic-CZ-1-3.txt,20902,20907
L0 Heading,Czech_Republic-CZ-1-3.txt,23420,23425
L0 Heading,Czech_Republic-CZ-1-3.txt,23808,23814
L0 Heading,Czech_Republic-CZ-1-3.txt,24675,24680
L0 Heading,Czech_Republic-CZ-1-3.txt,24843,24849
L1 Background,Czech_Republic-CZ-1-3.txt,876,12747
L1 Analysis,Czech_Republic-CZ-1-3.txt,12752,25376
L2 Outcome,Czech_Republic-CZ-1-3.txt,24675,25303
L0 Out of Scope,Czech_Republic-CZ-1-4.txt,0,709
L0 Out of Scope,Czech_Republic-CZ-1-4.txt,13006,13126
L0 Heading,Czech_Republic-CZ-1-4.txt,710,722
L1 Background,Czech_Republic-CZ-1-4.txt,709,4173
L1 Analysis,Czech_Republic-CZ-1-4.txt,4178,13002
L2 Outcome,Czech_Republic-CZ-1-4.txt,11976,12911
L0 Out of Scope,Czech_Republic-CZ-1-5.txt,0,756
L0 Out of Scope,Czech_Republic-CZ-1-5.txt,20310,20424
L0 Heading,Czech_Republic-CZ-1-5.txt,757,771
L0 Heading,Czech_Republic-CZ-1-5.txt,965,989
L0 Heading,Czech_Republic-CZ-1-5.txt,993,1052
L0 Heading,Czech_Republic-CZ-1-5.txt,1057,1062
L0 Heading,Czech_Republic-CZ-1-5.txt,1582,1588
L0 Heading,Czech_Republic-CZ-1-5.txt,2633,2639
L0 Heading,Czech_Republic-CZ-1-5.txt,2854,2860
L0 Heading,Czech_Republic-CZ-1-5.txt,3534,3541
L0 Heading,Czech_Republic-CZ-1-5.txt,4457,4463
L0 Heading,Czech_Republic-CZ-1-5.txt,5523,5574
L0 Heading,Czech_Republic-CZ-1-5.txt,5574,5580
L0 Heading,Czech_Republic-CZ-1-5.txt,5591,5596
L0 Heading,Czech_Republic-CZ-1-5.txt,6578,6584
L0 Heading,Czech_Republic-CZ-1-5.txt,7385,7391
L0 Heading,Czech_Republic-CZ-1-5.txt,8490,8497
L0 Heading,Czech_Republic-CZ-1-5.txt,9494,9544
L0 Heading,Czech_Republic-CZ-1-5.txt,9544,9551
L0 Heading,Czech_Republic-CZ-1-5.txt,9555,9562
L0 Heading,Czech_Republic-CZ-1-5.txt,10822,10829
L0 Heading,Czech_Republic-CZ-1-5.txt,11503,11510
L0 Heading,Czech_Republic-CZ-1-5.txt,12182,12189
L0 Heading,Czech_Republic-CZ-1-5.txt,12408,12415
L0 Heading,Czech_Republic-CZ-1-5.txt,13004,13010
L0 Heading,Czech_Republic-CZ-1-5.txt,13354,13361
L0 Heading,Czech_Republic-CZ-1-5.txt,14840,14846
L0 Heading,Czech_Republic-CZ-1-5.txt,16114,16121
L0 Heading,Czech_Republic-CZ-1-5.txt,16865,16872
L0 Heading,Czech_Republic-CZ-1-5.txt,17185,17192
L0 Heading,Czech_Republic-CZ-1-5.txt,17800,17807
L0 Heading,Czech_Republic-CZ-1-5.txt,19635,19641
L0 Heading,Czech_Republic-CZ-1-5.txt,19645,19670
L0 Heading,Czech_Republic-CZ-1-5.txt,19674,19681
L0 Heading,Czech_Republic-CZ-1-5.txt,12120,12162
L0 Heading,Czech_Republic-CZ-1-5.txt,12166,12172
L1 Background,Czech_Republic-CZ-1-5.txt,756,12102
L1 Analysis,Czech_Republic-CZ-1-5.txt,12120,20306
L2 Outcome,Czech_Republic-CZ-1-5.txt,19645,20212
L0 Out of Scope,Czech_Republic-CZ-1-6.txt,0,1069
L0 Out of Scope,Czech_Republic-CZ-1-6.txt,45045,45136
L0 Heading,Czech_Republic-CZ-1-6.txt,1069,1082
L0 Heading,Czech_Republic-CZ-1-6.txt,1520,1542
L1 Background,Czech_Republic-CZ-1-6.txt,1069,20510
L1 Analysis,Czech_Republic-CZ-1-6.txt,20516,45041
L2 Outcome,Czech_Republic-CZ-1-6.txt,43362,44952
L0 Out of Scope,Czech_Republic-CZ-1-7.txt,0,636
L0 Out of Scope,Czech_Republic-CZ-1-7.txt,15318,15425
L0 Heading,Czech_Republic-CZ-1-7.txt,642,654
L0 Heading,Czech_Republic-CZ-1-7.txt,880,902
L0 Heading,Czech_Republic-CZ-1-7.txt,906,911
L0 Heading,Czech_Republic-CZ-1-7.txt,1333,1338
L0 Heading,Czech_Republic-CZ-1-7.txt,1898,1903
L0 Heading,Czech_Republic-CZ-1-7.txt,2202,2207
L0 Heading,Czech_Republic-CZ-1-7.txt,2553,2558
L0 Heading,Czech_Republic-CZ-1-7.txt,3174,3179
L0 Heading,Czech_Republic-CZ-1-7.txt,4338,4343
L0 Heading,Czech_Republic-CZ-1-7.txt,4411,4416
L0 Heading,Czech_Republic-CZ-1-7.txt,5518,5523
L0 Heading,Czech_Republic-CZ-1-7.txt,6142,6148
L0 Heading,Czech_Republic-CZ-1-7.txt,6333,6340
L0 Heading,Czech_Republic-CZ-1-7.txt,6991,7042
L0 Heading,Czech_Republic-CZ-1-7.txt,7048,7055
L0 Heading,Czech_Republic-CZ-1-7.txt,7278,7285
L0 Heading,Czech_Republic-CZ-1-7.txt,7320,7326
L0 Heading,Czech_Republic-CZ-1-7.txt,7417,7424
L0 Heading,Czech_Republic-CZ-1-7.txt,8286,8292
L0 Heading,Czech_Republic-CZ-1-7.txt,9452,9459
L0 Heading,Czech_Republic-CZ-1-7.txt,9952,9959
L0 Heading,Czech_Republic-CZ-1-7.txt,10658,10664
L0 Heading,Czech_Republic-CZ-1-7.txt,11243,11249
L0 Heading,Czech_Republic-CZ-1-7.txt,12129,12136
L0 Heading,Czech_Republic-CZ-1-7.txt,12771,12777
L0 Heading,Czech_Republic-CZ-1-7.txt,12995,13047
L0 Heading,Czech_Republic-CZ-1-7.txt,13690,13697
L0 Heading,Czech_Republic-CZ-1-7.txt,13844,13851
L0 Heading,Czech_Republic-CZ-1-7.txt,14998,15005
L1 Background,Czech_Republic-CZ-1-7.txt,640,6990
L1 Analysis,Czech_Republic-CZ-1-7.txt,6990,15314
L2 Outcome,Czech_Republic-CZ-1-7.txt,13690,14998
L0 Out of Scope,Czech_Republic-CZ-1-8.txt,0,670
L0 Out of Scope,Czech_Republic-CZ-1-8.txt,12738,12824
L0 Heading,Czech_Republic-CZ-1-8.txt,670,683
L0 Heading,Czech_Republic-CZ-1-8.txt,873,895
L0 Heading,Czech_Republic-CZ-1-8.txt,899,925
L0 Heading,Czech_Republic-CZ-1-8.txt,941,947
L0 Heading,Czech_Republic-CZ-1-8.txt,1190,1195
L0 Heading,Czech_Republic-CZ-1-8.txt,1432,1462
L0 Heading,Czech_Republic-CZ-1-8.txt,1464,1470
L0 Heading,Czech_Republic-CZ-1-8.txt,1669,1674
L0 Heading,Czech_Republic-CZ-1-8.txt,2372,2377
L0 Heading,Czech_Republic-CZ-1-8.txt,3353,3358
L0 Heading,Czech_Republic-CZ-1-8.txt,3915,3967
L0 Heading,Czech_Republic-CZ-1-8.txt,3971,3977
L0 Heading,Czech_Republic-CZ-1-8.txt,4351,4356
L0 Heading,Czech_Republic-CZ-1-8.txt,5878,5883
L0 Heading,Czech_Republic-CZ-1-8.txt,6593,6600
L0 Heading,Czech_Republic-CZ-1-8.txt,8018,8025
L0 Heading,Czech_Republic-CZ-1-8.txt,9644,9651
L0 Heading,Czech_Republic-CZ-1-8.txt,10474,10481
L0 Heading,Czech_Republic-CZ-1-8.txt,11273,11280
L0 Heading,Czech_Republic-CZ-1-8.txt,12193,12199
L0 Heading,Czech_Republic-CZ-1-8.txt,12331,12352
L0 Heading,Czech_Republic-CZ-1-8.txt,12356,12364
L1 Background,Czech_Republic-CZ-1-8.txt,670,3911
L1 Analysis,Czech_Republic-CZ-1-8.txt,3915,12734
L2 Outcome,Czech_Republic-CZ-1-8.txt,12193,12596
L0 Out of Scope,Czech_Republic-CZ-1-9.txt,0,728
L0 Out of Scope,Czech_Republic-CZ-1-9.txt,24598,24727
L0 Heading,Czech_Republic-CZ-1-9.txt,728,741
L0 Heading,Czech_Republic-CZ-1-9.txt,987,1010
L0 Heading,Czech_Republic-CZ-1-9.txt,1014,1037
L0 Heading,Czech_Republic-CZ-1-9.txt,1047,1052
L0 Heading,Czech_Republic-CZ-1-9.txt,2027,2032
L0 Heading,Czech_Republic-CZ-1-9.txt,3100,3106
L0 Heading,Czech_Republic-CZ-1-9.txt,3855,3861
L0 Heading,Czech_Republic-CZ-1-9.txt,4560,4566
L0 Heading,Czech_Republic-CZ-1-9.txt,5009,5015
L0 Heading,Czech_Republic-CZ-1-9.txt,5956,5962
L0 Heading,Czech_Republic-CZ-1-9.txt,7116,7165
L0 Heading,Czech_Republic-CZ-1-9.txt,3031,3096
L0 Heading,Czech_Republic-CZ-1-9.txt,7181,7187
L0 Heading,Czech_Republic-CZ-1-9.txt,7710,7766
L0 Heading,Czech_Republic-CZ-1-9.txt,7770,7775
L0 Heading,Czech_Republic-CZ-1-9.txt,8123,8130
L0 Heading,Czech_Republic-CZ-1-9.txt,8536,8543
L0 Heading,Czech_Republic-CZ-1-9.txt,8930,8937
L0 Heading,Czech_Republic-CZ-1-9.txt,9916,9923
L0 Heading,Czech_Republic-CZ-1-9.txt,10102,10109
L0 Heading,Czech_Republic-CZ-1-9.txt,10682,10689
L0 Heading,Czech_Republic-CZ-1-9.txt,11266,11273
L0 Heading,Czech_Republic-CZ-1-9.txt,11637,11694
L0 Heading,Czech_Republic-CZ-1-9.txt,11698,11705
L0 Heading,Czech_Republic-CZ-1-9.txt,11997,12004
L0 Heading,Czech_Republic-CZ-1-9.txt,12631,12638
L0 Heading,Czech_Republic-CZ-1-9.txt,12998,13005
L0 Heading,Czech_Republic-CZ-1-9.txt,13429,13436
L0 Heading,Czech_Republic-CZ-1-9.txt,14645,14652
L0 Heading,Czech_Republic-CZ-1-9.txt,15616,15623
L0 Heading,Czech_Republic-CZ-1-9.txt,16080,16087
L0 Heading,Czech_Republic-CZ-1-9.txt,16775,16782
L0 Heading,Czech_Republic-CZ-1-9.txt,17441,17448
L0 Heading,Czech_Republic-CZ-1-9.txt,18580,18586
L0 Heading,Czech_Republic-CZ-1-9.txt,18761,18768
L0 Heading,Czech_Republic-CZ-1-9.txt,19838,19845
L0 Heading,Czech_Republic-CZ-1-9.txt,21116,21123
L0 Heading,Czech_Republic-CZ-1-9.txt,21667,21674
L0 Heading,Czech_Republic-CZ-1-9.txt,22174,22181
L0 Heading,Czech_Republic-CZ-1-9.txt,22415,22422
L0 Heading,Czech_Republic-CZ-1-9.txt,23699,23752
L0 Heading,Czech_Republic-CZ-1-9.txt,23762,23769
L0 Heading,Czech_Republic-CZ-1-9.txt,24087,24094
L1 Background,Czech_Republic-CZ-1-9.txt,728,11625
L1 Analysis,Czech_Republic-CZ-1-9.txt,11635,24598
L2 Outcome,Czech_Republic-CZ-1-9.txt,23699,24503
L0 Out of Scope,Czech_Republic-CZ-1-10.txt,0,913
L0 Out of Scope,Czech_Republic-CZ-1-10.txt,13066,13197
L0 Heading,Czech_Republic-CZ-1-10.txt,917,931
L0 Heading,Czech_Republic-CZ-1-10.txt,1013,1036
L0 Heading,Czech_Republic-CZ-1-10.txt,1046,1051
L0 Heading,Czech_Republic-CZ-1-10.txt,1714,1719
L0 Heading,Czech_Republic-CZ-1-10.txt,3277,3282
L0 Heading,Czech_Republic-CZ-1-10.txt,4662,4667
L0 Heading,Czech_Republic-CZ-1-10.txt,5075,5080
L0 Heading,Czech_Republic-CZ-1-10.txt,5698,5703
L0 Heading,Czech_Republic-CZ-1-10.txt,6877,6882
L0 Heading,Czech_Republic-CZ-1-10.txt,8712,8717
L0 Heading,Czech_Republic-CZ-1-10.txt,10163,10168
L0 Heading,Czech_Republic-CZ-1-10.txt,10401,10408
L0 Heading,Czech_Republic-CZ-1-10.txt,11933,11939
L0 Heading,Czech_Republic-CZ-1-10.txt,12722,12729
L1 Background,Czech_Republic-CZ-1-10.txt,917,5071
L1 Analysis,Czech_Republic-CZ-1-10.txt,5075,13066
L2 Outcome,Czech_Republic-CZ-1-10.txt,11933,12718
L0 Out of Scope,Czech_Republic-CZ-1-11.txt,0,566
L0 Out of Scope,Czech_Republic-CZ-1-11.txt,3857,3979
L0 Heading,Czech_Republic-CZ-1-11.txt,566,580
L0 Heading,Czech_Republic-CZ-1-11.txt,702,724
L1 Background,Czech_Republic-CZ-1-11.txt,566,2609
L1 Analysis,Czech_Republic-CZ-1-11.txt,2613,3857
L2 Outcome,Czech_Republic-CZ-1-11.txt,2897,3762
L0 Out of Scope,Czech_Republic-CZ-1-12.txt,0,757
L0 Out of Scope,Czech_Republic-CZ-1-12.txt,6364,6507
L0 Heading,Czech_Republic-CZ-1-12.txt,757,770
L0 Heading,Czech_Republic-CZ-1-12.txt,937,960
L1 Background,Czech_Republic-CZ-1-12.txt,757,2833
L1 Analysis,Czech_Republic-CZ-1-12.txt,2838,6360
L2 Outcome,Czech_Republic-CZ-1-12.txt,5473,6271
L0 Out of Scope,Czech_Republic-CZ-1-13.txt,0,568
L0 Heading,Czech_Republic-CZ-1-13.txt,568,582
L0 Heading,Czech_Republic-CZ-1-13.txt,840,863
L0 Out of Scope,Czech_Republic-CZ-1-13.txt,12830,12928
L1 Background,Czech_Republic-CZ-1-13.txt,568,2749
L1 Analysis,Czech_Republic-CZ-1-13.txt,2754,12826
L2 Outcome,Czech_Republic-CZ-1-13.txt,12244,12732
L0 Out of Scope,Czech_Republic-CZ-1-14.txt,0,672
L0 Heading,Czech_Republic-CZ-1-14.txt,672,685
L0 Heading,Czech_Republic-CZ-1-14.txt,931,954
L0 Out of Scope,Czech_Republic-CZ-1-14.txt,13684,13777
L1 Background,Czech_Republic-CZ-1-14.txt,672,5802
L1 Analysis,Czech_Republic-CZ-1-14.txt,5806,13679
L2 Outcome,Czech_Republic-CZ-1-14.txt,12905,13590
L0 Out of Scope,Czech_Republic-CZ-1-15.txt,0,611
L0 Heading,Czech_Republic-CZ-1-15.txt,611,624
L0 Heading,Czech_Republic-CZ-1-15.txt,750,772
L0 Out of Scope,Czech_Republic-CZ-1-15.txt,14014,14103
L1 Background,Czech_Republic-CZ-1-15.txt,611,3768
L1 Analysis,Czech_Republic-CZ-1-15.txt,3774,14009
L2 Outcome,Czech_Republic-CZ-1-15.txt,11643,12459
L0 Out of Scope,Czech_Republic-CZ-1-16.txt,0,561
L0 Out of Scope,Czech_Republic-CZ-1-16.txt,19432,19558
L0 Heading,Czech_Republic-CZ-1-16.txt,756,768
L0 Heading,Czech_Republic-CZ-1-16.txt,772,795
L1 Background,Czech_Republic-CZ-1-16.txt,565,8582
L1 Analysis,Czech_Republic-CZ-1-16.txt,8587,19428
L2 Outcome,Czech_Republic-CZ-1-16.txt,18880,19336
L0 Out of Scope,Czech_Republic-CZ-1-17.txt,0,590
L0 Heading,Czech_Republic-CZ-1-17.txt,789,801
L0 Heading,Czech_Republic-CZ-1-17.txt,819,841
L0 Out of Scope,Czech_Republic-CZ-1-17.txt,11691,11787
L1 Background,Czech_Republic-CZ-1-17.txt,594,2687
L1 Analysis,Czech_Republic-CZ-1-17.txt,2693,11687
L2 Outcome,Czech_Republic-CZ-1-17.txt,11081,11545
L0 Out of Scope,Czech_Republic-CZ-1-18.txt,1,733
L0 Heading,Czech_Republic-CZ-1-18.txt,735,747
L0 Heading,Czech_Republic-CZ-1-18.txt,752,778
L0 Heading,Czech_Republic-CZ-1-18.txt,778,806
L0 Heading,Czech_Republic-CZ-1-18.txt,823,827
L0 Heading,Czech_Republic-CZ-1-18.txt,1032,1038
L0 Heading,Czech_Republic-CZ-1-18.txt,1217,1222
L0 Heading,Czech_Republic-CZ-1-18.txt,1290,1295
L0 Heading,Czech_Republic-CZ-1-18.txt,2157,2163
L0 Heading,Czech_Republic-CZ-1-18.txt,3131,3136
L0 Heading,Czech_Republic-CZ-1-18.txt,3545,3550
L0 Heading,Czech_Republic-CZ-1-18.txt,5958,5963
L0 Heading,Czech_Republic-CZ-1-18.txt,7913,7918
L0 Heading,Czech_Republic-CZ-1-18.txt,8918,8925
L0 Heading,Czech_Republic-CZ-1-18.txt,9744,9750
L0 Heading,Czech_Republic-CZ-1-18.txt,10937,10944
L0 Heading,Czech_Republic-CZ-1-18.txt,11595,11601
L0 Heading,Czech_Republic-CZ-1-18.txt,12488,12494
L0 Heading,Czech_Republic-CZ-1-18.txt,12839,12846
L0 Heading,Czech_Republic-CZ-1-18.txt,12955,12993
L0 Heading,Czech_Republic-CZ-1-18.txt,12997,13004
L0 Heading,Czech_Republic-CZ-1-18.txt,13727,13734
L0 Heading,Czech_Republic-CZ-1-18.txt,13863,13870
L0 Heading,Czech_Republic-CZ-1-18.txt,14316,14323
L0 Heading,Czech_Republic-CZ-1-18.txt,14359,14367
L0 Heading,Czech_Republic-CZ-1-18.txt,14874,14881
L0 Heading,Czech_Republic-CZ-1-18.txt,16854,16861
L0 Heading,Czech_Republic-CZ-1-18.txt,18038,18045
L0 Heading,Czech_Republic-CZ-1-18.txt,18917,18924
L0 Heading,Czech_Republic-CZ-1-18.txt,20385,20392
L0 Heading,Czech_Republic-CZ-1-18.txt,21269,21276
L0 Heading,Czech_Republic-CZ-1-18.txt,22986,22992
