Type,Document,Ordering,Text
L1 Analysis,Czech_Republic-CZ-1-21.txt,10,"[5] Podle § 107 zákona č. 150/2002 Sb., soudního řádu správního (dále jen „s. ř. s.“), nemá podání kasační stížnosti odkladný účinek, Nejvyšší správní soud jej může přiznat na návrh stěžovatele."
L1 Analysis,Czech_Republic-CZ-1-21.txt,11,"Použije přitom přiměřeně ustanovení § 73 odst. 2 s. ř. s., dle kterého lze přiznat odkladný účinek, jestliže by výkon nebo jiné právní následky rozhodnutí znamenaly pro žalobce nepoměrně větší újmu, než jaká přiznáním odkladného účinku může vzniknout jiným osobám, a jestliže to nebude v rozporu s důležitým veřejným zájmem. [6] Nejvyšší správní soud v usnesení ze dne 19. 11. 2014, čj. 1 Azs 160/2014-25, konstatoval, že „[j]e-li přezkoumáváno rozhodnutí příslušných správních orgánů o správním vyhoštění, je újma, hrozící stěžovateli z jeho výkonu, zřejmá ze samotné povahy tohoto rozhodnutí."
L1 Analysis,Czech_Republic-CZ-1-21.txt,12,"To platí přinejmenším, pokud jde o zajištění práva na spravedlivý proces a práva na respektování soukromého života."
L1 Analysis,Czech_Republic-CZ-1-21.txt,13,"K tomu musí soud přihlédnout i tehdy, jestliže stěžovatel v žádosti o přiznání odkladného účinku kasační stížnosti (§ 107 odst. 1 s. ř. s.) netvrdí konkrétní svého případu ani nenavrhuje důkazy k jejich prokázání “ (srov. též usnesení NSS ze dne 24. 9. 2015, čj. 10 Azs 186/2015-29)."
L1 Analysis,Czech_Republic-CZ-1-21.txt,14,"Nejvyšší správní soud k tomu uvádí, že v nyní projednávané věci existuje příčinná souvislost mezi právními účinky žalobou napadeného rozhodnutí, resp. rozhodnutí správního orgánu prvního stupně a žalované, a možným vznikem nepoměrně větší újmy stěžovatele, než jaká přiznáním odkladného účinku může vzniknout jiným osobám."
L1 Analysis,Czech_Republic-CZ-1-21.txt,15,"Vycházel přitom z tvrzení stěžovatele ohledně porušení jeho práva na spravedlivý proces, které by pro něj odstavovalo značnou újmu."
L1 Analysis,Czech_Republic-CZ-1-21.txt,16,"Dotčení práv třetích osob nebylo tvrzeno. [7] Ve shora citovaném usnesení čj. 1 Azs 160/2014-25 Nejvyšší správní soud dovodil, že „[p]okud jde o splnění druhého zákonného předpokladu, tj. že přiznání odkladného účinku není v rozporu s veřejným zájmem, soud vychází z povahy věci, z obsahu spisového materiálu, případně z vyjádření účastníků řízení o kasační stížnosti. “ Důvody uvedené v rozhodnutí o vyhoštění (tedy především pobyt stěžovatele na území České republiky bez platného víza po uplynutí lhůty pro vycestování stanovené rozhodnutím o vyhoštění) dle názoru zdejšího soudu nezakládají žádná bezpečnostní či jiná rizika pro Českou republiku."
L1 Analysis,Czech_Republic-CZ-1-21.txt,17,"Setrvání stěžovatele na jejím území do ukončení řízení o kasační stížnosti, která je navíc projednávána v přednostním režimu, nenarušuje žádný důležitý veřejný zájem. Žalovaná neuvedla žádné konkrétní okolnosti, které by ohrožení některého z důležitých veřejných zájmů nasvědčovaly. [8] Za pomoci testu proporcionality bylo třeba dále vážit intenzitu hrozícího zásahu do základního práva svědčícího stěžovateli s intenzitou narušení veřejného zájmu (srov. usnesení NSS ze dne 6. 8. 2008, čj. 5 As 17/2008-131, či výše citované usnesení NSS ze dne 19. 11. 2014, čj. 1 Azs 160/2014-26)."
L1 Analysis,Czech_Republic-CZ-1-21.txt,18,Na stupnici závažnosti zásahu „podstatný – mírný – nízký“ lze s ohledem na výše uvedené hodnotit újmu způsobenou stěžovateli nepřiznáním odkladného účinku jako podstatnou.
L1 Analysis,Czech_Republic-CZ-1-21.txt,19,"Naopak, intenzita narušení veřejného zájmu je v daném případě nízká."
L1 Analysis,Czech_Republic-CZ-1-21.txt,20,"V této souvislosti Nejvyšší správní soud zdůrazňuje, že žalovaná ve vztahu k osobě stěžovatele neuvedla žádné důvody pro nepřiznání odkladného účinku kasační stížnosti."
L1 Analysis,Czech_Republic-CZ-1-21.txt,21,"S ohledem na tyto skutečnosti lze proto konstatovat, že nepřiznání odkladného účinku není v daném případě v rozporu s žádným důležitým veřejným zájmem."
L1 Analysis,Czech_Republic-CZ-1-21.txt,22,"Tímto je splněna i druhá podmínka pro přiznání odkladného účinku kasační stížnosti. [9] Nejvyšší správní soud po posouzení důvodů uváděných stěžovatelem dospěl k závěru, že podmínky pro přiznání odkladného účinku kasační stížnosti podle § 73 odst. 2 s. ř. s. ve spojení s § 107 s. ř. s. jsou splněny; neshledal důvod odchýlit se od své dosavadní judikatury."
L1 Analysis,Czech_Republic-CZ-1-21.txt,23,"Z těchto důvodů stěžovateli vyhověl a jeho kasační stížnosti přiznal odkladný účinek. [10] Nejvyšší správní soud připomíná, že odkladný účinek podle § 107 s. ř. s. může být v řízení o kasační stížnosti přiznán a působit nejen ve vztahu k přezkoumávanému rozhodnutí krajského soudu, ale i přímo ve vztahu ke správnímu rozhodnutí (či jeho části), k jehož přezkumu se řízení před krajským soudem vedlo (viz usnesení NSS ze dne 6. 12. 2005, čj. 2 Afs 77/2005-96)."
L1 Analysis,Czech_Republic-CZ-1-21.txt,24,"Přiznáním odkladného účinku kasační stížnosti v této věci se tedy až do skončení řízení před Nejvyšším správním soudem pozastavují účinky rozhodnutí Policie České republiky, Krajského ředitelství policie Jihomoravského kraje ze dne 16. 1. 2014, čj. KRPB-251910-25/ČJ-2014-060026-SV, ve spojení s rozhodnutím Policie České republiky, Ředitelství služby cizinecké policie ze dne 22. 4. 2015, čj. CPR-3950-2/ČJ-2015-930310-V237. [11] Soud však zároveň připomíná, že usnesení o přiznání odkladného účinku může i bez návrhu zrušit, ukáže-li se v průběhu řízení, že pro přiznání odkladného účinku nebyly důvody, nebo že tyto důvody v mezidobí odpadly (§ 73 odst. 5 ve spojení s § 107 odst. 1 s. ř. s.). [12] Přiznáním odkladného účinku kasační stížnosti Nejvyšší správní soud žádným způsobem nepředjímá své rozhodnutí o věci samé."
L1 Background,Czech_Republic-CZ-1-27.txt,0,"Kompetenční žalobou doručenou Nejvyššímu správnímu soudu dne 20. 9. 2004 se krajský úřad jako žalobce domáhal určení, že žalovaný (Ministerstvo životního prostředí) má pravomoc rozhodnout o odvolání proti rozhodnutí Městského úřadu Prachatice, odboru životního prostředí, čj. ŽP: Vod.231/2/914/03, ze dne 29. 10. 2003, kterým byla změněna ochranná pásma vodárenské nádrže H. n. B."
L1 Background,Czech_Republic-CZ-1-27.txt,1,"Ze žaloby vyplývá, že proti shora označenému rozhodnutí správního orgánu I. stupně podalo několik účastníků tohoto správního řízení odvolání."
L1 Background,Czech_Republic-CZ-1-27.txt,2,Správní orgán I. stupně dne 26. 1. 2004 podle § 57 odst. 2 správního řádu (č. 71/1967 Sb.) předložil odvolání společně se spisovým materiálem žalobci jako odvolacímu orgánu.
L1 Background,Czech_Republic-CZ-1-27.txt,3,"Jak žalobce ovšem dále připomenul, zákonem č. 20/2004 Sb. došlo s účinností od 23. 1. 2004 ke změně zákona č. 254/2001 Sb., o vodách a o změně některých zákonů (vodní zákon)."
L1 Background,Czech_Republic-CZ-1-27.txt,4,"Touto novelizací mimo jiné přešla z obecních úřadů obcí s rozšířenou působností na krajské úřady pravomoc rozhodovat o ochranných pásmech vodních zdrojů; žalobce se tedy v dané věci stal správním orgánem I. stupně, a proto věc podle § 57 odst. 2 správního řádu (č. 71/1967 Sb.) dne 12. 2. 2004 předložil žalovanému, který se stal v této věci odvolacím orgánem [§ 58 odst. 1. správního řádu (č. 71/1967 Sb.)]. Žalovaný dne 23. 2. 2004 žalobci sdělil stanovisko své výkladové komise, z nějž vyplývá, že pokud bylo obecním úřadem obce s rozšířenou působností vydáno rozhodnutí před účinností zákona č. 20/2004 Sb., a účastník řízení podal proti tomuto rozhodnutí odvolání, je podle § 58 odst. 1 správního řádu (č. 71/1967 Sb.) k řízení o odvolání příslušný ten vodoprávní úřad, jenž je nejblíže vyššího stupně nadřízený vodoprávnímu úřadu, který napadené rozhodnutí vydal."
L1 Background,Czech_Republic-CZ-1-27.txt,5,"K řízení o odvolání proti rozhodnutí obecního úřadu obce s rozšířenou působností je proto za této situace i za účinnosti zákona č. 20/2004 Sb. příslušný krajský úřad. Žalobce se s výše uvedeným názorem žalovaného neztotožnil a v žalobě mimo jiné vyslovil svůj nesouhlas s tím, aby by žalovaný ze shodných právních předpisů (platných a účinných ve fázi rozhodování o odvolání i ve fázi případného nového projednání věci) dovozoval, že žalobce je kompetentním orgánem k vydání rozhodnutí ve stejné věci v různé instanci."
L1 Background,Czech_Republic-CZ-1-27.txt,6,"Za účinnosti zákona č. 20/2004 Sb. musí krajský úřad na jakékoliv úkony, písemnosti či rozhodnutí vydané obecním úřadem obce s rozšířenou působností před účinností zákona č. 20/2004 Sb. pohlížet v době, kdy se již zákon stal účinným, jako na úkony provedené krajským úřadem."
L1 Analysis,Czech_Republic-CZ-1-27.txt,7,"Nejvyšší správní soud, s přihlédnutím k vymezení kompetenčního sporu v ustanovení § 97 odst. 1 zákona č. 150/2002 Sb., soudního řádu správního (dále též „s. ř. s.“), se v prvé řadě musel zabývat otázkou, zda se v dané věci vůbec jedná o žalobcem tvrzený záporný kompetenční spor a nejdříve v této souvislosti musel uvážit, jestli jsou žalobce a žalovaný vůbec stranami kompetenčního sporu."
L1 Analysis,Czech_Republic-CZ-1-27.txt,8,"Podle shora uvedeného § 97 odst. 1 s. ř. s. stranami kompetenčního sporu jsou: správní úřad a orgán územní, zájmové nebo profesní samosprávy [písm. a)]; orgány územní, zájmové a profesní samosprávy navzájem [písm. b)]; ústřední správní úřady navzájem [písm. c)]."
L1 Analysis,Czech_Republic-CZ-1-27.txt,9,"O který z uvedených v úvahu přicházejících kompetenčních sporů se v daném případě podle jeho názoru jedná, žalobce v žalobě neuvedl."
L1 Analysis,Czech_Republic-CZ-1-27.txt,10,Veřejnou správu obecně v České republice vykonávají jednak správní úřady (orgány státní správy) a jednak orgány tzv. veřejnoprávních korporací (tedy orgány územní popřípadě zájmové či profesní samosprávy).
L1 Analysis,Czech_Republic-CZ-1-27.txt,11,"Zatímco pro organizaci státní správy v určité oblasti je typická hierarchicky vybudovaná soustava orgánů fungující na principu nadřízenosti a podřízenosti, mají veřejnoprávní korporace jako subjekty veřejné správy při plnění svých úkolů určitou nezávislost nejen na ostatních veřejnoprávních korporacích, ale též na správních úřadech."
L1 Analysis,Czech_Republic-CZ-1-27.txt,12,"Veřejnoprávní korporace sice podléhají státnímu dozoru, ten se ovšem v zásadě omezuje pouze na kontrolu zákonnosti, popřípadě kontrolu hospodaření s finančními prostředky státu (srov. Hendrych., D. a kol.: Správní právo. Obecná část. 5. rozšířené vydání, Praha: C. H. Beck, 2003, s. 380 - 381)."
L1 Analysis,Czech_Republic-CZ-1-27.txt,13,V důsledku modelu uplatňovaného nyní v České republice tzv. smíšené územní veřejné správy vykonávají určité kompetence státní správy i orgány územních samosprávných celků.
L1 Analysis,Czech_Republic-CZ-1-27.txt,14,"Je proto třeba velmi důsledně rozlišovat, kdy určitý orgán územního samosprávného celku vykoná svoji samostatnou (samosprávnou) působnost a kdy vystupuje jako orgán státní správy (vykonává působnost přenesenou)."
L1 Analysis,Czech_Republic-CZ-1-27.txt,15,V posuzované věci Městský úřad v Prachaticích rozhodoval o změně ochranných pásem vodárenské nádrže v působnosti přenesené (obdobně to platí i pro případné rozhodování krajského úřadu).
L1 Analysis,Czech_Republic-CZ-1-27.txt,16,"Tuto skutečnost lze jednoznačně dovodit v prvé řadě za použití systematického výkladu příslušného ustanovení vodního zákona: jestliže bude krajský úřad podle § 107 písm. v) vodního zákona, ve znění zákona č. 20/2004 Sb., rozhodovat o ochranných pásmech vodních zdrojů, bude tak činit jako vodoprávní úřad vykonávající státní správu [srov. § 67 odst. 1 písm. g) zákona č. 129/2000 Sb., o krajích (krajské zřízení)]."
L1 Analysis,Czech_Republic-CZ-1-27.txt,17,"Uvedené ustanovení § 107 vodního zákona je ostatně součástí hlavy XI. části první tohoto zákona, nazvané „Výkon státní správy“."
L1 Analysis,Czech_Republic-CZ-1-27.txt,18,"Na orgány vykonávající veřejnou správu je přitom třeba nahlížet nikoliv z hlediska jejich formálního vymezení (tedy krajský úřad bezvýjimečně vždy vystupující jako orgán územní samosprávy), ale nepochybně je nezbytné individuálně v každé konkrétní věci hodnotit, jaké pravomoci daný orgán právě vykonává (srov. v této souvislosti např. rozhodnutí Vrchního soudu v Praze ze dne 15. 6. 2000, Soudní judikatura ve věcech správních č. 1042/2002)."
L1 Analysis,Czech_Republic-CZ-1-27.txt,19,"Tomu ostatně odpovídá i ta skutečnost, že činí-li orgány územní samosprávy úkony v samostatné působnosti, činí je na vlastní náklady, zatímco vykonávají-li tytéž orgány přenesenou působnost (státní správu), dostávají na tuto činnost finanční příspěvek ze státního rozpočtu (§ 29 odst. 1 krajského zřízení)."
L1 Analysis,Czech_Republic-CZ-1-27.txt,20,"Nejvyššímu správnímu soudu je znám také opačný názor, který je v obecné rovině v literatuře: „Pokud jde o orgány územní samosprávy, není pro eventuální kompetenční spor rozhodné, zda jednají v přenesené nebo samostatné působnosti. “ (Vopálka, V., Mikule, V., Šimůnková, V., Šolín, M.: Soudní řád správní. Komentář."
L1 Analysis,Czech_Republic-CZ-1-27.txt,21,"Praha: C. H. Beck, 2004, s. 249)."
L1 Analysis,Czech_Republic-CZ-1-27.txt,22,Takovéto pojetí záporného kompetenčního konfliktu ve smyslu § 97 odst. 1 písm. a) s. ř. s. ovšem nelze v posuzovaném případě aplikovat.
L1 Analysis,Czech_Republic-CZ-1-27.txt,23,"V dané věci se totiž jedná pouze o spor o výklad některých ustanovení právního předpisu v konkrétně vymezené oblasti státní správy (zde ochrana vodních zdrojů) a pokud by Nejvyšší správní soud akceptoval pojetí, že je věcně příslušný k rozhodování takovýchto sporů, postupoval by tak v rozporu s principy organizace státní správy, jak byly popsány výše."
L1 Analysis,Czech_Republic-CZ-1-27.txt,24,Kompetenční spor v rámci konkrétně vymezeného úseku státní správy mezi nadřízeným a podřízeným správním úřadem v uvedené podobě tedy ze shora nastíněných důvodů vzniknout nemůže.
L1 Analysis,Czech_Republic-CZ-1-27.txt,25,"Nejvyšší správní soud proto v této souvislosti poznamenává, že žalobce ani žalovaného není možné vzhledem k pravomocem, které v posuzované věci vykonávají, považovat za orgány samosprávné a lze tedy uzavřít, že o případ kompetenčního sporu podle § 97 odst. 1 písm. a) nebo písm. b) se zde nejedná."
L1 Analysis,Czech_Republic-CZ-1-27.txt,26,"Ustanovení § 97 odst. 1 písm. c) s. ř. s. v této věci současně aplikovat také nelze, neboť žalobce jednoznačně není v předmětné oblasti státní správy ústředním správním úřadem."
L1 Analysis,Czech_Republic-CZ-1-27.txt,27,"Jak mimo jiné vyplývá z rozhodnutí Nejvyššího správního soudu ze dne 23. 7. 2004, č. 339/2004 Sb. NSS, jsou „ústředními správními úřady ve smyslu ustanovení § 97 odst. 1 písm. c) s. ř. s. jen ty ústřední orgány státní správy České republiky, které jsou buď zákonem ČNR č. 2/1969 Sb., o zřízení ministerstev a jiných ústředních orgánů státní správy, nebo zvláštním zákonem jako ústřední správní úřad nebo ústřední orgán státní správy výslovně označeny.“ Ústředním správním úřadem na úseku ochrany vodních zdrojů je přitom bezpochyby pouze žalovaný [§ 19 odst. 2 zákona ČNR č. 2/1969 Sb., o zřízení ministerstev a jiných ústředních orgánů státní správy a § 108 odst. 2 písm. h) vodního zákona]."
L1 Analysis,Czech_Republic-CZ-1-27.txt,28,"Z výše uvedených důvodu tedy nemohl mezi žalobcem a žalovaným vzniknout záporný kompetenční spor ve smyslu ustanovení § 97 s. ř. s., k jehož řešení by byl příslušný Nejvyšší správní soud, který proto žalobu jako nepřípustnou odmítl [§ 46 odst. 1 písm. d) s. ř. s. ve spojení s § 99 písm. a) s. ř. s.]."
L1 Analysis,Czech_Republic-CZ-1-27.txt,29,"Závěrem Nejvyšší správní soud poznamenává, že žalobci v dané věci nezbývá než respektovat právní názor nadřízeného správního orgánu."
L1 Analysis,Czech_Republic-CZ-1-27.txt,30,"Pokud by zákonodárce zamýšlel závazně určit orgán, který má pravomoc dokončit řízení a rozhodnout o odvolání ve zkoumané věci, výslovně by tak v přechodných ustanoveních zákona č. 20/2004 Sb. musel učinit (srov. např. čl. CXVIII bod 4. zákona č. 320/2002 Sb., o změně a zrušení některých zákonů v souvislosti s ukončením činnosti okresních úřadů), k čemuž ovšem v daném případě nedošlo."
L1 Analysis,Czech_Republic-CZ-1-27.txt,31,Není přitom úkolem soudní moci v této konkrétní věci jakýmkoliv způsobem zákonodárce nahrazovat.
L1 Analysis,Czech_Republic-CZ-1-27.txt,32,"Zbývá dodat, že v řízení o kompetenčních žalobách je osobou zúčastněnou na řízení každý, kdo byl účastníkem řízení, v němž kompetenční spor vznikl, pokud sám žalobu nepodal (§ 98 odst. 5 s. ř. s.)."
L1 Analysis,Czech_Republic-CZ-1-27.txt,33,"Těchto osob je několik set (zejména jde o vlastníky pozemků sídlící nebo bydlící v katastrálních územích Č. B., P., H., V. a řadě dalších), jejich seznam je uveden v tabelární příloze, která byla k žalobě připojena."
L1 Analysis,Czech_Republic-CZ-1-27.txt,34,"Za této situace soud shledal splněnou podmínku § 42 odst. 4 s. ř. s., podle něhož se tehdy, je-li zřejmé, že doručování osobám zúčastněným na řízení bude neúměrně zdlouhavé, nákladné, administrativně náročné nebo nemožné, doručí rozhodnutí vyvěšením na úřední desce soudu."
L1 Analysis,Czech_Republic-CZ-1-27.txt,35,Okamžik doručení v takovém případě nastane patnáctým dnem po vyvěšení (§ 50i odst. 1 o. s. ř. a § 64 s. ř. s.).
L1 Analysis,Czech_Republic-CZ-1-27.txt,36,"O nákladech řízení rozhodl Nejvyšší správní soudu v souladu s ustanovením § 101 s. ř. s. tak, že žádný z účastníků nemá právo na náhradu nákladů řízení."
L1 Background,Czech_Republic-CZ-1-1.txt,0,"[1] Žalobce podal dne 13. 12. 2000 žádost o udělení azylu, které žalovaný vyhověl a rozhodnutím ze dne 3. 8. 2002 mu udělil azyl podle § 12 písm. b) zákona č. 325/1999 Sb., o azylu a o změně zákona č. 283/1991 Sb., o Policii České republiky, ve znění pozdějších předpisů (dále jen „zákon o azylu“)."
L1 Background,Czech_Republic-CZ-1-1.txt,1,"V daném období vystupoval pod nepravou identitou, jako ukrajinský občan O. K. (nar. x), pod tímto jménem mu byl také udělen azyl. I. II. 1 Azs 3/2013 [2] Dne 27. 8. 2010 dal Útvar pro odhalování organizovaného zločinu (dále jen „ÚOOZ“) žalovanému podnět k zahájení řízení o odnětí azylu žalobci s tím, že žalobce byl dne 24. 8. 2010 zadržen na základě mezinárodního zatýkacího rozkazu vydaného ukrajinskými státními orgány na osobu V. P., přičemž bylo zjištěno, že O. K. a V. P. je jedna a táž osoba."
L1 Background,Czech_Republic-CZ-1-1.txt,2,"Mezinárodní zatýkací rozkaz byl vydán pro podezření ze spáchání trestného činu vraždy, kterého se měl žalobce dopustit v roce 1992 na Ukrajině. [3] Žalovaný na základě tohoto podnětu zahájil s žalobcem řízení o odnětí azylu, v němž rozhodl (v záhlaví specifikovaným rozhodnutím), že se mu azyl podle § 17 odst. 1 písm. a) zákona o azylu odnímá a zároveň že se mu neuděluje doplňková ochrana dle § 14a a § 14b téhož zákona."
L1 Background,Czech_Republic-CZ-1-1.txt,3,"Rozhodnutí o odnětí azylu zdůvodnil tím, že žalobce uváděl v řízení o žádosti o udělení azylu ze dne 13. 2. 2000 nepravdivé údaje o své totožnosti a dalších závažných okolnostech svého života a důvodech odchodu z vlasti, které významným způsobem ovlivnily rozhodnutí o udělení azylu."
L1 Background,Czech_Republic-CZ-1-1.txt,4,"Učinil tak úmyslně, s cílem dosáhnout pozitivního rozhodnutí ve věci. [4] Žalobce podal proti rozhodnutí žalovaného žalobu, které krajský soud vyhověl."
L1 Background,Czech_Republic-CZ-1-1.txt,5,"V záhlaví specifikovaným rozsudkem rozhodl tak, že výrokem I. zrušil napadené správní rozhodnutí a vrátil věc žalovanému k dalšímu řízení, výrokem II. rozhodl, že žádný z účastníků nemá právo na náhradu nákladů řízení, a konečně výrokem III. stanovil žalovanému povinnost zaplatit zástupci žalobce náhradu nákladů řízení spojených s jeho zastoupením v částce 12.120 Kč."
L1 Background,Czech_Republic-CZ-1-1.txt,6,"Proti rozsudku krajského soudu nyní brojí žalovaný (dále též „stěžovatel“) kasační stížností. [5] Krajský soud v odůvodnění svého rozsudku nejprve konstatoval, že v době, kdy o azyl požádal žalobce, projednával celou řadu žalob státních občanů Ukrajiny, kteří v žádosti předestřeli příběh téměř totožný s příběhem žalobce – mělo se jednat o podnikatelské subjekty, které se dostaly do konfliktu s mafií obvykle kvůli tzv. „výpalnému“. Žadatelé svorně tvrdili, že pomoc u orgánů policie nehledali, neboť tato je s mafií provázána a efektivní ochrany by se tak nedočkali."
L1 Background,Czech_Republic-CZ-1-1.txt,7,"Dle soudu lze obecně říci, že správní orgán nebyl takto odůvodňovaným žádostem nakloněn a azylově relevantní důvody v tvrzeních žadatelů neshledával."
L1 Background,Czech_Republic-CZ-1-1.txt,8,Stejně tak se v tomto konkrétním časovém úseku sjednotila i judikatura krajských soudů a Nejvyššího správního soudu.
L1 Background,Czech_Republic-CZ-1-1.txt,9,"Podle krajského soudu se případ žalobce tak, jak jej správnímu orgánu v roce 2000 předložil, žádným zásadním způsobem neodlišuje od případů žadatelů o udělení azylu přišedších z Ukrajiny, kterým při obdobných tvrzeních a za stejné společensko-politické a bezpečnostní situace v zemi původu vyhověno nebylo."
L1 Background,Czech_Republic-CZ-1-1.txt,10,"Krajský soud tak neměl, s ohledem na „velmi skromné“ odůvodnění rozhodnutí z roku 2002, možnost usoudit, jaké okolnosti přivedly žalovaného k závěru, že žalobce naplnil podmínky § 12 písm. b) zákona o azylu."
L1 Background,Czech_Republic-CZ-1-1.txt,11,"Tyto úvahy soud považoval za podstatné rovněž s ohledem na tvrzení učiněná žalobcem v průběhu soudního řízení, podle nichž důvodem pro udělení azylu byla jeho spolupráce s orgány BIS a ÚOOZ (přičemž za účelem prokázání těchto tvrzení navrhl výslech tří bývalých pracovníků ÚOOZ). [6] K argumentaci žalovaného, že podrobnější odůvodnění rozhodnutí o udělení azylu nebylo zapotřebí, neboť žalobcově žádosti bylo vyhověno, krajský soud opětovně zdůraznil, že byť měl k dispozici veškeré informace, kterými disponoval správní orgán, nebyl schopen bez dalšího postihnout, v čem spočívala specifičnost žalobcova případu, pro kterou bylo jeho žádosti vyhověno."
L1 Background,Czech_Republic-CZ-1-1.txt,12,"Dle soudu „mínil-li by správní orgán vážně tento svůj postoj, pak by do svého rozhodování v těchto typech řízení vnášel prvky libovůle a nepředvídatelnosti“. 1 Azs 3/2013 - 28 pokračování [7] Žalobce již v řízení zahájeném v roce 2000 zmiňoval problémy s mafií Doněcké oblasti a v řízení o odnětí mezinárodní ochrany uváděl jméno R. A., tedy na Ukrajině velmi vlivné osoby, se kterou se dostal do „podnikatelského konfliktu“ v roce 1995. Žalovaný tak dle soudu mohl tušit, že se zřejmě nejedná o obvyklý případ střetu dvou podnikatelů, a měl věnovat dokazování důkladnější pozornost."
L1 Background,Czech_Republic-CZ-1-1.txt,13,"Krajský soud připustil, že „striktní výklad“ § 17 odst. 1 písm. a) zákona o azylu při zjištění okolností umožňujících jeho aplikaci by při obvyklé situaci prostor pro další úvahy nedával."
L1 Background,Czech_Republic-CZ-1-1.txt,14,"Celý příběh žalobce je ovšem dle přesvědčení krajského soudu natolik „netypický“, že je potřeba vyvrátit či potvrdit žalobcova tvrzení a v souvislosti s nimi rovněž jeho obavy."
L1 Background,Czech_Republic-CZ-1-1.txt,15,"Za nezodpovězené a důkazně nepodložené označil dvě otázky: a) zda byla důvodem udělení azylu v roce 2002 spolupráce s BIS a ÚOOZ a b) zda s ohledem na neměnné tvrzení žalobce o obavách z reakcí podnikatele, se kterým se dostal na Ukrajině do konfliktu a který je napojen na mafii, lze skutečně usuzovat na možnost bezpečného návratu žalobce do vlasti. [8] Na žádnou z těchto otázek krajský soud nemohl s ohledem na zatímní důkazní situaci v řízení nalézt přesvědčivou odpověď."
L1 Background,Czech_Republic-CZ-1-1.txt,16,"Tvrzení žalobce o důvodech a podstatě udělení azylu by mohlo objasnit důvody, pro které žalobce skrýval svoji totožnost a nezmínil své působení u policie."
L1 Background,Czech_Republic-CZ-1-1.txt,17,"Teprve po podrobném prověření této otázky bude mít správní orgán dostatek informací pro vysvětlení žalobcova přístupu k řízení v roce 2000 a úvahám, zda je právě v tomto konkrétním případě odnětí azylu namístě."
