Type,Document,Start,End
L1 Analysis,Czech_Republic-CZ-1-25.txt,2780,12798
L2 Outcome,Czech_Republic-CZ-1-25.txt,12169,12707
L1 Background,Czech_Republic-CZ-1-26.txt,0,1945
L1 Analysis,Czech_Republic-CZ-1-26.txt,1949,10871
L2 Outcome,Czech_Republic-CZ-1-26.txt,10520,10778
L1 Background,Czech_Republic-CZ-1-30.txt,4,413
L2 Outcome,Czech_Republic-CZ-1-30.txt,417,865
L1 Analysis,Czech_Republic-CZ-1-30.txt,417,1013
L1 Background,Czech_Republic-CZ-1-28.txt,0,3923
L1 Analysis,Czech_Republic-CZ-1-28.txt,3927,12722
L2 Outcome,Czech_Republic-CZ-1-28.txt,11731,12630
L1 Background,Czech_Republic-CZ-1-29.txt,4,5690
L1 Analysis,Czech_Republic-CZ-1-29.txt,5696,12352
L2 Outcome,Czech_Republic-CZ-1-29.txt,11518,12256
L1 Background,Czech_Republic-CZ-1-32.txt,0,8006
L1 Analysis,Czech_Republic-CZ-1-32.txt,8010,12016
L2 Outcome,Czech_Republic-CZ-1-32.txt,11767,11938
L1 Background,Czech_Republic-CZ-1-31.txt,0,5380
L1 Analysis,Czech_Republic-CZ-1-31.txt,5390,12754
L2 Outcome,Czech_Republic-CZ-1-31.txt,12422,12669
L1 Background,Czech_Republic-CZ-1-36.txt,6,13424
L1 Analysis,Czech_Republic-CZ-1-36.txt,13428,80187
L2 Outcome,Czech_Republic-CZ-1-36.txt,79968,80185
L1 Background,Czech_Republic-CZ-1-33.txt,2,18442
L1 Analysis,Czech_Republic-CZ-1-33.txt,18446,35100
L2 Outcome,Czech_Republic-CZ-1-33.txt,34862,35100
L1 Background,Czech_Republic-CZ-1-42.txt,2,13096
L1 Analysis,Czech_Republic-CZ-1-42.txt,13100,35741
L2 Outcome,Czech_Republic-CZ-1-42.txt,35199,35741
L1 Background,Czech_Republic-CZ-1-35.txt,4,6265
L1 Analysis,Czech_Republic-CZ-1-35.txt,6271,10406
L2 Outcome,Czech_Republic-CZ-1-35.txt,10035,10331
L1 Background,Czech_Republic-CZ-1-37.txt,2,3788
L1 Analysis,Czech_Republic-CZ-1-37.txt,3793,11001
L2 Outcome,Czech_Republic-CZ-1-37.txt,10745,10928
L1 Background,Czech_Republic-CZ-1-34.txt,0,5371
L1 Analysis,Czech_Republic-CZ-1-34.txt,5375,15176
L2 Outcome,Czech_Republic-CZ-1-34.txt,14846,15086
L1 Background,Czech_Republic-CZ-1-38.txt,3,4740
L1 Analysis,Czech_Republic-CZ-1-38.txt,4744,12961
L2 Outcome,Czech_Republic-CZ-1-38.txt,12586,12886
L1 Background,Czech_Republic-CZ-1-39.txt,6,28075
L1 Analysis,Czech_Republic-CZ-1-39.txt,28083,68978
L2 Outcome,Czech_Republic-CZ-1-39.txt,66143,67109
L1 Background,Czech_Republic-CZ-1-40.txt,2,8509
L1 Analysis,Czech_Republic-CZ-1-40.txt,8513,27263
L2 Outcome,Czech_Republic-CZ-1-40.txt,27056,27195
L1 Background,Czech_Republic-CZ-1-41.txt,2,2444
L1 Analysis,Czech_Republic-CZ-1-41.txt,2448,5541
L2 Outcome,Czech_Republic-CZ-1-41.txt,5243,5473
L1 Background,Czech_Republic-CZ-1-46.txt,2,4630
L1 Analysis,Czech_Republic-CZ-1-46.txt,4636,17331
L2 Outcome,Czech_Republic-CZ-1-46.txt,16371,16615
L1 Background,Czech_Republic-CZ-1-52.txt,3,10210
L1 Analysis,Czech_Republic-CZ-1-52.txt,10214,46721
L2 Outcome,Czech_Republic-CZ-1-52.txt,45974,46190
L1 Background,Czech_Republic-CZ-1-43.txt,4,1321
L1 Analysis,Czech_Republic-CZ-1-43.txt,1329,8292
L2 Outcome,Czech_Republic-CZ-1-43.txt,7607,8162
L1 Background,Czech_Republic-CZ-1-44.txt,6,10708
L1 Analysis,Czech_Republic-CZ-1-44.txt,10712,18458
L2 Outcome,Czech_Republic-CZ-1-44.txt,17724,18458
L1 Background,Czech_Republic-CZ-1-45.txt,6,13351
L1 Analysis,Czech_Republic-CZ-1-45.txt,13355,24530
L2 Outcome,Czech_Republic-CZ-1-45.txt,24117,24530
L1 Background,Czech_Republic-CZ-1-47.txt,0,10460
L1 Analysis,Czech_Republic-CZ-1-47.txt,10465,15050
L2 Outcome,Czech_Republic-CZ-1-47.txt,14434,14972
L1 Background,Czech_Republic-CZ-1-50.txt,3,6103
L1 Analysis,Czech_Republic-CZ-1-50.txt,6107,9451
L2 Outcome,Czech_Republic-CZ-1-50.txt,9048,9381
L1 Background,Czech_Republic-CZ-1-51.txt,2,1046
L1 Analysis,Czech_Republic-CZ-1-51.txt,1050,5227
L2 Outcome,Czech_Republic-CZ-1-51.txt,4870,5168
L1 Background,Czech_Republic-CZ-1-49.txt,6,3190
L1 Analysis,Czech_Republic-CZ-1-49.txt,3194,6403
L2 Outcome,Czech_Republic-CZ-1-49.txt,6193,6403
L1 Background,Czech_Republic-CZ-1-48.txt,2,3862
L1 Analysis,Czech_Republic-CZ-1-48.txt,3866,10432
L2 Outcome,Czech_Republic-CZ-1-48.txt,10210,10364
L1 Background,Czech_Republic-CZ-1-56.txt,0,15911
L1 Analysis,Czech_Republic-CZ-1-56.txt,15915,26284
L2 Outcome,Czech_Republic-CZ-1-56.txt,25476,25808
L1 Background,Czech_Republic-CZ-1-57.txt,0,8969
L1 Analysis,Czech_Republic-CZ-1-57.txt,8973,17054
L2 Outcome,Czech_Republic-CZ-1-57.txt,16433,16980
L1 Background,Czech_Republic-CZ-1-53.txt,0,12481
L1 Analysis,Czech_Republic-CZ-1-53.txt,12519,32708
L2 Outcome,Czech_Republic-CZ-1-53.txt,32388,32641
L1 Background,Czech_Republic-CZ-1-54.txt,6,25394
L1 Analysis,Czech_Republic-CZ-1-54.txt,25400,74905
L2 Outcome,Czech_Republic-CZ-1-54.txt,73687,74296
L1 Background,Czech_Republic-CZ-1-58.txt,2,10345
L1 Analysis,Czech_Republic-CZ-1-58.txt,10353,20624
L2 Outcome,Czech_Republic-CZ-1-58.txt,20058,20624
L1 Background,Czech_Republic-CZ-1-55.txt,6,8884
L1 Analysis,Czech_Republic-CZ-1-55.txt,8884,44341
L2 Outcome,Czech_Republic-CZ-1-55.txt,43849,44341
L1 Background,Czech_Republic-CZ-1-60.txt,6,7118
L1 Analysis,Czech_Republic-CZ-1-60.txt,7126,118714
L2 Outcome,Czech_Republic-CZ-1-60.txt,118011,118608
L2 Outcome,Czech_Republic-CZ-1-59.txt,6,466
L1 Background,Czech_Republic-CZ-1-59.txt,6,1890
L1 Analysis,Czech_Republic-CZ-1-59.txt,6,466
L1 Analysis,Czech_Republic-CZ-1-59.txt,1894,10154
L1 Background,Czech_Republic-CZ-1-62.txt,0,4358
L1 Analysis,Czech_Republic-CZ-1-62.txt,4363,12600
L2 Outcome,Czech_Republic-CZ-1-62.txt,11923,12538
L1 Background,Czech_Republic-CZ-1-61.txt,0,5479
L1 Analysis,Czech_Republic-CZ-1-61.txt,5484,25347
L2 Outcome,Czech_Republic-CZ-1-61.txt,24756,25285
L1 Background,Czech_Republic-CZ-1-63.txt,0,6003
L1 Analysis,Czech_Republic-CZ-1-63.txt,6009,15614
L2 Outcome,Czech_Republic-CZ-1-63.txt,15337,15548
L1 Background,Czech_Republic-CZ-1-64.txt,0,3998
L1 Analysis,Czech_Republic-CZ-1-64.txt,4004,8560
L2 Outcome,Czech_Republic-CZ-1-64.txt,7047,8359
L1 Background,Czech_Republic-CZ-1-66.txt,0,5804
L1 Analysis,Czech_Republic-CZ-1-66.txt,5809,23690
L2 Outcome,Czech_Republic-CZ-1-66.txt,22679,23686
L1 Background,Czech_Republic-CZ-1-65.txt,2,13491
L1 Analysis,Czech_Republic-CZ-1-65.txt,13496,26386
L2 Outcome,Czech_Republic-CZ-1-65.txt,25281,26197
L1 Background,Czech_Republic-CZ-1-67.txt,1,5233
L1 Analysis,Czech_Republic-CZ-1-67.txt,5238,12237
L2 Outcome,Czech_Republic-CZ-1-67.txt,11616,12177
L1 Background,Czech_Republic-CZ-1-68.txt,1,2934
L1 Analysis,Czech_Republic-CZ-1-68.txt,2939,10730
L2 Outcome,Czech_Republic-CZ-1-68.txt,10002,10664
L1 Background,Czech_Republic-CZ-1-70.txt,0,5673
L1 Analysis,Czech_Republic-CZ-1-70.txt,5686,18045
L2 Outcome,Czech_Republic-CZ-1-70.txt,17549,17983
L1 Background,Czech_Republic-CZ-1-69.txt,0,3229
L1 Analysis,Czech_Republic-CZ-1-69.txt,3235,8892
L2 Outcome,Czech_Republic-CZ-1-69.txt,8394,8797
L1 Background,Czech_Republic-CZ-1-71.txt,1,4108
L1 Analysis,Czech_Republic-CZ-1-71.txt,4113,15332
L2 Outcome,Czech_Republic-CZ-1-71.txt,14865,15238
L1 Background,Czech_Republic-CZ-1-72.txt,0,8272
L1 Analysis,Czech_Republic-CZ-1-72.txt,8276,29726
L2 Outcome,Czech_Republic-CZ-1-72.txt,28876,29610
L1 Background,Czech_Republic-CZ-1-73.txt,0,2826
L1 Analysis,Czech_Republic-CZ-1-73.txt,2830,12014
L2 Outcome,Czech_Republic-CZ-1-73.txt,11324,12014
L1 Background,Czech_Republic-CZ-1-75.txt,4,5722
L1 Analysis,Czech_Republic-CZ-1-75.txt,5738,17819
L2 Outcome,Czech_Republic-CZ-1-75.txt,16421,16908
L2 Outcome,Czech_Republic-CZ-1-75.txt,17406,17602
L1 Background,Czech_Republic-CZ-1-74.txt,1,623
L1 Analysis,Czech_Republic-CZ-1-74.txt,628,1873
L2 Outcome,Czech_Republic-CZ-1-74.txt,1578,1805
L1 Background,Czech_Republic-CZ-1-77.txt,0,20181
L1 Analysis,Czech_Republic-CZ-1-77.txt,20182,35407
L2 Outcome,Czech_Republic-CZ-1-77.txt,34788,35345
L1 Background,Czech_Republic-CZ-1-76.txt,0,7268
L1 Analysis,Czech_Republic-CZ-1-76.txt,7273,25381
L2 Outcome,Czech_Republic-CZ-1-76.txt,24118,25381
L1 Background,Czech_Republic-CZ-1-78.txt,1,9359
L1 Analysis,Czech_Republic-CZ-1-78.txt,9369,21255
L2 Outcome,Czech_Republic-CZ-1-78.txt,19706,21184
L1 Background,Czech_Republic-CZ-1-79.txt,0,11326
L1 Analysis,Czech_Republic-CZ-1-79.txt,11331,26845
L2 Outcome,Czech_Republic-CZ-1-79.txt,25873,26841
L1 Background,Czech_Republic-CZ-1-80.txt,0,6290
L1 Analysis,Czech_Republic-CZ-1-80.txt,6295,14422
L2 Outcome,Czech_Republic-CZ-1-80.txt,12869,14360
L1 Background,Czech_Republic-CZ-1-99.txt,0,7553
L1 Analysis,Czech_Republic-CZ-1-99.txt,7558,19236
L2 Outcome,Czech_Republic-CZ-1-99.txt,18055,18951
L1 Background,Czech_Republic-CZ-1-100.txt,0,14599
L1 Analysis,Czech_Republic-CZ-1-100.txt,14604,26655
L2 Outcome,Czech_Republic-CZ-1-100.txt,26188,26399
L1 Background,Czech_Republic-CZ-1-81.txt,0,13750
L1 Analysis,Czech_Republic-CZ-1-81.txt,13755,23639
L2 Outcome,Czech_Republic-CZ-1-81.txt,23324,23527
L1 Background,Czech_Republic-CZ-1-82.txt,2,9111
L1 Analysis,Czech_Republic-CZ-1-82.txt,9115,24242
L2 Outcome,Czech_Republic-CZ-1-82.txt,22078,24158
L1 Background,Czech_Republic-CZ-1-86.txt,1,9526
L1 Analysis,Czech_Republic-CZ-1-86.txt,9529,43234
L2 Outcome,Czech_Republic-CZ-1-86.txt,41849,42931
L1 Background,Czech_Republic-CZ-1-84.txt,1,10637
L1 Analysis,Czech_Republic-CZ-1-84.txt,10642,37909
L2 Outcome,Czech_Republic-CZ-1-84.txt,36672,37617
L1 Background,Czech_Republic-CZ-1-83.txt,1,3402
L1 Analysis,Czech_Republic-CZ-1-83.txt,3406,12961
L2 Outcome,Czech_Republic-CZ-1-83.txt,11837,12727
L1 Background,Czech_Republic-CZ-1-85.txt,1,16923
L1 Analysis,Czech_Republic-CZ-1-85.txt,16928,25802
L2 Outcome,Czech_Republic-CZ-1-85.txt,25202,25672
L1 Background,Czech_Republic-CZ-1-88.txt,0,10223
L1 Analysis,Czech_Republic-CZ-1-88.txt,10228,28062
L2 Outcome,Czech_Republic-CZ-1-88.txt,27748,27981
L1 Background,Czech_Republic-CZ-1-89.txt,2,2699
L1 Analysis,Czech_Republic-CZ-1-89.txt,2704,15587
L2 Outcome,Czech_Republic-CZ-1-89.txt,14900,15457
L1 Background,Czech_Republic-CZ-1-90.txt,0,24224
L1 Analysis,Czech_Republic-CZ-1-90.txt,24228,54964
L2 Outcome,Czech_Republic-CZ-1-90.txt,53988,54837
L1 Background,Czech_Republic-CZ-1-87.txt,0,19038
L1 Analysis,Czech_Republic-CZ-1-87.txt,19044,46697
L2 Outcome,Czech_Republic-CZ-1-87.txt,45627,45907
L1 Background,Czech_Republic-CZ-1-91.txt,2,6526
L1 Analysis,Czech_Republic-CZ-1-91.txt,6531,11438
L2 Outcome,Czech_Republic-CZ-1-91.txt,10166,11365
L1 Background,Czech_Republic-CZ-1-92.txt,2,7802
L1 Analysis,Czech_Republic-CZ-1-92.txt,7807,18291
L2 Outcome,Czech_Republic-CZ-1-92.txt,17102,18087
L1 Background,Czech_Republic-CZ-1-93.txt,0,2691
L1 Analysis,Czech_Republic-CZ-1-93.txt,2696,13938
L2 Outcome,Czech_Republic-CZ-1-93.txt,13272,13864
L1 Background,Czech_Republic-CZ-1-94.txt,1,3196
L1 Analysis,Czech_Republic-CZ-1-94.txt,3200,7014
L2 Outcome,Czech_Republic-CZ-1-94.txt,6417,6941
L1 Background,Czech_Republic-CZ-1-95.txt,1,6213
L1 Analysis,Czech_Republic-CZ-1-95.txt,6218,13092
L2 Outcome,Czech_Republic-CZ-1-95.txt,12397,12981
L1 Background,Czech_Republic-CZ-1-97.txt,1,21109
L1 Analysis,Czech_Republic-CZ-1-97.txt,21114,63763
L2 Outcome,Czech_Republic-CZ-1-97.txt,63052,63635
L1 Background,Czech_Republic-CZ-1-98.txt,1,21011
L1 Analysis,Czech_Republic-CZ-1-98.txt,21015,44996
L2 Outcome,Czech_Republic-CZ-1-98.txt,44733,44925
L1 Background,Czech_Republic-CZ-1-96.txt,1,4548
L1 Analysis,Czech_Republic-CZ-1-96.txt,4552,11362
L2 Outcome,Czech_Republic-CZ-1-96.txt,10484,11112
