Type,Document,Start,End
L1 Analysis,Poland-PL-1-7.txt,3622,16144
L0 Out of Scope,Poland-PL-1-4.txt,0,292
L0 Heading,Poland-PL-1-4.txt,295,304
L2 Outcome,Poland-PL-1-4.txt,295,690
L0 Heading,Poland-PL-1-4.txt,693,705
L1 Background,Poland-PL-1-4.txt,693,2705
L0 Heading,Poland-PL-1-4.txt,2707,2745
L1 Analysis,Poland-PL-1-4.txt,2746,4852
L1 Analysis,Poland-PL-1-4.txt,2707,2745
L0 Out of Scope,Poland-PL-1-8.txt,0,320
L0 Heading,Poland-PL-1-8.txt,323,332
L2 Outcome,Poland-PL-1-8.txt,323,902
L0 Heading,Poland-PL-1-8.txt,905,917
L1 Background,Poland-PL-1-8.txt,905,5527
L0 Heading,Poland-PL-1-8.txt,5528,5564
L1 Analysis,Poland-PL-1-8.txt,5528,8830
L0 Out of Scope,Poland-PL-1-5.txt,0,764
L0 Heading,Poland-PL-1-5.txt,767,776
L2 Outcome,Poland-PL-1-5.txt,767,1224
L0 Heading,Poland-PL-1-5.txt,1227,1239
L1 Background,Poland-PL-1-5.txt,1227,3775
L0 Heading,Poland-PL-1-5.txt,3776,3812
L1 Analysis,Poland-PL-1-5.txt,3776,7893
L0 Out of Scope,Poland-PL-1-11.txt,0,665
L0 Heading,Poland-PL-1-11.txt,668,677
L2 Outcome,Poland-PL-1-11.txt,668,1300
L0 Heading,Poland-PL-1-11.txt,1303,1315
L1 Background,Poland-PL-1-11.txt,1303,4387
L0 Heading,Poland-PL-1-11.txt,4389,4424
L1 Analysis,Poland-PL-1-11.txt,4389,10657
L0 Out of Scope,Poland-PL-1-10.txt,0,2046
L0 Heading,Poland-PL-1-10.txt,2049,2058
L2 Outcome,Poland-PL-1-10.txt,2049,2458
L0 Heading,Poland-PL-1-10.txt,2461,2473
L1 Background,Poland-PL-1-10.txt,2461,7254
L0 Heading,Poland-PL-1-10.txt,7256,7291
L1 Analysis,Poland-PL-1-10.txt,7255,15417
L0 Out of Scope,Poland-PL-1-13.txt,0,699
L0 Heading,Poland-PL-1-13.txt,702,711
L2 Outcome,Poland-PL-1-13.txt,702,1080
L0 Heading,Poland-PL-1-13.txt,1083,1095
L1 Background,Poland-PL-1-13.txt,1083,4922
L0 Heading,Poland-PL-1-13.txt,4924,4959
L1 Analysis,Poland-PL-1-13.txt,4923,10316
L0 Out of Scope,Poland-PL-1-15.txt,0,1441
L0 Heading,Poland-PL-1-15.txt,1444,1453
L2 Outcome,Poland-PL-1-15.txt,1444,2057
L0 Heading,Poland-PL-1-15.txt,2060,2072
L1 Background,Poland-PL-1-15.txt,2060,5698
L0 Heading,Poland-PL-1-15.txt,5701,5736
L1 Analysis,Poland-PL-1-15.txt,5701,12016
L0 Out of Scope,Poland-PL-1-12.txt,0,1040
L0 Heading,Poland-PL-1-12.txt,1043,1052
L2 Outcome,Poland-PL-1-12.txt,1043,1544
L0 Heading,Poland-PL-1-12.txt,1547,1559
L1 Background,Poland-PL-1-12.txt,1547,2702
L1 Analysis,Poland-PL-1-12.txt,2703,9691
L0 Heading,Poland-PL-1-12.txt,2704,2741
L0 Out of Scope,Poland-PL-1-14.txt,0,984
L0 Heading,Poland-PL-1-14.txt,987,996
L2 Outcome,Poland-PL-1-14.txt,987,1258
L0 Heading,Poland-PL-1-14.txt,1261,1273
L1 Background,Poland-PL-1-14.txt,1261,4336
L0 Heading,Poland-PL-1-14.txt,4338,4373
L1 Analysis,Poland-PL-1-14.txt,4337,11501
L0 Out of Scope,Poland-PL-1-16.txt,0,559
L0 Heading,Poland-PL-1-16.txt,562,571
L2 Outcome,Poland-PL-1-16.txt,562,1003
L0 Heading,Poland-PL-1-16.txt,1006,1018
L1 Analysis,Poland-PL-1-16.txt,1395,3867
L1 Background,Poland-PL-1-16.txt,1019,1394
L1 Background,Poland-PL-1-16.txt,1006,1018
L0 Out of Scope,Poland-PL-1-17.txt,0,247
L0 Heading,Poland-PL-1-17.txt,250,259
L2 Outcome,Poland-PL-1-17.txt,250,518
L0 Heading,Poland-PL-1-17.txt,521,533
L1 Analysis,Poland-PL-1-6.txt,1015,1368
L1 Analysis,Poland-PL-1-7.txt,623,972
L1 Analysis,Poland-PL-1-4.txt,295,690
L1 Analysis,Poland-PL-1-8.txt,323,902
L1 Analysis,Poland-PL-1-5.txt,767,1224
L1 Analysis,Poland-PL-1-11.txt,668,1300
L1 Analysis,Poland-PL-1-10.txt,2049,2458
L1 Analysis,Poland-PL-1-13.txt,702,1080
L1 Analysis,Poland-PL-1-15.txt,1444,2057
L1 Analysis,Poland-PL-1-12.txt,1043,1544
L1 Analysis,Poland-PL-1-14.txt,987,1258
L1 Analysis,Poland-PL-1-16.txt,562,1003
L1 Analysis,Poland-PL-1-17.txt,250,518
L1 Background,Poland-PL-1-17.txt,534,2915
L1 Background,Poland-PL-1-17.txt,520,533
L0 Heading,Poland-PL-1-17.txt,2916,2951
L1 Analysis,Poland-PL-1-17.txt,2916,5095
L0 Out of Scope,Poland-PL-1-17.txt,5096,5160
L0 Out of Scope,Poland-PL-1-18.txt,0,772
L0 Heading,Poland-PL-1-18.txt,776,788
L1 Background,Poland-PL-1-18.txt,776,4788
L0 Heading,Poland-PL-1-18.txt,4790,4825
L1 Analysis,Poland-PL-1-18.txt,4790,19388
L0 Out of Scope,Poland-PL-1-19.txt,0,1753
L0 Heading,Poland-PL-1-19.txt,1756,1765
L2 Outcome,Poland-PL-1-19.txt,1756,1924
L1 Analysis,Poland-PL-1-19.txt,1756,1924
L0 Heading,Poland-PL-1-19.txt,1927,1939
L1 Background,Poland-PL-1-19.txt,1927,7890
L0 Heading,Poland-PL-1-19.txt,7892,7927
L1 Analysis,Poland-PL-1-19.txt,7891,21961
L0 Out of Scope,Poland-PL-1-20.txt,0,820
L0 Heading,Poland-PL-1-20.txt,823,832
L2 Outcome,Poland-PL-1-20.txt,823,1620
L1 Analysis,Poland-PL-1-20.txt,823,1620
L0 Heading,Poland-PL-1-20.txt,1623,1635
L1 Background,Poland-PL-1-20.txt,1623,3073
L0 Heading,Poland-PL-1-20.txt,3075,3112
L1 Analysis,Poland-PL-1-20.txt,3075,7678
L0 Out of Scope,Poland-PL-1-21.txt,0,588
L0 Heading,Poland-PL-1-21.txt,591,600
L2 Outcome,Poland-PL-1-21.txt,591,995
L1 Analysis,Poland-PL-1-21.txt,591,995
L0 Heading,Poland-PL-1-21.txt,998,1010
L1 Background,Poland-PL-1-21.txt,998,4870
L0 Heading,Poland-PL-1-21.txt,4872,4907
L1 Analysis,Poland-PL-1-21.txt,4871,13458
L0 Out of Scope,Poland-PL-1-22.txt,0,823
L0 Heading,Poland-PL-1-22.txt,826,835
L1 Analysis,Poland-PL-1-22.txt,826,1339
L2 Outcome,Poland-PL-1-22.txt,826,1339
L0 Heading,Poland-PL-1-22.txt,1342,1354
L1 Background,Poland-PL-1-22.txt,1342,7547
L0 Heading,Poland-PL-1-22.txt,7549,7570
L1 Analysis,Poland-PL-1-22.txt,7548,12205
L0 Out of Scope,Poland-PL-1-23.txt,0,865
L0 Heading,Poland-PL-1-23.txt,868,877
L2 Outcome,Poland-PL-1-23.txt,868,1366
L1 Analysis,Poland-PL-1-23.txt,867,1366
L0 Heading,Poland-PL-1-23.txt,1369,1381
L1 Background,Poland-PL-1-23.txt,1369,6009
L0 Heading,Poland-PL-1-23.txt,6011,6046
L1 Analysis,Poland-PL-1-23.txt,6010,16249
L0 Out of Scope,Poland-PL-1-24.txt,0,1120
L0 Heading,Poland-PL-1-24.txt,1123,1132
L2 Outcome,Poland-PL-1-24.txt,1123,1479
L1 Analysis,Poland-PL-1-24.txt,1123,1479
L0 Heading,Poland-PL-1-24.txt,1482,1494
L1 Background,Poland-PL-1-24.txt,1482,8327
L0 Heading,Poland-PL-1-24.txt,8329,8364
L1 Analysis,Poland-PL-1-24.txt,8328,19143
L0 Out of Scope,Poland-PL-1-25.txt,0,972
L0 Heading,Poland-PL-1-25.txt,975,984
L2 Outcome,Poland-PL-1-25.txt,975,1241
L1 Analysis,Poland-PL-1-25.txt,974,1241
L0 Heading,Poland-PL-1-25.txt,1244,1256
L1 Background,Poland-PL-1-25.txt,1244,9342
L0 Heading,Poland-PL-1-25.txt,9343,9379
L1 Analysis,Poland-PL-1-25.txt,9343,23617
L0 Out of Scope,Poland-PL-1-27.txt,0,1460
L0 Heading,Poland-PL-1-27.txt,1463,1472
L2 Outcome,Poland-PL-1-27.txt,1463,1936
L1 Analysis,Poland-PL-1-27.txt,1463,1936
L0 Heading,Poland-PL-1-27.txt,1939,1951
L1 Background,Poland-PL-1-27.txt,1939,27717
L0 Heading,Poland-PL-1-27.txt,27719,27772
L1 Analysis,Poland-PL-1-27.txt,27718,41992
L0 Out of Scope,Poland-PL-1-40.txt,0,250
L0 Heading,Poland-PL-1-40.txt,253,262
L2 Outcome,Poland-PL-1-40.txt,253,754
L1 Analysis,Poland-PL-1-40.txt,253,754
L0 Heading,Poland-PL-1-40.txt,757,769
L1 Background,Poland-PL-1-40.txt,757,15239
L0 Heading,Poland-PL-1-40.txt,15240,15291
L1 Analysis,Poland-PL-1-40.txt,15240,20140
L0 Out of Scope,Poland-PL-1-41.txt,0,250
L0 Heading,Poland-PL-1-41.txt,253,262
L2 Outcome,Poland-PL-1-41.txt,253,821
L1 Analysis,Poland-PL-1-41.txt,252,821
L0 Heading,Poland-PL-1-41.txt,824,836
L1 Background,Poland-PL-1-41.txt,824,16290
L0 Heading,Poland-PL-1-41.txt,16292,16342
L1 Analysis,Poland-PL-1-41.txt,16291,21087
L0 Out of Scope,Poland-PL-1-43.txt,0,271
L0 Heading,Poland-PL-1-43.txt,274,283
L2 Outcome,Poland-PL-1-43.txt,274,798
L1 Analysis,Poland-PL-1-43.txt,273,798
L0 Heading,Poland-PL-1-43.txt,801,813
L1 Background,Poland-PL-1-43.txt,801,4608
L0 Heading,Poland-PL-1-43.txt,4610,4662
L1 Analysis,Poland-PL-1-43.txt,4609,15686
L0 Out of Scope,Poland-PL-1-44.txt,0,271
L0 Heading,Poland-PL-1-44.txt,274,283
L2 Outcome,Poland-PL-1-44.txt,274,786
L1 Analysis,Poland-PL-1-44.txt,274,786
L0 Heading,Poland-PL-1-44.txt,789,801
L1 Background,Poland-PL-1-44.txt,789,4645
L0 Heading,Poland-PL-1-44.txt,4647,4699
L1 Analysis,Poland-PL-1-44.txt,4647,15717
L0 Out of Scope,Poland-PL-1-45.txt,0,172
L0 Out of Scope,Poland-PL-1-45.txt,175,268
L0 Heading,Poland-PL-1-45.txt,271,280
L2 Outcome,Poland-PL-1-45.txt,271,880
L1 Analysis,Poland-PL-1-45.txt,271,880
L0 Out of Scope,Poland-PL-1-45.txt,883,910
L0 Heading,Poland-PL-1-45.txt,912,924
L1 Background,Poland-PL-1-45.txt,912,6452
L0 Heading,Poland-PL-1-45.txt,6453,6518
L1 Analysis,Poland-PL-1-45.txt,6453,19122
L0 Out of Scope,Poland-PL-1-46.txt,0,274
L0 Heading,Poland-PL-1-46.txt,277,286
L2 Outcome,Poland-PL-1-46.txt,277,898
L1 Analysis,Poland-PL-1-46.txt,277,898
L0 Heading,Poland-PL-1-46.txt,901,913
L1 Background,Poland-PL-1-46.txt,901,4135
L0 Heading,Poland-PL-1-46.txt,4136,4189
L1 Analysis,Poland-PL-1-46.txt,4136,11965
L0 Out of Scope,Poland-PL-1-42.txt,0,277
L0 Heading,Poland-PL-1-42.txt,280,289
L2 Outcome,Poland-PL-1-42.txt,280,597
L1 Analysis,Poland-PL-1-42.txt,279,597
L0 Heading,Poland-PL-1-42.txt,600,612
L1 Background,Poland-PL-1-42.txt,600,3856
L0 Heading,Poland-PL-1-42.txt,3857,3910
L1 Analysis,Poland-PL-1-42.txt,3857,13122
L0 Out of Scope,Poland-PL-1-38.txt,0,241
L0 Heading,Poland-PL-1-38.txt,244,253
L2 Outcome,Poland-PL-1-38.txt,244,590
L1 Analysis,Poland-PL-1-38.txt,243,590
L0 Heading,Poland-PL-1-38.txt,593,605
L1 Background,Poland-PL-1-38.txt,593,2759
L1 Analysis,Poland-PL-1-38.txt,2760,6781
L0 Heading,Poland-PL-1-38.txt,2761,2825
L0 Out of Scope,Poland-PL-1-39.txt,0,241
L0 Heading,Poland-PL-1-39.txt,244,253
L2 Outcome,Poland-PL-1-39.txt,244,584
L1 Analysis,Poland-PL-1-39.txt,244,584
L0 Heading,Poland-PL-1-39.txt,587,599
L1 Background,Poland-PL-1-39.txt,587,2205
L0 Heading,Poland-PL-1-39.txt,2207,2271
L1 Analysis,Poland-PL-1-39.txt,2206,6237
L0 Out of Scope,Poland-PL-1-37.txt,0,238
L0 Heading,Poland-PL-1-37.txt,241,250
L2 Outcome,Poland-PL-1-37.txt,251,546
L1 Analysis,Poland-PL-1-37.txt,240,547
L0 Out of Scope,Poland-PL-1-37.txt,547,581
L0 Heading,Poland-PL-1-37.txt,584,596
L1 Background,Poland-PL-1-37.txt,584,2172
L0 Heading,Poland-PL-1-37.txt,2173,2238
L1 Analysis,Poland-PL-1-37.txt,2173,6204
L0 Out of Scope,Poland-PL-1-28.txt,0,243
L0 Heading,Poland-PL-1-28.txt,246,255
L2 Outcome,Poland-PL-1-28.txt,246,636
L1 Analysis,Poland-PL-1-28.txt,246,636
L0 Heading,Poland-PL-1-28.txt,639,651
L1 Background,Poland-PL-1-28.txt,639,1676
L0 Heading,Poland-PL-1-28.txt,1678,1730
L1 Analysis,Poland-PL-1-28.txt,1677,5904
L0 Out of Scope,Poland-PL-1-30.txt,0,261
L0 Heading,Poland-PL-1-30.txt,264,273
L2 Outcome,Poland-PL-1-30.txt,264,789
L1 Analysis,Poland-PL-1-30.txt,263,789
L0 Heading,Poland-PL-1-30.txt,792,804
L1 Background,Poland-PL-1-30.txt,792,5106
L0 Heading,Poland-PL-1-30.txt,5108,5171
L1 Analysis,Poland-PL-1-30.txt,5107,13383
L0 Out of Scope,Poland-PL-1-26.txt,0,231
L0 Heading,Poland-PL-1-26.txt,234,243
L2 Outcome,Poland-PL-1-26.txt,234,564
L1 Analysis,Poland-PL-1-26.txt,234,564
L0 Heading,Poland-PL-1-26.txt,567,579
L1 Background,Poland-PL-1-26.txt,567,1545
L0 Heading,Poland-PL-1-26.txt,1546,1610
L1 Analysis,Poland-PL-1-26.txt,1546,5696
L0 Out of Scope,Poland-PL-1-29.txt,0,235
L0 Heading,Poland-PL-1-29.txt,238,247
L2 Outcome,Poland-PL-1-29.txt,238,625
L1 Analysis,Poland-PL-1-29.txt,238,625
L0 Heading,Poland-PL-1-29.txt,628,640
L1 Background,Poland-PL-1-29.txt,628,1566
L1 Analysis,Poland-PL-1-29.txt,1568,5729
L0 Heading,Poland-PL-1-29.txt,1567,1625
L0 Out of Scope,Poland-PL-1-31.txt,0,244
L0 Heading,Poland-PL-1-31.txt,247,256
L2 Outcome,Poland-PL-1-31.txt,246,688
L1 Analysis,Poland-PL-1-31.txt,246,688
L0 Heading,Poland-PL-1-31.txt,691,703
L1 Background,Poland-PL-1-31.txt,691,1783
L0 Heading,Poland-PL-1-31.txt,1785,1842
L1 Analysis,Poland-PL-1-31.txt,1784,5967
L0 Out of Scope,Poland-PL-1-32.txt,0,235
L0 Heading,Poland-PL-1-32.txt,238,247
L2 Outcome,Poland-PL-1-32.txt,238,628
L1 Analysis,Poland-PL-1-32.txt,238,628
L0 Heading,Poland-PL-1-32.txt,631,643
L1 Background,Poland-PL-1-32.txt,631,1501
L0 Heading,Poland-PL-1-32.txt,1502,1566
L1 Analysis,Poland-PL-1-32.txt,1502,5676
L0 Out of Scope,Poland-PL-1-33.txt,0,241
L0 Heading,Poland-PL-1-33.txt,244,253
L2 Outcome,Poland-PL-1-33.txt,244,637
L1 Analysis,Poland-PL-1-33.txt,243,637
L0 Heading,Poland-PL-1-33.txt,640,652
L1 Background,Poland-PL-1-33.txt,640,1602
L0 Heading,Poland-PL-1-33.txt,1603,1661
L1 Analysis,Poland-PL-1-33.txt,1603,5765
L0 Out of Scope,Poland-PL-1-34.txt,0,248
L0 Heading,Poland-PL-1-34.txt,251,260
L2 Outcome,Poland-PL-1-34.txt,251,696
L1 Analysis,Poland-PL-1-34.txt,251,696
L0 Heading,Poland-PL-1-34.txt,699,711
L1 Background,Poland-PL-1-34.txt,699,5676
L0 Heading,Poland-PL-1-34.txt,5677,5742
L1 Analysis,Poland-PL-1-34.txt,5678,12538
L0 Out of Scope,Poland-PL-1-50.txt,0,239
L0 Heading,Poland-PL-1-50.txt,242,251
L2 Outcome,Poland-PL-1-50.txt,242,621
L1 Analysis,Poland-PL-1-50.txt,242,621
L0 Heading,Poland-PL-1-50.txt,624,636
L1 Background,Poland-PL-1-50.txt,624,1293
L0 Heading,Poland-PL-1-50.txt,1295,1359
L1 Analysis,Poland-PL-1-50.txt,1294,5366
L0 Out of Scope,Poland-PL-1-35.txt,0,283
L0 Heading,Poland-PL-1-35.txt,286,295
L2 Outcome,Poland-PL-1-35.txt,286,635
L1 Analysis,Poland-PL-1-35.txt,286,635
L0 Heading,Poland-PL-1-35.txt,638,650
L1 Background,Poland-PL-1-35.txt,638,1266
L0 Heading,Poland-PL-1-35.txt,1268,1320
L1 Analysis,Poland-PL-1-35.txt,1267,3842
L0 Out of Scope,Poland-PL-1-36.txt,0,289
L0 Heading,Poland-PL-1-36.txt,292,301
L2 Outcome,Poland-PL-1-36.txt,292,649
L1 Analysis,Poland-PL-1-36.txt,291,649
L0 Heading,Poland-PL-1-36.txt,652,664
L1 Background,Poland-PL-1-36.txt,652,1280
L0 Heading,Poland-PL-1-36.txt,1282,1334
L1 Analysis,Poland-PL-1-36.txt,1281,3856
L0 Out of Scope,Poland-PL-1-47.txt,0,722
L0 Heading,Poland-PL-1-47.txt,725,734
L2 Outcome,Poland-PL-1-47.txt,725,1543
L1 Analysis,Poland-PL-1-47.txt,725,1543
L0 Heading,Poland-PL-1-47.txt,1546,1558
L1 Background,Poland-PL-1-47.txt,1546,6614
L0 Heading,Poland-PL-1-47.txt,6616,6668
L1 Analysis,Poland-PL-1-47.txt,6615,15391
L0 Out of Scope,Poland-PL-1-48.txt,0,273
L0 Heading,Poland-PL-1-48.txt,276,285
L2 Outcome,Poland-PL-1-48.txt,276,782
L1 Analysis,Poland-PL-1-48.txt,276,782
L0 Heading,Poland-PL-1-48.txt,785,797
L1 Background,Poland-PL-1-48.txt,785,7144
L0 Heading,Poland-PL-1-48.txt,7146,7210
L1 Analysis,Poland-PL-1-48.txt,7146,21912
L0 Out of Scope,Poland-PL-1-49.txt,0,1082
L0 Out of Scope,Poland-PL-1-51.txt,0,1716
L0 Heading,Poland-PL-1-51.txt,1719,1728
L2 Outcome,Poland-PL-1-51.txt,1719,2789
L1 Analysis,Poland-PL-1-51.txt,1719,2789
L0 Heading,Poland-PL-1-51.txt,2792,2804
L1 Background,Poland-PL-1-51.txt,2792,23495
L1 Analysis,Poland-PL-1-51.txt,23497,35004
L0 Heading,Poland-PL-1-51.txt,23497,23532
L0 Out of Scope,Poland-PL-1-53.txt,0,275
L0 Heading,Poland-PL-1-53.txt,278,287
L2 Outcome,Poland-PL-1-53.txt,278,548
L1 Analysis,Poland-PL-1-53.txt,277,548
L0 Heading,Poland-PL-1-53.txt,551,563
L1 Background,Poland-PL-1-53.txt,551,1483
L1 Background,Poland-PL-1-53.txt,1484,2644
L0 Heading,Poland-PL-1-53.txt,2645,2657
L1 Analysis,Poland-PL-1-53.txt,2645,12028
L0 Out of Scope,Poland-PL-1-84.txt,0,332
L0 Heading,Poland-PL-1-84.txt,335,344
L2 Outcome,Poland-PL-1-84.txt,335,619
L1 Analysis,Poland-PL-1-84.txt,335,619
L0 Heading,Poland-PL-1-84.txt,622,634
L1 Background,Poland-PL-1-84.txt,622,3058
L0 Heading,Poland-PL-1-84.txt,3060,3104
L1 Analysis,Poland-PL-1-84.txt,3060,6212
L0 Out of Scope,Poland-PL-1-52.txt,0,292
L0 Heading,Poland-PL-1-52.txt,295,304
L2 Outcome,Poland-PL-1-52.txt,295,784
L1 Analysis,Poland-PL-1-52.txt,294,784
L0 Heading,Poland-PL-1-52.txt,787,799
L1 Background,Poland-PL-1-52.txt,787,2526
L0 Heading,Poland-PL-1-52.txt,2527,2551
L1 Analysis,Poland-PL-1-52.txt,2527,7110
L0 Out of Scope,Poland-PL-1-52.txt,7111,7119
L0 Out of Scope,Poland-PL-1-54.txt,0,308
L0 Heading,Poland-PL-1-54.txt,312,321
L2 Outcome,Poland-PL-1-54.txt,312,1177
L1 Analysis,Poland-PL-1-54.txt,312,1177
L0 Heading,Poland-PL-1-54.txt,1180,1192
L1 Background,Poland-PL-1-54.txt,1180,6476
L0 Heading,Poland-PL-1-54.txt,6477,6511
L1 Analysis,Poland-PL-1-54.txt,6477,9005
L0 Out of Scope,Poland-PL-1-56.txt,0,275
L0 Heading,Poland-PL-1-56.txt,278,287
L2 Outcome,Poland-PL-1-56.txt,278,694
L1 Analysis,Poland-PL-1-56.txt,278,694
L0 Out of Scope,Poland-PL-1-56.txt,695,718
L0 Heading,Poland-PL-1-56.txt,721,733
L1 Background,Poland-PL-1-56.txt,721,2961
L0 Heading,Poland-PL-1-56.txt,2962,2996
L1 Analysis,Poland-PL-1-56.txt,2962,8809
L0 Out of Scope,Poland-PL-1-57.txt,0,290
L0 Heading,Poland-PL-1-57.txt,293,302
L2 Outcome,Poland-PL-1-57.txt,293,766
L1 Analysis,Poland-PL-1-57.txt,293,766
L0 Heading,Poland-PL-1-57.txt,769,781
L1 Background,Poland-PL-1-57.txt,769,2643
L0 Heading,Poland-PL-1-57.txt,2644,2678
L1 Analysis,Poland-PL-1-57.txt,2644,9449
L0 Out of Scope,Poland-PL-1-58.txt,0,290
L0 Heading,Poland-PL-1-58.txt,293,302
L2 Outcome,Poland-PL-1-58.txt,293,743
L1 Analysis,Poland-PL-1-58.txt,293,743
L0 Heading,Poland-PL-1-58.txt,746,758
L1 Background,Poland-PL-1-58.txt,746,3011
L0 Heading,Poland-PL-1-58.txt,3012,3046
L1 Analysis,Poland-PL-1-58.txt,3012,9811
L0 Out of Scope,Poland-PL-1-59.txt,0,290
L0 Heading,Poland-PL-1-59.txt,293,302
L2 Outcome,Poland-PL-1-59.txt,293,776
L1 Analysis,Poland-PL-1-59.txt,293,776
L0 Heading,Poland-PL-1-59.txt,779,791
L1 Background,Poland-PL-1-59.txt,779,3015
L0 Heading,Poland-PL-1-59.txt,3016,3050
L1 Analysis,Poland-PL-1-59.txt,3016,10459
L0 Out of Scope,Poland-PL-1-61.txt,0,290
L0 Heading,Poland-PL-1-61.txt,293,302
L2 Outcome,Poland-PL-1-61.txt,293,749
L1 Analysis,Poland-PL-1-61.txt,293,749
L0 Heading,Poland-PL-1-61.txt,752,764
L1 Background,Poland-PL-1-61.txt,752,2012
L0 Heading,Poland-PL-1-61.txt,2013,2047
L1 Analysis,Poland-PL-1-61.txt,2013,9099
L0 Out of Scope,Poland-PL-1-55.txt,0,259
L0 Heading,Poland-PL-1-55.txt,263,272
L2 Outcome,Poland-PL-1-55.txt,263,660
L1 Analysis,Poland-PL-1-55.txt,263,660
L0 Out of Scope,Poland-PL-1-55.txt,661,662
L0 Heading,Poland-PL-1-55.txt,665,677
L1 Background,Poland-PL-1-55.txt,665,3296
L0 Heading,Poland-PL-1-55.txt,3297,3331
L1 Analysis,Poland-PL-1-55.txt,3297,6213
L0 Out of Scope,Poland-PL-1-55.txt,6214,6215
L0 Out of Scope,Poland-PL-1-60.txt,0,272
L0 Heading,Poland-PL-1-60.txt,275,284
L2 Outcome,Poland-PL-1-60.txt,275,1004
L1 Analysis,Poland-PL-1-60.txt,275,1004
L0 Out of Scope,Poland-PL-1-60.txt,1005,1027
L0 Heading,Poland-PL-1-60.txt,1030,1042
L1 Background,Poland-PL-1-60.txt,1030,3589
L1 Analysis,Poland-PL-1-60.txt,3590,26564
L0 Heading,Poland-PL-1-60.txt,3590,3623
L0 Out of Scope,Poland-PL-1-62.txt,0,363
L0 Heading,Poland-PL-1-62.txt,366,375
L2 Outcome,Poland-PL-1-62.txt,366,783
L1 Analysis,Poland-PL-1-62.txt,366,783
L0 Heading,Poland-PL-1-62.txt,786,798
L1 Background,Poland-PL-1-62.txt,786,16379
L0 Heading,Poland-PL-1-62.txt,16380,16414
L1 Analysis,Poland-PL-1-62.txt,16380,21424
L0 Out of Scope,Poland-PL-1-69.txt,0,918
L0 Heading,Poland-PL-1-69.txt,921,930
L2 Outcome,Poland-PL-1-69.txt,921,1403
L1 Analysis,Poland-PL-1-69.txt,921,1403
L0 Heading,Poland-PL-1-69.txt,1406,1418
L1 Background,Poland-PL-1-69.txt,1406,20083
L0 Heading,Poland-PL-1-69.txt,20084,20122
L1 Analysis,Poland-PL-1-69.txt,20084,30256
L0 Out of Scope,Poland-PL-1-68.txt,0,901
L0 Out of Scope,Poland-PL-1-72.txt,0,316
L0 Heading,Poland-PL-1-72.txt,319,328
L2 Outcome,Poland-PL-1-72.txt,318,646
L1 Analysis,Poland-PL-1-72.txt,318,645
L0 Heading,Poland-PL-1-72.txt,648,660
L1 Background,Poland-PL-1-72.txt,648,7219
L0 Heading,Poland-PL-1-72.txt,7220,7245
L1 Analysis,Poland-PL-1-72.txt,7220,22031
L0 Out of Scope,Poland-PL-1-63.txt,0,271
L0 Heading,Poland-PL-1-63.txt,274,283
L2 Outcome,Poland-PL-1-63.txt,274,1842
L1 Analysis,Poland-PL-1-63.txt,274,1842
L0 Heading,Poland-PL-1-63.txt,1845,1857
L1 Background,Poland-PL-1-63.txt,1845,2559
L1 Analysis,Poland-PL-1-63.txt,2560,8254
L0 Heading,Poland-PL-1-63.txt,2560,2609
