Type,Document,Ordering,Text
L1 Analysis,Poland-PL-1-1.txt,10,"Zadaniem sądu kasacyjnego jest bowiem jedynie rozważenie tego, czy orzekające sądy w obydwu instancjach dokonując ustaleń faktycznych, nie dopuściły się rażącego naruszenia reguł procedowania, co mogłoby mieć wpływ na ustalenia faktyczne, a w konsekwencji na treść wyroku, zatem "" kontroli podlegają nie same ustalenia faktyczne, ale sposób ich dokonania"" (zob. wyrok Sądu Najwyższego z dnia 6 września 1996 r., sygn. akt II KKN 63/96, OSNKW rok 1997, z. 1-2, poz. 11)."
L1 Analysis,Poland-PL-1-1.txt,11,"Podnoszone w kasacji zarzuty muszą więc wskazywać na rażące naruszenie prawa, do którego doszło w postępowaniu odwoławczym, co w konsekwencji mogło mieć istotny wpływ na treść orzeczenia sądu odwoławczego."
L1 Analysis,Poland-PL-1-1.txt,12,"Niedopuszczalne jest więc bezpośrednie atakowanie w kasacji orzeczenia sądu I instancji, a także kwestionowanie ustaleń faktycznych."
L1 Analysis,Poland-PL-1-1.txt,13,"Zarzuty podniesione w kasacji pod adresem orzeczenia sądu I instancji podlegają rozważeniu przez sąd kasacyjny tylko w takim zakresie, w jakim jest to nieodzowne dla należytego rozpoznania zarzutów stawianych orzeczeniu sądu odwoławczego."
L1 Analysis,Poland-PL-1-1.txt,14,"Rolą sądu kasacyjnego nie jest bowiem ponowne ""dublujące"" kontrolę apelacyjną - rozpoznawanie zarzutów stawianych przez skarżącego orzeczeniu sądu I instancji."
L1 Analysis,Poland-PL-1-1.txt,15,"Stwierdzenie ich zasadności ma znaczenie wyłącznie jako racja ewentualnego stwierdzenia zasadności i uwzględnienia zarzutu odniesionego do zaskarżonego kasacją orzeczenia sądu odwoławczego” (zob. postanowienie Sądu Najwyższego z dnia 10 stycznia 2008 r., II KK 270/07, wyrok Sądu Najwyższego z dnia 18 listopada 1996 r., III KKN 148/96, OSNKW rok 1997, z. 1-2, poz. 12). Powyższe uwagi natury ogólnej poczyniono z uwagi na podniesione w skardze kasacyjnej zarzuty oraz argumenty przywołane na ich poparcie."
L1 Analysis,Poland-PL-1-1.txt,16,"Wskazać bowiem należy, iż postawione zarzuty kwestionują w istocie rzeczy ustalenia faktyczne dokonane przez Sąd I instancji, które następnie zostały zaaprobowane przez Sąd odwoławczy."
L1 Analysis,Poland-PL-1-1.txt,17,"Nie sposób nie zaznaczyć jednocześnie, że zarzut z pkt 1. kasacji (naruszenie art. 7 KPK oraz art. 410 KPK) został postawiony Sądowi I instancji przez obrońcę już w apelacji, a obecnie skarżący powiela go w nadzwyczajnym środku zaskarżenia, przywołując jednocześnie przepis art. 433 § 1 i 2 KPK Sformułowany w ten sposób zarzut należy zatem uznać za bezzasadny, albowiem nie czyniąc nowych ustaleń i podzielając stanowisko Sądu Okręgowego, Sąd Apelacyjny przedstawił w uzasadnieniu swojego orzeczenia okoliczności, które uzasadniają trafność zapadłego przed Sądem I instancji wyroku."
L1 Analysis,Poland-PL-1-1.txt,18,"W szczególności Sąd Odwoławczy wyczerpująco i obiektywnie ocenił wyjaśnienia R. G., uwzględniając także „ewolucję” tych wyjaśnień, które zaistniały na poszczególnych etapach postępowania (s. 10-11 uzasadnienia)."
L1 Analysis,Poland-PL-1-1.txt,19,"Efektem tej oceny była zaś trafna konstatacja, że to początkowe, a nie końcowe wyjaśnienia R. G. są najbardziej wiarygodne (k. 936)."
L1 Analysis,Poland-PL-1-1.txt,20,"Rodzaj postawionego w pkt 1. kasacji zarzutu czyni także niezbędnym przypomnienie, że podnoszenie wobec wyroku sądu odwoławczego zarzutu naruszenia art. 7 KPK możliwe jest między innymi wówczas, gdy sąd ten poczynił własne ustalenia faktyczne odmienne od tych, które stanowiły podstawę orzeczenia sądu pierwszej instancji."
L1 Analysis,Poland-PL-1-1.txt,21,W rozpatrywanej sprawie taka sytuacja nie zaistniała.
L1 Analysis,Poland-PL-1-1.txt,22,"Jeżeli zaś chodzi o zarzut naruszenia art. 410 KPK to wskazać należy, że przepisu tego nie można rozumieć w ten sposób, iż każdy z przeprowadzonych dowodów ma stanowić podstawę ustaleń faktycznych."
L1 Analysis,Poland-PL-1-1.txt,23,"Nie stanowi więc naruszenia tego przepisu dokonanie oceny materiału dowodowego przeprowadzonego lub ujawnionego na rozprawie w sposób odmienny od subiektywnych oczekiwań stron procesowych (zob. np. postanowienie Sądu Najwyższego z dnia 21 stycznia 2015 r., V KK 276/14)."
L1 Analysis,Poland-PL-1-1.txt,24,Nie jest zasadny także zarzut z pkt 2. kasacji dotyczący braku właściwej kontroli odwoławczej w odniesieniu do rzekomej nieprawidłowej oceny opinii biegłych oraz niezasadnego oddalenia wniosku o wydanie uzupełniającej opinii z zakresu badań biologicznych.
L1 Analysis,Poland-PL-1-1.txt,25,Na s. 8-10 pisemnych motywów wyrok Sąd Apelacyjny szczegółowo odniósł się bowiem do treści opinii biegłego z zakresu medycyny sądowej dr M. K. analizując jej ustalenia i wnioski w korelacji pozostałym materiałem dowodowym i do tych kart uzasadnienia należy skarżącego odesłać.
L1 Analysis,Poland-PL-1-1.txt,26,"Z kolei na s. 14-15 uzasadnienia Sąd ad quem wyczerpująco wyjaśnił, z jakich powodów oddalono wniosek o dopuszczenie dowodu z opinii uzupełniającej z zakresu badań biologicznych (genetycznych) , a tym samym trafnie stwierdził, że w sprawie nie naruszono art. 167 KPK i art. 170 KPK."
L1 Analysis,Poland-PL-1-1.txt,27,"Uzupełniając tego rodzaju stanowisko stwierdzić należy ponadto, że w sprawie nie doszło - wbrew twierdzeniu obrońcy - do naruszenia zasady obiektywizmu (art. 4 KPK) oraz zasady prawdy materialnej (art. 2 § 2 KPK). Jeżeli chodzi natomiast o zarzut z pkt 3 kasacji to zauważyć trzeba, że stosowanie przepisu art. 440 KPK jest pozostawione uznaniu sądu odwoławczego i ograniczone jest do sytuacji, w których uzna on, że utrzymanie w mocy zaskarżonego wyroku byłoby rażąco niesprawiedliwe (zob. postanowienie Sądu Najwyższego z dnia 13 grudnia 2013 r., III KK 315/13)."
L1 Analysis,Poland-PL-1-1.txt,28,"Skoro Sąd Apelacyjny w ramach swego uznania nie doszedł do przekonania o konieczności zastosowania wspomnianego przepisu, to oczywiście nie można czynić z tego faktu zarzutu rażącego naruszenia procesowego."
L1 Analysis,Poland-PL-1-1.txt,29,"Skarżący przy tym w żaden sposób nie wykazał, aby w toku postępowania sądowego doszło do takich naruszeń prawa, które skutkowały rażącą niesprawiedliwością orzeczenia Sądu I instancji, a które to uchybienie winien był usunąć Sąd odwoławczy."
L1 Analysis,Poland-PL-1-1.txt,30,"Poza zakresem rozpoznania Sądu Najwyższego pozostało natomiast - z uwagi na treść przepisu art. 526 § 2 KPK - pismo skazanego zatytułowane „ kasacja” (k. 11 akt SN), a które nie wskazywało przy tym na zaistnienie tych okoliczności, które sąd kasacyjny winien wziąć pod uwagę z urzędu."
L1 Analysis,Poland-PL-1-1.txt,31,"Sąd Apelacyjny rozważył - co należy dobitnie podkreślić - w sposób niezwykle rzetelny i wnikliwy wszystkie zarzuty zawarte w apelacji obrońcy, a uzasadnienie jego stanowiska w pełni odpowiada wymaganiom przepisu art. 457 § 3 KPK."
L1 Analysis,Poland-PL-1-1.txt,32,"Z tego też względu wręcz za nieporozumienie należy uznać zarzut skarżącego, że Sąd ten nie dokonał „prawidłowej kontroli odwoławczej zaskarżonego wyroku Sądu pierwszej instancji”."
L1 Analysis,Poland-PL-1-1.txt,33,"Nie znajdując zatem podstaw do uwzględnienia wniesionej kasacji, Sąd Najwyższy orzekł o jej oddaleniu, jako oczywiście bezzasadnej, przy czym zwolnił skazanego od kosztów sądowych postępowania kasacyjnego i poniesionymi w jego toku wydatkami obciążył Skarb Państwa."
L1 Analysis,Poland-PL-1-1.txt,34,O wynagrodzeniu obrońcy z urzędu Sąd Najwyższy orzekł zgodnie z § 14 ust. 3 pkt 2 oraz § 2 ust. 3 rozporządzenia Ministra Sprawiedliwości z dnia 28 września 2002 roku w sprawie opłat za czynności adwokackie oraz ponoszenia przez Skarb Państwa kosztów nieopłaconej pomocy sprawnej udzielonej z urzędu (t.j. Dz.U. z 2013 r. poz. 461)
L1 Background,Poland-PL-1-2.txt,0,"Sąd Rejonowy wyrokiem nakazowym z dnia 3 kwietnia 2013 r., ukarał A."
L1 Background,Poland-PL-1-2.txt,1,"A. za wykroczenie z art. 96 § 3 KW w zw. z art. 78 ust. 4 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz.U. z 2005 r. Nr 108, poz. 908 ze zm.) polegające na tym, że w okresie od 19.10.2012 r. do 25.10.2012 r., a więc w terminie 7 dni od daty otrzymania listu poleconego z wezwaniem, wbrew obowiązkowi, jako właścicielka pojazdu samochodowego marki HYUNDAI (...), nie wskazała na żądanie Straży Miejskiej i w siedzibie Straży Miejskiej (...), komu powierzyła wyżej wymieniony pojazd do kierowania lub używania w dniu 1.10.2012 r., ok. godz. 11: 20."
L1 Background,Poland-PL-1-2.txt,2,"Na podstawie art. 96 § 3 KW sąd wymierzył obwinionej karę grzywny w wysokości 200 zł, zasądzając nadto od niej na rzecz Skarbu Państwa koszty i opłatę sądową."
L1 Background,Poland-PL-1-2.txt,3,"Od wyroku tego strony nie wniosły sprzeciwu, wobec czego z dniem 30 kwietnia 2013 r. stał się prawomocny."
L1 Background,Poland-PL-1-2.txt,4,Kasację od tego wyroku wniósł na podstawie art. 110 § 1 KPW na korzyść ukaranej Prokurator Generalny.
L1 Background,Poland-PL-1-2.txt,5,"Na podstawie art. 111 KPW, art. 526 § 1 KPK oraz art. 537 § 1 i 2 KPK w zw. z art. 112 KPW zarzucił rażące i mające istotny wpływ na treść wyroku naruszenie prawa procesowego, a mianowicie art. 5 § 1 pkt 8 KPW Naruszenie to miało polegać na przeprowadzeniu postępowania co do tego samego czynu obwinionej i wydaniu zaskarżonego wyroku, pomimo wcześniejszego wszczęcia przeciwko niej postępowania o to samo wykroczenie, które zostało zakończone wydaniem wobec obwinionej przez Sąd Rejonowy w W. wyroku w dniu 11 marca 2013 r., w sprawie o sygn. akt. (...) - co w konsekwencji stanowi bezwzględną przyczynę odwoławczą określoną w art. 104 § 1 pkt 7 KPW."
L1 Background,Poland-PL-1-2.txt,6,W konkluzji Prokurator Generalny wniósł o uchylenie wyroku i umorzenie postępowania w sprawie.
L1 Analysis,Poland-PL-1-2.txt,7,Kasacja Prokuratora Generalnego jest oczywiście zasadna w rozumieniu art. 535 § 5 KPK i należało uwzględnić ją w całości.
L1 Analysis,Poland-PL-1-2.txt,8,"Zaskarżony przedmiotową kasacją wyrok nakazowy Sądu Rejonowego w W., zapadł z rażącym naruszeniem wskazanych przepisów prawa, co z kolei miało istotny wpływ na treść orzeczenia."
L1 Analysis,Poland-PL-1-2.txt,9,"Analiza akt spraw o sygn. (...) oraz (...) dowodzi jednoznacznie, że Straż Miejska (...) złożyła w Sądzie Rejonowym w W. dwa niezależne wnioski o ukaranie A."
L1 Analysis,Poland-PL-1-2.txt,10,"A. za ten sam czyn, stanowiący wykroczenie z art. 96 § 3 KW."
L1 Analysis,Poland-PL-1-2.txt,11,"Pierwszy z wniosków wpłynął do sądu w dniu 31 stycznia 2013 r. (został zarejestrowany pod sygnaturą 135/13), a kolejny w dniu 25 lutego 2013 r. (sygn. 249/13). Wyrokiem nakazowym z dnia 11 marca 2013 r., w sprawie o sygn. akt 249/13, Sąd Rejonowy uznał A. A. winną tego, że w okresie od 19.10.2012 r. do 25.10.2012 r., tj. w terminie 7 dni od daty otrzymania listu poleconego z wezwaniem, wbrew obowiązkowi, jako właścicielka pojazdu samochodowego marki HYUNDAI o nr rej. (...), nie wskazała na żądanie Straży Miejskiej (...), komu powierzyła wyżej wymieniony pojazd do kierowania lub używania w dniu 1.10.2012 r., ok. godz. 11:20 - a więc uznał jej winę w zakresie wykroczenia z art. 96 § 3 KW w zw. z art. 78 ust. 4 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym."
L1 Analysis,Poland-PL-1-2.txt,12,"Na podstawie art. 96 § 3 KW sąd wymierzył obwinionej karę grzywny w wysokości 300 zł, zasądzając od niej na rzecz Skarbu Państwa koszty i opłatę sądową."
L1 Analysis,Poland-PL-1-2.txt,13,"Od tego wyroku strony nie złożyły sprzeciwu i orzeczenie uprawomocniło się z dniem 27 marca 2013 r. Pomimo tego faktu, Sąd Rejonowy w W. wyrokiem nakazowym z dnia 3 kwietnia 2013 r., w sprawie o sygn. akt 135/13, uznał ponownie A. A. winną tego samego wykroczenia, co trafnie podniesiono w kasacji."
L1 Analysis,Poland-PL-1-2.txt,14,"Analiza akt obydwu postępowań wskazuje jasno, że przeciwko A. A. równolegle prowadzono dwa postępowania obejmujące to samo wykroczenie, a w rezultacie w obrocie prawnym funkcjonują niezależnie od siebie dwa prawomocne wyroki dotyczące tego samego czynu, tej samej osoby, która poniosła podwójną odpowiedzialność karną za to wykroczenie."
L1 Analysis,Poland-PL-1-2.txt,15,"Na aprobatę zasługuje pogląd prawny wyrażony przez Sąd Najwyższy w postanowieniu z dnia 26 września 2002 r., I KZP 22/02, (OSNKW 2002, z. 11-12, poz. 107) - „Jeżeli dojdzie do złamania zasady, że ""ten sam czyn stanowić może tylko jedno wykroczenie"" i w różnych postępowaniach sprawca zostanie prawomocnie ukarany za dwa lub więcej wykroczeń, zamiast za jedno wykroczenie wyczerpujące znamiona wykroczeń zawarte w dwóch lub więcej przepisach ustawy, to wynikające z idei demokratycznego państwa prawnego (art. 2 i 7 Konstytucji RP) przywrócenie stanu zgodnego z prawem - możliwe w drodze umorzenia postępowania zakończonego orzeczeniem, które uprawomocniło się później - powinno nastąpić w tej fazie, w której zaistniało naruszenie prawa (a zatem w postępowaniu rozpoznawczym, uruchomionym w wyniku nadzwyczajnego środka zaskarżenia, nie zaś w postępowaniu wykonawczym)”."
L1 Analysis,Poland-PL-1-2.txt,16,"Nie ulega zatem wątpliwości, że w przedmiotowej sprawie wadą jest dotknięte postępowanie prowadzone w sprawie o sygnaturze 135/13, skoro wyrok w tej sprawie został wydany w drugiej kolejności."
L1 Analysis,Poland-PL-1-2.txt,17,"Orzeczenie to zapadło z rażącym naruszeniem przepisu art. 5 § 1 pkt 8 KPW, mającym istotny wpływ na jego treść, skoro zostało wydane mimo zaistnienia negatywnej przesłanki procesowej w postaci res iudicata."
L1 Analysis,Poland-PL-1-2.txt,18,"W konsekwencji, jak trafnie podniesiono w kasacji, A. A. została dwukrotnie ukarana prawomocnie za ten sam czyn."
L1 Analysis,Poland-PL-1-2.txt,19,"Mając na uwadze wskazane powyżej okoliczności, Sąd Najwyższy na podstawie art. 5 § 1 pkt 8 KPW w zw. z art. 104 § 1 pkt 7 KPW, uchylił zaskarżony kasacją wyrok i umorzył postępowanie w sprawie, a kosztami sądowymi obciążył Skarb Państwa"
L2 Outcome,Poland-PL-1-3.txt,0,"Sąd Najwyższy po rozpoznaniu na posiedzeniu niejawnym w Izbie Pracy, Ubezpieczeń Społecznych i Spraw Publicznych w dniu 28 maja 2015 r., oddala odwołanie."
L1 Background,Poland-PL-1-3.txt,1,"Uchwałą z dnia z dnia (...) Nr (...) Krajowa Rada Sądownictwa postanowiła przedstawić Prezydentowi Rzeczypospolitej Polskiej z wnioskiem o powołanie do pełnienia urzędu na stanowisku sędziego Sądu Okręgowego kandydaturę J. C. - sędziego Sądu Rejonowego, a jednocześnie nie przedstawiać Prezydentowi Rzeczypospolitej Polskiej z wnioskiem o powołanie do pełnienia urzędu na stanowisku sędziego Sądu Okręgowego innych zgłoszonych kandydatur, w tym sędziego D. Z. W uzasadnieniu wskazano, że w ocenie Krajowej Rady Sądownictwa J. C. to sędzia o wysokich kwalifikacjach zawodowych, który doskonale łączy pracę orzeczniczą z pracą administracyjną."
L1 Background,Poland-PL-1-3.txt,2,Jego wyniki statystyczne są bardzo dobre.
L1 Background,Poland-PL-1-3.txt,3,"Na szczególne podkreślenie zasługuje bardzo dobra organizacja pracy, sumienność kandydata, który bardzo starannie wykonuje powierzone obowiązki."
L1 Background,Poland-PL-1-3.txt,4,Stabilność jego orzecznictwa również jest na dobrym poziomie.
L1 Background,Poland-PL-1-3.txt,5,"Przedstawiany z wnioskiem kandydat stałe podnosi swoje kwalifikacje, czego wyrazem są ukończone studia podyplomowe oraz uczestnictwo w szeregu szkoleń."
L1 Background,Poland-PL-1-3.txt,6,"Z uwagi na jego wiedzę merytoryczną, poziom orzecznictwa, doświadczenie zawodowe i przymioty charakteru Krajowa Rada Sądownictwa postanowiła przedstawić tę kandydaturę Prezydentowi Rzeczypospolitej Polskiej z wnioskiem o powołanie do pełnienia urzędu sędziego Sądu Okręgowego."
L1 Background,Poland-PL-1-3.txt,7,"Podkreślono również, że praca orzecznicza wskazanego kandydata została bardzo dobrze oceniona przez sędziego wizytatora oraz przez sędziów, z którymi kandydat współpracuje lub współpracował."
L1 Background,Poland-PL-1-3.txt,8,"Wskazano, że przy podejmowaniu decyzji Krajowa Rada Sądownictwa kierowała się również poparciem środowiska sędziowskiego."
L1 Background,Poland-PL-1-3.txt,9,Kandydatura sędziego J. C. uzyskała jednogłośnie pozytywną opinię Kolegium Sądu Apelacyjnego - z najwyższą łączną sumą punktów poparcia.
L1 Background,Poland-PL-1-3.txt,10,Na posiedzeniu Zgromadzenia Przedstawicieli Sędziów apelacji (...) kandydat uzyskał najwyższe poparcie spośród wszystkich kandydatów uczestniczących w niniejszym postępowaniu konkursowym. Żaden z pozostałych uczestników tego postępowania nie uzyskał zbliżonego poparcia środowiska sędziowskiego.
L1 Background,Poland-PL-1-3.txt,11,"O przedstawieniu Prezydentowi Rzeczypospolitej Polskiej kandydatury sędziego J. C. z wnioskiem o powołanie do pełnienia urzędu sędziego Sądu Okręgowego zadecydował całokształt okoliczności, w szczególności uzyskane przez kandydata wysokie kwalifikacje zawodowe, doświadczenie zawodowe, poparcie środowiska sędziowskiego, opinie przełożonych oraz rekomendacje."
L1 Background,Poland-PL-1-3.txt,12,"Zdaniem Krajowej Rady Sądownictwa, pozostali kandydaci biorący udział w tym postępowaniu nominacyjnym nie spełniają na takim poziomie kryteriów z art. 35 ust. 2 ustawy o Krajowej Radzie Sądownictwa (t.j. Dz."
L1 Background,Poland-PL-1-3.txt,13,"U z 2011 r. Nr 126, poz. 714 ze zm.)."
L1 Background,Poland-PL-1-3.txt,14,"Powyższe okoliczności spowodowały, że w trakcie posiedzenia Krajowej Rady Sądownictwa w dniu (...) na kandydaturę sędziego J. C. oddano 14 głosów „za”, przy braku głosów „przeciw” i głosów „wstrzymujących się”, udzielając tej kandydaturze poparcia bezwzględną większością głosów, podczas gdy na kandydaturę sędzi D. Z. nie oddano głosów „za”, oddano 1 głos „przeciw” oraz 13 głosów „wstrzymujących się” , w rezultacie czego kandydatura ta nie uzyskała wymaganej bezwzględnej większości głosów. D. Z. wniosła do Sądu Najwyższego odwołanie od powyższej uchwały w części dotyczącej przedstawienia wniosku o powołanie do pełnienia urzędu na stanowisku sędziego Sądu Okręgowego kandydaturę J. C. i nieprzedstawienia takiego wniosku w stosunku do skarżącej, zarzucając jej naruszenie prawa materialnego przez błędną jego wykładnię i niewłaściwe zastosowanie, jak i naruszenie przepisów postępowania, których uchybienie miało istotny wpływ na wynik sprawy."
L1 Background,Poland-PL-1-3.txt,15,"Wskazała, że doszło do naruszenia art 176 Konstytucji RP; art. 2 i art. 60 Konstytucji RP; art. 32 Konstytucji RP, przez nierówne traktowanie kandydatów i dyskryminację skarżącej; art. 45 Konstytucji RP oraz art. 34 ust. 3 ustawy o Krajowej Radzie Sądownictwa i art. 35 ustawy o Krajowej Radzie Sądownictwa, a także naruszenie prawa materialnego - art. 35 ustawy o Krajowej Radzie Sądownictwa, przez błędną jego wykładnię łub niewłaściwe zastosowanie."
L1 Background,Poland-PL-1-3.txt,16,"W uzasadnieniu skarżąca podniosła, między innymi, że „brak uzasadnienia co do wszystkich kandydatur a wybór tylko jednego kandydata bez rzetelnego zaprezentowania jego sylwetki i bez zestawienia go z pozostałymi kandydatami narusza zasady sprawiedliwości społecznej i godzi w prawo dostępu do służby publicznej na jednakowych zasadach."
L1 Background,Poland-PL-1-3.txt,17,"O tym, że obecna praktyka godzi w zasady sprawiedliwości społecznej świadczy również uzasadnienie zaskarżonej uchwały."
L1 Background,Poland-PL-1-3.txt,18,"Skoro obywatele polscy mają prawo dostępu do służby publicznej na jednakowych zasadach, to przy ocenie kandydatur winna obowiązywać jednolitość systemu ocennego, który ponad wszelką wątpliwość winien cechować się sprawiedliwością."
L1 Background,Poland-PL-1-3.txt,19,"Przy podjęciu uchwały przy wyborze kandydata nie kierowano się: kwalifikacjami, doświadczeniem zawodowym, opinią właściwego kolegium (gdyż takowych nie było)”."
L1 Background,Poland-PL-1-3.txt,20,"Skarżąca stwierdziła, że brak jasnych i przejrzystych wypowiedzi, brak porównania kandydatów z kontrkandydatami a porównanie kandydatów z innymi pracownikami nieubiegającymi się o stanowisko w konkursie sprawił, że kandydaci ubiegający się o stanowisko sędziego Sądu Okręgowego nie zostali rzetelnie ocenieni."
L1 Background,Poland-PL-1-3.txt,21,"Nieprzejrzyste uzasadnienie uchwały nie przedstawia toku rozumowania Rady, który doprowadził ją do podjęcia zaskarżonej uchwały."
L1 Background,Poland-PL-1-3.txt,22,"Ponadto skarżąca została pozbawiona prawa wynikającego z art. 45 Konstytucji RP, bowiem Rada nawet nie wskazała przyczyn, dla których jej kandydatura nie została przedstawiona z wnioskiem o powołanie na urząd sędziego Sądu Okręgowego."
L1 Background,Poland-PL-1-3.txt,23,"Zdaniem skarżącej, w procedurze nominacyjnej zabrakło opinii kolegium właściwego sądu, która musi być wyartykułowana werbalnie."
L1 Background,Poland-PL-1-3.txt,24,"Skarżąca podniosła także, że Zespół powinien ocenić jej kandydaturę na tle pozostałych kandydatów, umieszczając ją na odpowiednim miejscu na liście rekomendowanych kandydatów."
L1 Background,Poland-PL-1-3.txt,25,"Jej zdaniem, za uwzględnieniem wniosku określonego kandydata przemawia przede wszystkim ocena jego kwalifikacji, a w dalszej kolejności pozostałe kryteria."
L1 Background,Poland-PL-1-3.txt,26,"Każde z nich dotyczy odrębnych kwestii, zatem każde kryterium powinno zostać ocenione oddzielnie (cząstkowo), aby umożliwić w sposób jednoznaczny określenie zestawu wiedzy i umiejętności i innych branych pod uwagę kryteriów każdego z kandydatów."
L1 Background,Poland-PL-1-3.txt,27,"Wedle skarżącej, „kryteria zakreślone przez ustawodawcę są na tyle wyraźne i przejrzyste, że można je zobiektywizować."
