Type,Document,Start,End
L1 Analysis,Poland-PL-1-70.txt,3,2355
L1 Analysis,Poland-PL-1-70.txt,2832,8814
L1 Background,Poland-PL-1-70.txt,2358,2831
L2 Outcome,Poland-PL-1-64.txt,3,425
L1 Analysis,Poland-PL-1-64.txt,3,425
L1 Analysis,Poland-PL-1-64.txt,3526,7320
L1 Background,Poland-PL-1-64.txt,428,3525
L2 Outcome,Poland-PL-1-66.txt,3,402
L1 Analysis,Poland-PL-1-66.txt,3,402
L1 Analysis,Poland-PL-1-66.txt,4014,6920
L1 Background,Poland-PL-1-66.txt,407,4013
L2 Outcome,Poland-PL-1-65.txt,3,428
L1 Analysis,Poland-PL-1-65.txt,3,428
L1 Analysis,Poland-PL-1-65.txt,3190,7001
L1 Background,Poland-PL-1-65.txt,431,3189
L2 Outcome,Poland-PL-1-67.txt,3,425
L1 Analysis,Poland-PL-1-67.txt,3,425
L1 Analysis,Poland-PL-1-67.txt,5134,9285
L1 Background,Poland-PL-1-67.txt,428,5133
L1 Analysis,Poland-PL-1-71.txt,2,420
L1 Analysis,Poland-PL-1-71.txt,3570,6824
L2 Outcome,Poland-PL-1-71.txt,3,420
L1 Background,Poland-PL-1-71.txt,423,3569
L2 Outcome,Poland-PL-1-73.txt,3,496
L1 Analysis,Poland-PL-1-73.txt,3,496
L1 Analysis,Poland-PL-1-73.txt,12295,14391
L1 Background,Poland-PL-1-73.txt,499,12294
L2 Outcome,Poland-PL-1-74.txt,3,263
L1 Analysis,Poland-PL-1-74.txt,3,6568
L2 Outcome,Poland-PL-1-75.txt,3,1648
L1 Analysis,Poland-PL-1-75.txt,3,1648
L1 Analysis,Poland-PL-1-75.txt,31132,117717
L1 Background,Poland-PL-1-75.txt,1651,31130
L2 Outcome,Poland-PL-1-80.txt,3,6447
L1 Analysis,Poland-PL-1-80.txt,3,6447
L1 Analysis,Poland-PL-1-80.txt,102887,251346
L1 Background,Poland-PL-1-80.txt,6450,102886
L1 Analysis,Poland-PL-1-76.txt,2,772
L1 Analysis,Poland-PL-1-76.txt,12500,37716
L2 Outcome,Poland-PL-1-76.txt,3,772
L1 Background,Poland-PL-1-76.txt,775,12499
L2 Outcome,Poland-PL-1-77.txt,3,2355
L1 Analysis,Poland-PL-1-77.txt,3,2355
L1 Analysis,Poland-PL-1-77.txt,30903,116804
L1 Background,Poland-PL-1-77.txt,2357,30901
L2 Outcome,Poland-PL-1-78.txt,3,4
L1 Analysis,Poland-PL-1-78.txt,3,4
L1 Analysis,Poland-PL-1-78.txt,9149,66053
L1 Background,Poland-PL-1-78.txt,6,9148
L2 Outcome,Poland-PL-1-83.txt,3,5028
L1 Analysis,Poland-PL-1-83.txt,3,5028
L1 Analysis,Poland-PL-1-83.txt,40601,202155
L1 Background,Poland-PL-1-83.txt,5031,40600
L2 Outcome,Poland-PL-1-79.txt,3,2256
L1 Analysis,Poland-PL-1-79.txt,3,2256
L1 Analysis,Poland-PL-1-79.txt,51670,86711
L1 Background,Poland-PL-1-79.txt,2259,51669
L2 Outcome,Poland-PL-1-94.txt,3,1825
L1 Analysis,Poland-PL-1-94.txt,3,1825
L1 Analysis,Poland-PL-1-94.txt,20169,128820
L1 Background,Poland-PL-1-94.txt,1828,20168
L2 Outcome,Poland-PL-1-98.txt,3,868
L1 Analysis,Poland-PL-1-98.txt,3,868
L1 Analysis,Poland-PL-1-98.txt,15754,34495
L1 Background,Poland-PL-1-98.txt,871,15753
L2 Outcome,Poland-PL-1-97.txt,3,1929
L1 Analysis,Poland-PL-1-97.txt,3,1929
L1 Analysis,Poland-PL-1-97.txt,28553,91000
L1 Background,Poland-PL-1-97.txt,1932,28553
L2 Outcome,Poland-PL-1-99.txt,3,1963
L1 Analysis,Poland-PL-1-99.txt,3,1963
L1 Analysis,Poland-PL-1-99.txt,31576,88791
L1 Background,Poland-PL-1-99.txt,1966,31575
L2 Outcome,Poland-PL-1-86.txt,3,1672
L1 Analysis,Poland-PL-1-86.txt,3,1672
L1 Analysis,Poland-PL-1-86.txt,7655,13385
L1 Background,Poland-PL-1-86.txt,1675,7654
L2 Outcome,Poland-PL-1-88.txt,3,250
L1 Analysis,Poland-PL-1-88.txt,3,250
L1 Analysis,Poland-PL-1-88.txt,5204,13961
L1 Background,Poland-PL-1-88.txt,253,5202
L2 Outcome,Poland-PL-1-90.txt,3,247
L1 Analysis,Poland-PL-1-90.txt,3,247
L1 Analysis,Poland-PL-1-90.txt,3207,6563
L1 Background,Poland-PL-1-90.txt,250,3206
L2 Outcome,Poland-PL-1-89.txt,3,365
L1 Analysis,Poland-PL-1-89.txt,3,365
L1 Analysis,Poland-PL-1-89.txt,2886,8610
L1 Background,Poland-PL-1-89.txt,368,2884
L2 Outcome,Poland-PL-1-91.txt,3,245
L1 Analysis,Poland-PL-1-91.txt,3,245
L1 Analysis,Poland-PL-1-91.txt,5110,10007
L1 Background,Poland-PL-1-91.txt,248,5109
L1 Analysis,Poland-PL-1-82.txt,2,424
L1 Analysis,Poland-PL-1-82.txt,2145,4792
L2 Outcome,Poland-PL-1-82.txt,3,424
L1 Background,Poland-PL-1-82.txt,427,2143
L2 Outcome,Poland-PL-1-93.txt,3,247
L1 Analysis,Poland-PL-1-93.txt,3,247
L1 Analysis,Poland-PL-1-93.txt,3501,4840
L1 Background,Poland-PL-1-93.txt,250,3499
L2 Outcome,Poland-PL-1-92.txt,3,359
L1 Analysis,Poland-PL-1-92.txt,3,359
L1 Analysis,Poland-PL-1-92.txt,3259,7367
L1 Background,Poland-PL-1-92.txt,362,3257
L2 Outcome,Poland-PL-1-96.txt,3,451
L1 Analysis,Poland-PL-1-96.txt,3,451
L1 Analysis,Poland-PL-1-96.txt,8068,16214
L1 Background,Poland-PL-1-96.txt,454,8066
L2 Outcome,Poland-PL-1-95.txt,3,248
L1 Analysis,Poland-PL-1-95.txt,3,248
L1 Analysis,Poland-PL-1-95.txt,4465,6984
L1 Background,Poland-PL-1-95.txt,251,4464
L2 Outcome,Poland-PL-1-81.txt,3,459
L1 Analysis,Poland-PL-1-81.txt,3,459
L1 Analysis,Poland-PL-1-81.txt,2374,10331
L1 Background,Poland-PL-1-81.txt,462,2372
L2 Outcome,Poland-PL-1-85.txt,3,370
L1 Analysis,Poland-PL-1-85.txt,3,370
L1 Analysis,Poland-PL-1-85.txt,3931,7622
L1 Background,Poland-PL-1-85.txt,373,3929
L2 Outcome,Poland-PL-1-87.txt,3,247
L1 Analysis,Poland-PL-1-87.txt,3,247
L1 Analysis,Poland-PL-1-87.txt,3019,9255
L1 Background,Poland-PL-1-87.txt,250,3017
L2 Outcome,Poland-PL-1-100.txt,3,429
L1 Analysis,Poland-PL-1-100.txt,3,429
L1 Analysis,Poland-PL-1-100.txt,4933,7354
L1 Background,Poland-PL-1-100.txt,432,4932
L1 Analysis,Poland-PL-1-101.txt,3,472
L1 Analysis,Poland-PL-1-101.txt,6873,13098
L2 Outcome,Poland-PL-1-101.txt,3,472
L1 Background,Poland-PL-1-101.txt,474,6871
